;time_stamp;Name;Kernel;feature_cnt;type;Train_News;Train_Spam;Test_News;Test_Spam;True_News;True_Spam;False_News;False_Spam;Accuracy;Kappa;rauc;duration;News_TPR;News_FPR;News_Prec;News_Recall;News_F1;Spam_TPR;Spam_FPR;Spam_Prec;Spam_Recall;Spam_F1
0;2017_09_15_09:20:15;LogisticRegression;;100;bag_of_ngrams_2_5;35.0;32.0;14.0;16.0;14.0;2.0;14.0;0.0;53.33;11.76;56.25;0.027;1.0;0.88;0.5;1.0;0.67;0.12;0.0;1.0;0.12;0.21
1;2017_09_15_09:20:15;NaiveBayes;;100;bag_of_ngrams_2_5;35.0;32.0;14.0;16.0;5.0;15.0;1.0;9.0;66.67;30.56;64.73;0.043;0.36;0.06;0.83;0.36;0.5;0.94;0.64;0.62;0.94;0.75
2;2017_09_15_09:20:15;MultinomialNB;;100;bag_of_ngrams_2_5;35.0;32.0;14.0;16.0;10.0;8.0;8.0;4.0;60.0;21.05;60.71;0.024;0.71;0.5;0.56;0.71;0.63;0.5;0.29;0.67;0.5;0.57
3;2017_09_15_09:20:15;BernoulliNB;;100;bag_of_ngrams_2_5;35.0;32.0;14.0;16.0;5.0;15.0;1.0;9.0;66.67;30.56;64.73;0.03;0.36;0.06;0.83;0.36;0.5;0.94;0.64;0.62;0.94;0.75
4;2017_09_15_09:20:15;SVC;linear;100;bag_of_ngrams_2_5;35.0;32.0;14.0;16.0;5.0;15.0;1.0;9.0;66.67;30.56;64.73;0.027;0.36;0.06;0.83;0.36;0.5;0.94;0.64;0.62;0.94;0.75
5;2017_09_15_09:20:15;SVC;poly;100;bag_of_ngrams_2_5;35.0;32.0;14.0;16.0;5.0;15.0;1.0;9.0;66.67;30.56;64.73;0.025;0.36;0.06;0.83;0.36;0.5;0.94;0.64;0.62;0.94;0.75
6;2017_09_15_09:20:15;SVC;rbf;100;bag_of_ngrams_2_5;35.0;32.0;14.0;16.0;14.0;2.0;14.0;0.0;53.33;11.76;56.25;0.026;1.0;0.88;0.5;1.0;0.67;0.12;0.0;1.0;0.12;0.21
7;2017_09_15_09:20:15;SVC;sigmoid;100;bag_of_ngrams_2_5;35.0;32.0;14.0;16.0;14.0;2.0;14.0;0.0;53.33;11.76;56.25;0.026;1.0;0.88;0.5;1.0;0.67;0.12;0.0;1.0;0.12;0.21
8;2017_09_15_09:20:15;SGD;;100;bag_of_ngrams_2_5;35.0;32.0;14.0;16.0;5.0;15.0;1.0;9.0;66.67;30.56;64.73;0.025;0.36;0.06;0.83;0.36;0.5;0.94;0.64;0.62;0.94;0.75
9;2017_09_15_09:20:15;MLP;;100;bag_of_ngrams_2_5;35.0;32.0;14.0;16.0;5.0;15.0;1.0;9.0;66.67;30.56;64.73;0.276;0.36;0.06;0.83;0.36;0.5;0.94;0.64;0.62;0.94;0.75
10;2017_09_15_09:20:19;RandomForest;;100;bag_of_ngrams_2_5;35.0;32.0;14.0;16.0;5.0;15.0;1.0;9.0;66.67;30.56;64.73;3.442;0.36;0.06;0.83;0.36;0.5;0.94;0.64;0.62;0.94;0.75
11;2017_09_15_09:20:19;AdaBoost;;100;bag_of_ngrams_2_5;35.0;32.0;14.0;16.0;4.0;15.0;1.0;10.0;63.33;23.26;61.16;0.193;0.29;0.06;0.8;0.29;0.43;0.94;0.71;0.6;0.94;0.73
12;2017_09_15_09:20:29;Vote;;100;bag_of_ngrams_2_5;35.0;32.0;14.0;16.0;5.0;15.0;1.0;9.0;66.67;30.56;64.73;9.796;0.36;0.06;0.83;0.36;0.5;0.94;0.64;0.62;0.94;0.75
13;2017_09_15_09:19:59;LogisticRegression;;100;bag_of_ngrams_2_5;35.0;32.0;14.0;16.0;14.0;2.0;14.0;0.0;53.33;11.76;56.25;0.024;1.0;0.88;0.5;1.0;0.67;0.12;0.0;1.0;0.12;0.21
14;2017_09_15_09:19:59;NaiveBayes;;100;bag_of_ngrams_2_5;35.0;32.0;14.0;16.0;5.0;15.0;1.0;9.0;66.67;30.56;64.73;0.042;0.36;0.06;0.83;0.36;0.5;0.94;0.64;0.62;0.94;0.75
15;2017_09_15_09:19:59;MultinomialNB;;100;bag_of_ngrams_2_5;35.0;32.0;14.0;16.0;10.0;8.0;8.0;4.0;60.0;21.05;60.71;0.023;0.71;0.5;0.56;0.71;0.63;0.5;0.29;0.67;0.5;0.57
16;2017_09_15_09:19:59;BernoulliNB;;100;bag_of_ngrams_2_5;35.0;32.0;14.0;16.0;5.0;15.0;1.0;9.0;66.67;30.56;64.73;0.027000000000000003;0.36;0.06;0.83;0.36;0.5;0.94;0.64;0.62;0.94;0.75
17;2017_09_15_09:19:59;SVC;linear;100;bag_of_ngrams_2_5;35.0;32.0;14.0;16.0;5.0;15.0;1.0;9.0;66.67;30.56;64.73;0.026000000000000002;0.36;0.06;0.83;0.36;0.5;0.94;0.64;0.62;0.94;0.75
18;2017_09_15_09:19:59;SVC;poly;100;bag_of_ngrams_2_5;35.0;32.0;14.0;16.0;5.0;15.0;1.0;9.0;66.67;30.56;64.73;0.026000000000000002;0.36;0.06;0.83;0.36;0.5;0.94;0.64;0.62;0.94;0.75
19;2017_09_15_09:19:59;SVC;rbf;100;bag_of_ngrams_2_5;35.0;32.0;14.0;16.0;14.0;2.0;14.0;0.0;53.33;11.76;56.25;0.026000000000000002;1.0;0.88;0.5;1.0;0.67;0.12;0.0;1.0;0.12;0.21
20;2017_09_15_09:19:59;SVC;sigmoid;100;bag_of_ngrams_2_5;35.0;32.0;14.0;16.0;14.0;2.0;14.0;0.0;53.33;11.76;56.25;0.026000000000000002;1.0;0.88;0.5;1.0;0.67;0.12;0.0;1.0;0.12;0.21
21;2017_09_15_09:19:59;SGD;;100;bag_of_ngrams_2_5;35.0;32.0;14.0;16.0;5.0;15.0;1.0;9.0;66.67;30.56;64.73;0.025;0.36;0.06;0.83;0.36;0.5;0.94;0.64;0.62;0.94;0.75
22;2017_09_15_09:19:59;MLP;;100;bag_of_ngrams_2_5;35.0;32.0;14.0;16.0;5.0;15.0;1.0;9.0;66.67;30.56;64.73;0.29;0.36;0.06;0.83;0.36;0.5;0.94;0.64;0.62;0.94;0.75
23;2017_09_15_09:20:03;RandomForest;;100;bag_of_ngrams_2_5;35.0;32.0;14.0;16.0;5.0;15.0;1.0;9.0;66.67;30.56;64.73;3.437;0.36;0.06;0.83;0.36;0.5;0.94;0.64;0.62;0.94;0.75
24;2017_09_15_09:20:03;AdaBoost;;100;bag_of_ngrams_2_5;35.0;32.0;14.0;16.0;5.0;15.0;1.0;9.0;66.67;30.56;64.73;0.191;0.36;0.06;0.83;0.36;0.5;0.94;0.64;0.62;0.94;0.75
25;2017_09_15_09:20:13;Vote;;100;bag_of_ngrams_2_5;35.0;32.0;14.0;16.0;5.0;15.0;1.0;9.0;66.67;30.56;64.73;9.789;0.36;0.06;0.83;0.36;0.5;0.94;0.64;0.62;0.94;0.75
26;2017_09_15_09:19:43;LogisticRegression;;100;bag_of_ngrams_2_5;35.0;32.0;14.0;16.0;14.0;2.0;14.0;0.0;53.33;11.76;56.25;0.024;1.0;0.88;0.5;1.0;0.67;0.12;0.0;1.0;0.12;0.21
27;2017_09_15_09:19:43;NaiveBayes;;100;bag_of_ngrams_2_5;35.0;32.0;14.0;16.0;5.0;15.0;1.0;9.0;66.67;30.56;64.73;0.044;0.36;0.06;0.83;0.36;0.5;0.94;0.64;0.62;0.94;0.75
28;2017_09_15_09:19:43;MultinomialNB;;100;bag_of_ngrams_2_5;35.0;32.0;14.0;16.0;10.0;8.0;8.0;4.0;60.0;21.05;60.71;0.024;0.71;0.5;0.56;0.71;0.63;0.5;0.29;0.67;0.5;0.57
29;2017_09_15_09:19:43;BernoulliNB;;100;bag_of_ngrams_2_5;35.0;32.0;14.0;16.0;5.0;15.0;1.0;9.0;66.67;30.56;64.73;0.028;0.36;0.06;0.83;0.36;0.5;0.94;0.64;0.62;0.94;0.75
30;2017_09_15_09:19:43;SVC;linear;100;bag_of_ngrams_2_5;35.0;32.0;14.0;16.0;5.0;15.0;1.0;9.0;66.67;30.56;64.73;0.025;0.36;0.06;0.83;0.36;0.5;0.94;0.64;0.62;0.94;0.75
31;2017_09_15_09:19:43;SVC;poly;100;bag_of_ngrams_2_5;35.0;32.0;14.0;16.0;5.0;15.0;1.0;9.0;66.67;30.56;64.73;0.029;0.36;0.06;0.83;0.36;0.5;0.94;0.64;0.62;0.94;0.75
32;2017_09_15_09:19:43;SVC;rbf;100;bag_of_ngrams_2_5;35.0;32.0;14.0;16.0;14.0;2.0;14.0;0.0;53.33;11.76;56.25;0.028;1.0;0.88;0.5;1.0;0.67;0.12;0.0;1.0;0.12;0.21
33;2017_09_15_09:19:43;SVC;sigmoid;100;bag_of_ngrams_2_5;35.0;32.0;14.0;16.0;14.0;2.0;14.0;0.0;53.33;11.76;56.25;0.027000000000000003;1.0;0.88;0.5;1.0;0.67;0.12;0.0;1.0;0.12;0.21
34;2017_09_15_09:19:43;SGD;;100;bag_of_ngrams_2_5;35.0;32.0;14.0;16.0;5.0;15.0;1.0;9.0;66.67;30.56;64.73;0.025;0.36;0.06;0.83;0.36;0.5;0.94;0.64;0.62;0.94;0.75
35;2017_09_15_09:19:43;MLP;;100;bag_of_ngrams_2_5;35.0;32.0;14.0;16.0;5.0;14.0;2.0;9.0;63.33;23.96;61.61;0.29;0.36;0.12;0.71;0.36;0.48;0.88;0.64;0.61;0.88;0.72
36;2017_09_15_09:19:47;RandomForest;;100;bag_of_ngrams_2_5;35.0;32.0;14.0;16.0;5.0;15.0;1.0;9.0;66.67;30.56;64.73;3.438;0.36;0.06;0.83;0.36;0.5;0.94;0.64;0.62;0.94;0.75
37;2017_09_15_09:19:47;AdaBoost;;100;bag_of_ngrams_2_5;35.0;32.0;14.0;16.0;5.0;15.0;1.0;9.0;66.67;30.56;64.73;0.193;0.36;0.06;0.83;0.36;0.5;0.94;0.64;0.62;0.94;0.75
38;2017_09_15_09:19:57;Vote;;100;bag_of_ngrams_2_5;35.0;32.0;14.0;16.0;5.0;15.0;1.0;9.0;66.67;30.56;64.73;9.805;0.36;0.06;0.83;0.36;0.5;0.94;0.64;0.62;0.94;0.75
39;2017_09_15_09:19:27;LogisticRegression;;100;bag_of_ngrams_2_5;35.0;32.0;14.0;16.0;14.0;2.0;14.0;0.0;53.33;11.76;56.25;0.024;1.0;0.88;0.5;1.0;0.67;0.12;0.0;1.0;0.12;0.21
40;2017_09_15_09:19:27;NaiveBayes;;100;bag_of_ngrams_2_5;35.0;32.0;14.0;16.0;5.0;15.0;1.0;9.0;66.67;30.56;64.73;0.042;0.36;0.06;0.83;0.36;0.5;0.94;0.64;0.62;0.94;0.75
41;2017_09_15_09:19:27;MultinomialNB;;100;bag_of_ngrams_2_5;35.0;32.0;14.0;16.0;10.0;8.0;8.0;4.0;60.0;21.05;60.71;0.024;0.71;0.5;0.56;0.71;0.63;0.5;0.29;0.67;0.5;0.57
42;2017_09_15_09:19:27;BernoulliNB;;100;bag_of_ngrams_2_5;35.0;32.0;14.0;16.0;5.0;15.0;1.0;9.0;66.67;30.56;64.73;0.027999999999999997;0.36;0.06;0.83;0.36;0.5;0.94;0.64;0.62;0.94;0.75
43;2017_09_15_09:19:27;SVC;linear;100;bag_of_ngrams_2_5;35.0;32.0;14.0;16.0;5.0;15.0;1.0;9.0;66.67;30.56;64.73;0.026000000000000002;0.36;0.06;0.83;0.36;0.5;0.94;0.64;0.62;0.94;0.75
44;2017_09_15_09:19:27;SVC;poly;100;bag_of_ngrams_2_5;35.0;32.0;14.0;16.0;5.0;15.0;1.0;9.0;66.67;30.56;64.73;0.025;0.36;0.06;0.83;0.36;0.5;0.94;0.64;0.62;0.94;0.75
45;2017_09_15_09:19:27;SVC;rbf;100;bag_of_ngrams_2_5;35.0;32.0;14.0;16.0;14.0;2.0;14.0;0.0;53.33;11.76;56.25;0.026000000000000002;1.0;0.88;0.5;1.0;0.67;0.12;0.0;1.0;0.12;0.21
46;2017_09_15_09:19:27;SVC;sigmoid;100;bag_of_ngrams_2_5;35.0;32.0;14.0;16.0;14.0;2.0;14.0;0.0;53.33;11.76;56.25;0.031;1.0;0.88;0.5;1.0;0.67;0.12;0.0;1.0;0.12;0.21
47;2017_09_15_09:19:27;SGD;;100;bag_of_ngrams_2_5;35.0;32.0;14.0;16.0;5.0;15.0;1.0;9.0;66.67;30.56;64.73;0.023;0.36;0.06;0.83;0.36;0.5;0.94;0.64;0.62;0.94;0.75
48;2017_09_15_09:19:27;MLP;;100;bag_of_ngrams_2_5;35.0;32.0;14.0;16.0;5.0;15.0;1.0;9.0;66.67;30.56;64.73;0.272;0.36;0.06;0.83;0.36;0.5;0.94;0.64;0.62;0.94;0.75
49;2017_09_15_09:19:31;RandomForest;;100;bag_of_ngrams_2_5;35.0;32.0;14.0;16.0;5.0;15.0;1.0;9.0;66.67;30.56;64.73;3.435;0.36;0.06;0.83;0.36;0.5;0.94;0.64;0.62;0.94;0.75
50;2017_09_15_09:19:31;AdaBoost;;100;bag_of_ngrams_2_5;35.0;32.0;14.0;16.0;5.0;15.0;1.0;9.0;66.67;30.56;64.73;0.19399999999999998;0.36;0.06;0.83;0.36;0.5;0.94;0.64;0.62;0.94;0.75
51;2017_09_15_09:19:41;Vote;;100;bag_of_ngrams_2_5;35.0;32.0;14.0;16.0;5.0;15.0;1.0;9.0;66.67;30.56;64.73;9.795;0.36;0.06;0.83;0.36;0.5;0.94;0.64;0.62;0.94;0.75
52;2017_09_15_09:19:11;LogisticRegression;;100;bag_of_ngrams_2_5;35.0;32.0;14.0;16.0;14.0;2.0;14.0;0.0;53.33;11.76;56.25;0.025;1.0;0.88;0.5;1.0;0.67;0.12;0.0;1.0;0.12;0.21
53;2017_09_15_09:19:11;NaiveBayes;;100;bag_of_ngrams_2_5;35.0;32.0;14.0;16.0;5.0;15.0;1.0;9.0;66.67;30.56;64.73;0.045;0.36;0.06;0.83;0.36;0.5;0.94;0.64;0.62;0.94;0.75
54;2017_09_15_09:19:11;MultinomialNB;;100;bag_of_ngrams_2_5;35.0;32.0;14.0;16.0;10.0;8.0;8.0;4.0;60.0;21.05;60.71;0.025;0.71;0.5;0.56;0.71;0.63;0.5;0.29;0.67;0.5;0.57
55;2017_09_15_09:19:11;BernoulliNB;;100;bag_of_ngrams_2_5;35.0;32.0;14.0;16.0;5.0;15.0;1.0;9.0;66.67;30.56;64.73;0.027000000000000003;0.36;0.06;0.83;0.36;0.5;0.94;0.64;0.62;0.94;0.75
56;2017_09_15_09:19:11;SVC;linear;100;bag_of_ngrams_2_5;35.0;32.0;14.0;16.0;5.0;15.0;1.0;9.0;66.67;30.56;64.73;0.026;0.36;0.06;0.83;0.36;0.5;0.94;0.64;0.62;0.94;0.75
57;2017_09_15_09:19:11;SVC;poly;100;bag_of_ngrams_2_5;35.0;32.0;14.0;16.0;5.0;15.0;1.0;9.0;66.67;30.56;64.73;0.025;0.36;0.06;0.83;0.36;0.5;0.94;0.64;0.62;0.94;0.75
58;2017_09_15_09:19:11;SVC;rbf;100;bag_of_ngrams_2_5;35.0;32.0;14.0;16.0;14.0;2.0;14.0;0.0;53.33;11.76;56.25;0.028;1.0;0.88;0.5;1.0;0.67;0.12;0.0;1.0;0.12;0.21
59;2017_09_15_09:19:11;SVC;sigmoid;100;bag_of_ngrams_2_5;35.0;32.0;14.0;16.0;14.0;2.0;14.0;0.0;53.33;11.76;56.25;0.028;1.0;0.88;0.5;1.0;0.67;0.12;0.0;1.0;0.12;0.21
60;2017_09_15_09:19:11;SGD;;100;bag_of_ngrams_2_5;35.0;32.0;14.0;16.0;5.0;15.0;1.0;9.0;66.67;30.56;64.73;0.024;0.36;0.06;0.83;0.36;0.5;0.94;0.64;0.62;0.94;0.75
61;2017_09_15_09:19:11;MLP;;100;bag_of_ngrams_2_5;35.0;32.0;14.0;16.0;5.0;15.0;1.0;9.0;66.67;30.56;64.73;0.28;0.36;0.06;0.83;0.36;0.5;0.94;0.64;0.62;0.94;0.75
62;2017_09_15_09:19:15;RandomForest;;100;bag_of_ngrams_2_5;35.0;32.0;14.0;16.0;5.0;15.0;1.0;9.0;66.67;30.56;64.73;3.4360000000000004;0.36;0.06;0.83;0.36;0.5;0.94;0.64;0.62;0.94;0.75
63;2017_09_15_09:19:15;AdaBoost;;100;bag_of_ngrams_2_5;35.0;32.0;14.0;16.0;5.0;15.0;1.0;9.0;66.67;30.56;64.73;0.194;0.36;0.06;0.83;0.36;0.5;0.94;0.64;0.62;0.94;0.75
64;2017_09_15_09:19:25;Vote;;100;bag_of_ngrams_2_5;35.0;32.0;14.0;16.0;5.0;15.0;1.0;9.0;66.67;30.56;64.73;9.792;0.36;0.06;0.83;0.36;0.5;0.94;0.64;0.62;0.94;0.75
65;2017_09_15_09:18:55;LogisticRegression;;100;bag_of_ngrams_2_5;35.0;32.0;14.0;16.0;14.0;2.0;14.0;0.0;53.33;11.76;56.25;0.024;1.0;0.88;0.5;1.0;0.67;0.12;0.0;1.0;0.12;0.21
66;2017_09_15_09:18:55;NaiveBayes;;100;bag_of_ngrams_2_5;35.0;32.0;14.0;16.0;5.0;15.0;1.0;9.0;66.67;30.56;64.73;0.043;0.36;0.06;0.83;0.36;0.5;0.94;0.64;0.62;0.94;0.75
67;2017_09_15_09:18:55;MultinomialNB;;100;bag_of_ngrams_2_5;35.0;32.0;14.0;16.0;10.0;8.0;8.0;4.0;60.0;21.05;60.71;0.024;0.71;0.5;0.56;0.71;0.63;0.5;0.29;0.67;0.5;0.57
68;2017_09_15_09:18:55;BernoulliNB;;100;bag_of_ngrams_2_5;35.0;32.0;14.0;16.0;5.0;15.0;1.0;9.0;66.67;30.56;64.73;0.027999999999999997;0.36;0.06;0.83;0.36;0.5;0.94;0.64;0.62;0.94;0.75
69;2017_09_15_09:18:55;SVC;linear;100;bag_of_ngrams_2_5;35.0;32.0;14.0;16.0;5.0;15.0;1.0;9.0;66.67;30.56;64.73;0.024;0.36;0.06;0.83;0.36;0.5;0.94;0.64;0.62;0.94;0.75
70;2017_09_15_09:18:55;SVC;poly;100;bag_of_ngrams_2_5;35.0;32.0;14.0;16.0;5.0;15.0;1.0;9.0;66.67;30.56;64.73;0.033;0.36;0.06;0.83;0.36;0.5;0.94;0.64;0.62;0.94;0.75
71;2017_09_15_09:18:55;SVC;rbf;100;bag_of_ngrams_2_5;35.0;32.0;14.0;16.0;14.0;2.0;14.0;0.0;53.33;11.76;56.25;0.026000000000000002;1.0;0.88;0.5;1.0;0.67;0.12;0.0;1.0;0.12;0.21
72;2017_09_15_09:18:55;SVC;sigmoid;100;bag_of_ngrams_2_5;35.0;32.0;14.0;16.0;14.0;2.0;14.0;0.0;53.33;11.76;56.25;0.025;1.0;0.88;0.5;1.0;0.67;0.12;0.0;1.0;0.12;0.21
73;2017_09_15_09:18:55;SGD;;100;bag_of_ngrams_2_5;35.0;32.0;14.0;16.0;5.0;15.0;1.0;9.0;66.67;30.56;64.73;0.024;0.36;0.06;0.83;0.36;0.5;0.94;0.64;0.62;0.94;0.75
74;2017_09_15_09:18:55;MLP;;100;bag_of_ngrams_2_5;35.0;32.0;14.0;16.0;5.0;15.0;1.0;9.0;66.67;30.56;64.73;0.284;0.36;0.06;0.83;0.36;0.5;0.94;0.64;0.62;0.94;0.75
75;2017_09_15_09:18:59;RandomForest;;100;bag_of_ngrams_2_5;35.0;32.0;14.0;16.0;5.0;15.0;1.0;9.0;66.67;30.56;64.73;3.4330000000000003;0.36;0.06;0.83;0.36;0.5;0.94;0.64;0.62;0.94;0.75
76;2017_09_15_09:18:59;AdaBoost;;100;bag_of_ngrams_2_5;35.0;32.0;14.0;16.0;5.0;15.0;1.0;9.0;66.67;30.56;64.73;0.192;0.36;0.06;0.83;0.36;0.5;0.94;0.64;0.62;0.94;0.75
77;2017_09_15_09:19:09;Vote;;100;bag_of_ngrams_2_5;35.0;32.0;14.0;16.0;5.0;15.0;1.0;9.0;66.67;30.56;64.73;9.795;0.36;0.06;0.83;0.36;0.5;0.94;0.64;0.62;0.94;0.75
78;2017_09_15_09:18:39;LogisticRegression;;100;bag_of_ngrams_2_5;35.0;32.0;14.0;16.0;14.0;2.0;14.0;0.0;53.33;11.76;56.25;0.024;1.0;0.88;0.5;1.0;0.67;0.12;0.0;1.0;0.12;0.21
79;2017_09_15_09:18:39;NaiveBayes;;100;bag_of_ngrams_2_5;35.0;32.0;14.0;16.0;5.0;15.0;1.0;9.0;66.67;30.56;64.73;0.044;0.36;0.06;0.83;0.36;0.5;0.94;0.64;0.62;0.94;0.75
80;2017_09_15_09:18:39;MultinomialNB;;100;bag_of_ngrams_2_5;35.0;32.0;14.0;16.0;10.0;8.0;8.0;4.0;60.0;21.05;60.71;0.024;0.71;0.5;0.56;0.71;0.63;0.5;0.29;0.67;0.5;0.57
81;2017_09_15_09:18:39;BernoulliNB;;100;bag_of_ngrams_2_5;35.0;32.0;14.0;16.0;5.0;15.0;1.0;9.0;66.67;30.56;64.73;0.032;0.36;0.06;0.83;0.36;0.5;0.94;0.64;0.62;0.94;0.75
82;2017_09_15_09:18:39;SVC;linear;100;bag_of_ngrams_2_5;35.0;32.0;14.0;16.0;5.0;15.0;1.0;9.0;66.67;30.56;64.73;0.028;0.36;0.06;0.83;0.36;0.5;0.94;0.64;0.62;0.94;0.75
83;2017_09_15_09:18:39;SVC;poly;100;bag_of_ngrams_2_5;35.0;32.0;14.0;16.0;5.0;15.0;1.0;9.0;66.67;30.56;64.73;0.026;0.36;0.06;0.83;0.36;0.5;0.94;0.64;0.62;0.94;0.75
84;2017_09_15_09:18:39;SVC;rbf;100;bag_of_ngrams_2_5;35.0;32.0;14.0;16.0;14.0;2.0;14.0;0.0;53.33;11.76;56.25;0.026;1.0;0.88;0.5;1.0;0.67;0.12;0.0;1.0;0.12;0.21
85;2017_09_15_09:18:39;SVC;sigmoid;100;bag_of_ngrams_2_5;35.0;32.0;14.0;16.0;14.0;2.0;14.0;0.0;53.33;11.76;56.25;0.027000000000000003;1.0;0.88;0.5;1.0;0.67;0.12;0.0;1.0;0.12;0.21
86;2017_09_15_09:18:39;SGD;;100;bag_of_ngrams_2_5;35.0;32.0;14.0;16.0;5.0;15.0;1.0;9.0;66.67;30.56;64.73;0.026;0.36;0.06;0.83;0.36;0.5;0.94;0.64;0.62;0.94;0.75
87;2017_09_15_09:18:39;MLP;;100;bag_of_ngrams_2_5;35.0;32.0;14.0;16.0;5.0;15.0;1.0;9.0;66.67;30.56;64.73;0.279;0.36;0.06;0.83;0.36;0.5;0.94;0.64;0.62;0.94;0.75
88;2017_09_15_09:18:43;RandomForest;;100;bag_of_ngrams_2_5;35.0;32.0;14.0;16.0;5.0;15.0;1.0;9.0;66.67;30.56;64.73;3.439;0.36;0.06;0.83;0.36;0.5;0.94;0.64;0.62;0.94;0.75
89;2017_09_15_09:18:43;AdaBoost;;100;bag_of_ngrams_2_5;35.0;32.0;14.0;16.0;5.0;15.0;1.0;9.0;66.67;30.56;64.73;0.195;0.36;0.06;0.83;0.36;0.5;0.94;0.64;0.62;0.94;0.75
90;2017_09_15_09:18:53;Vote;;100;bag_of_ngrams_2_5;35.0;32.0;14.0;16.0;5.0;15.0;1.0;9.0;66.67;30.56;64.73;9.796;0.36;0.06;0.83;0.36;0.5;0.94;0.64;0.62;0.94;0.75
91;2017_09_15_09:18:23;LogisticRegression;;100;bag_of_ngrams_2_5;35.0;32.0;14.0;16.0;14.0;2.0;14.0;0.0;53.33;11.76;56.25;0.024;1.0;0.88;0.5;1.0;0.67;0.12;0.0;1.0;0.12;0.21
92;2017_09_15_09:18:23;NaiveBayes;;100;bag_of_ngrams_2_5;35.0;32.0;14.0;16.0;5.0;15.0;1.0;9.0;66.67;30.56;64.73;0.044000000000000004;0.36;0.06;0.83;0.36;0.5;0.94;0.64;0.62;0.94;0.75
93;2017_09_15_09:18:23;MultinomialNB;;100;bag_of_ngrams_2_5;35.0;32.0;14.0;16.0;10.0;8.0;8.0;4.0;60.0;21.05;60.71;0.026000000000000002;0.71;0.5;0.56;0.71;0.63;0.5;0.29;0.67;0.5;0.57
94;2017_09_15_09:18:23;BernoulliNB;;100;bag_of_ngrams_2_5;35.0;32.0;14.0;16.0;5.0;15.0;1.0;9.0;66.67;30.56;64.73;0.027999999999999997;0.36;0.06;0.83;0.36;0.5;0.94;0.64;0.62;0.94;0.75
95;2017_09_15_09:18:23;SVC;linear;100;bag_of_ngrams_2_5;35.0;32.0;14.0;16.0;5.0;15.0;1.0;9.0;66.67;30.56;64.73;0.027000000000000003;0.36;0.06;0.83;0.36;0.5;0.94;0.64;0.62;0.94;0.75
96;2017_09_15_09:18:23;SVC;poly;100;bag_of_ngrams_2_5;35.0;32.0;14.0;16.0;5.0;15.0;1.0;9.0;66.67;30.56;64.73;0.025;0.36;0.06;0.83;0.36;0.5;0.94;0.64;0.62;0.94;0.75
97;2017_09_15_09:18:23;SVC;rbf;100;bag_of_ngrams_2_5;35.0;32.0;14.0;16.0;14.0;2.0;14.0;0.0;53.33;11.76;56.25;0.027000000000000003;1.0;0.88;0.5;1.0;0.67;0.12;0.0;1.0;0.12;0.21
98;2017_09_15_09:18:23;SVC;sigmoid;100;bag_of_ngrams_2_5;35.0;32.0;14.0;16.0;14.0;2.0;14.0;0.0;53.33;11.76;56.25;0.026000000000000002;1.0;0.88;0.5;1.0;0.67;0.12;0.0;1.0;0.12;0.21
99;2017_09_15_09:18:23;SGD;;100;bag_of_ngrams_2_5;35.0;32.0;14.0;16.0;5.0;15.0;1.0;9.0;66.67;30.56;64.73;0.024;0.36;0.06;0.83;0.36;0.5;0.94;0.64;0.62;0.94;0.75
100;2017_09_15_09:18:23;MLP;;100;bag_of_ngrams_2_5;35.0;32.0;14.0;16.0;5.0;15.0;1.0;9.0;66.67;30.56;64.73;0.27899999999999997;0.36;0.06;0.83;0.36;0.5;0.94;0.64;0.62;0.94;0.75
101;2017_09_15_09:18:27;RandomForest;;100;bag_of_ngrams_2_5;35.0;32.0;14.0;16.0;5.0;15.0;1.0;9.0;66.67;30.56;64.73;3.4330000000000003;0.36;0.06;0.83;0.36;0.5;0.94;0.64;0.62;0.94;0.75
102;2017_09_15_09:18:27;AdaBoost;;100;bag_of_ngrams_2_5;35.0;32.0;14.0;16.0;5.0;15.0;1.0;9.0;66.67;30.56;64.73;0.193;0.36;0.06;0.83;0.36;0.5;0.94;0.64;0.62;0.94;0.75
103;2017_09_15_09:18:37;Vote;;100;bag_of_ngrams_2_5;35.0;32.0;14.0;16.0;5.0;15.0;1.0;9.0;66.67;30.56;64.73;9.785;0.36;0.06;0.83;0.36;0.5;0.94;0.64;0.62;0.94;0.75
104;2017_09_15_09:18:07;LogisticRegression;;100;bag_of_ngrams_2_5;35.0;32.0;14.0;16.0;14.0;2.0;14.0;0.0;53.33;11.76;56.25;0.025;1.0;0.88;0.5;1.0;0.67;0.12;0.0;1.0;0.12;0.21
105;2017_09_15_09:18:07;NaiveBayes;;100;bag_of_ngrams_2_5;35.0;32.0;14.0;16.0;5.0;15.0;1.0;9.0;66.67;30.56;64.73;0.045;0.36;0.06;0.83;0.36;0.5;0.94;0.64;0.62;0.94;0.75
106;2017_09_15_09:18:07;MultinomialNB;;100;bag_of_ngrams_2_5;35.0;32.0;14.0;16.0;10.0;8.0;8.0;4.0;60.0;21.05;60.71;0.024;0.71;0.5;0.56;0.71;0.63;0.5;0.29;0.67;0.5;0.57
107;2017_09_15_09:18:07;BernoulliNB;;100;bag_of_ngrams_2_5;35.0;32.0;14.0;16.0;5.0;15.0;1.0;9.0;66.67;30.56;64.73;0.028;0.36;0.06;0.83;0.36;0.5;0.94;0.64;0.62;0.94;0.75
