;time_stamp;Name;Kernel;feature_cnt;type;Train_News;Train_Spam;Test_News;Test_Spam;True_News;True_Spam;False_News;False_Spam;Accuracy;Kappa;rauc;duration;News_TPR;News_FPR;News_Prec;News_Recall;News_F1;Spam_TPR;Spam_FPR;Spam_Prec;Spam_Recall;Spam_F1
0;2017_09_25_14:13:35;LogisticRegression;;;descriptive_features;975.0;7507.0;415.0;3221.0;7.0;3217.0;4.0;408.0;0.19;2.71;50.78;0.417;0.02;0.0;0.64;0.02;0.04;1.0;0.98;0.89;1.0;0.94
1;2017_09_25_14:13:36;GaussianNB;;;descriptive_features;975.0;7507.0;415.0;3221.0;27.0;3140.0;81.0;388.0;0.74;5.89;52.0;0.401;0.07;0.03;0.25;0.07;0.11;0.97;0.93;0.89;0.97;0.93
2;2017_09_25_14:13:36;MultinomialNB;;;descriptive_features;975.0;7507.0;415.0;3221.0;77.0;3025.0;196.0;338.0;2.12;14.65;56.23;0.199;0.19;0.06;0.28;0.19;0.23;0.94;0.81;0.9;0.94;0.92
3;2017_09_25_14:13:36;BernoulliNB;;;descriptive_features;975.0;7507.0;415.0;3221.0;61.0;3153.0;68.0;354.0;1.68;17.99;56.29;0.401;0.15;0.02;0.47;0.15;0.23;0.98;0.85;0.9;0.98;0.94
4;2017_09_25_14:14:00;SVC;linear;;descriptive_features;975.0;7507.0;415.0;3221.0;5.0;3218.0;3.0;410.0;0.14;1.94;50.56;23.118;0.01;0.0;0.62;0.01;0.02;1.0;0.99;0.89;1.0;0.94
5;2017_09_25_14:22:27;SVC;poly;;descriptive_features;975.0;7507.0;415.0;3221.0;138.0;2947.0;274.0;277.0;3.8;24.82;62.37;507.12;0.33;0.09;0.33;0.33;0.33;0.91;0.67;0.91;0.91;0.91
6;2017_09_25_14:22:30;SVC;rbf;;descriptive_features;975.0;7507.0;415.0;3221.0;50.0;3188.0;33.0;365.0;1.38;16.92;55.51;3.294;0.12;0.01;0.6;0.12;0.2;0.99;0.88;0.9;0.99;0.94
7;2017_09_25_14:22:32;SVC;sigmoid;;descriptive_features;975.0;7507.0;415.0;3221.0;67.0;2846.0;375.0;348.0;1.84;4.38;52.25;2.453;0.16;0.12;0.15;0.16;0.15;0.88;0.84;0.89;0.88;0.88
8;2017_09_25_14:22:33;SGD;;;descriptive_features;975.0;7507.0;415.0;3221.0;0.0;3221.0;0.0;415.0;0.0;0.0;50.0;0.221;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.89;1.0;0.94
9;2017_09_25_14:22:34;MLP;;;descriptive_features;975.0;7507.0;415.0;3221.0;8.0;3196.0;25.0;407.0;0.22;1.92;50.58;1.065;0.02;0.01;0.24;0.02;0.04;0.99;0.98;0.89;0.99;0.94
10;2017_09_25_14:29:37;RandomForest;;;descriptive_features;975.0;7507.0;415.0;3221.0;93.0;3149.0;72.0;322.0;2.56;27.35;60.09;423.701;0.22;0.02;0.56;0.22;0.32;0.98;0.78;0.91;0.98;0.94
11;2017_09_25_14:29:49;AdaBoost;;;descriptive_features;975.0;7507.0;415.0;3221.0;74.0;3162.0;59.0;341.0;2.04;22.73;58.0;11.178;0.18;0.02;0.56;0.18;0.27;0.98;0.82;0.9;0.98;0.94
12;2017_09_25_14:36:55;Vote;;;descriptive_features;975.0;7507.0;415.0;3221.0;16.0;3215.0;6.0;399.0;88.86;6.25;51.83;426.696;0.04;0.0;0.73;0.04;0.08;1.0;0.96;0.89;1.0;0.94
13;2017_09_25_14:36:56;LogisticRegression;;;descriptive_features;975.0;7507.0;415.0;3221.0;7.0;3217.0;4.0;408.0;0.19;2.71;50.78;0.485;0.02;0.0;0.64;0.02;0.04;1.0;0.98;0.89;1.0;0.94
14;2017_09_25_14:36:57;GaussianNB;;;descriptive_features;975.0;7507.0;415.0;3221.0;27.0;3140.0;81.0;388.0;0.74;5.89;52.0;0.47;0.07;0.03;0.25;0.07;0.11;0.97;0.93;0.89;0.97;0.93
15;2017_09_25_14:36:57;MultinomialNB;;;descriptive_features;975.0;7507.0;415.0;3221.0;77.0;3025.0;196.0;338.0;2.12;14.65;56.23;0.201;0.19;0.06;0.28;0.19;0.23;0.94;0.81;0.9;0.94;0.92
16;2017_09_25_14:36:57;BernoulliNB;;;descriptive_features;975.0;7507.0;415.0;3221.0;61.0;3153.0;68.0;354.0;1.68;17.99;56.29;0.37;0.15;0.02;0.47;0.15;0.23;0.98;0.85;0.9;0.98;0.94
17;2017_09_25_14:37:20;SVC;linear;;descriptive_features;975.0;7507.0;415.0;3221.0;5.0;3218.0;3.0;410.0;0.14;1.94;50.56;22.545;0.01;0.0;0.62;0.01;0.02;1.0;0.99;0.89;1.0;0.94
18;2017_09_25_14:45:44;SVC;poly;;descriptive_features;975.0;7507.0;415.0;3221.0;138.0;2947.0;274.0;277.0;3.8;24.82;62.37;504.068;0.33;0.09;0.33;0.33;0.33;0.91;0.67;0.91;0.91;0.91
19;2017_09_25_14:45:47;SVC;rbf;;descriptive_features;975.0;7507.0;415.0;3221.0;50.0;3188.0;33.0;365.0;1.38;16.92;55.51;3.309;0.12;0.01;0.6;0.12;0.2;0.99;0.88;0.9;0.99;0.94
20;2017_09_25_14:45:50;SVC;sigmoid;;descriptive_features;975.0;7507.0;415.0;3221.0;67.0;2846.0;375.0;348.0;1.84;4.38;52.25;2.469;0.16;0.12;0.15;0.16;0.15;0.88;0.84;0.89;0.88;0.88
21;2017_09_25_14:45:50;SGD;;;descriptive_features;975.0;7507.0;415.0;3221.0;135.0;2776.0;445.0;280.0;3.71;15.95;59.36;0.234;0.33;0.14;0.23;0.33;0.27;0.86;0.67;0.91;0.86;0.88
22;2017_09_25_14:45:51;MLP;;;descriptive_features;975.0;7507.0;415.0;3221.0;109.0;2809.0;412.0;306.0;3.0;12.13;56.74;0.868;0.26;0.13;0.21;0.26;0.23;0.87;0.74;0.9;0.87;0.88
23;2017_09_25_14:52:54;RandomForest;;;descriptive_features;975.0;7507.0;415.0;3221.0;99.0;3154.0;67.0;316.0;2.72;29.48;60.89;423.547;0.24;0.02;0.6;0.24;0.34;0.98;0.76;0.91;0.98;0.94
24;2017_09_25_14:53:05;AdaBoost;;;descriptive_features;975.0;7507.0;415.0;3221.0;74.0;3162.0;59.0;341.0;2.04;22.73;58.0;10.961;0.18;0.02;0.56;0.18;0.27;0.98;0.82;0.9;0.98;0.94
25;2017_09_25_15:00:08;Vote;;;descriptive_features;975.0;7507.0;415.0;3221.0;41.0;3200.0;21.0;374.0;89.14;14.66;54.61;422.736;0.1;0.01;0.66;0.1;0.17;0.99;0.9;0.9;0.99;0.94
26;2017_09_25_15:00:09;LogisticRegression;;;descriptive_features;975.0;7507.0;415.0;3221.0;7.0;3217.0;4.0;408.0;0.19;2.71;50.78;0.624;0.02;0.0;0.64;0.02;0.04;1.0;0.98;0.89;1.0;0.94
27;2017_09_25_15:00:09;GaussianNB;;;descriptive_features;975.0;7507.0;415.0;3221.0;27.0;3140.0;81.0;388.0;0.74;5.89;52.0;0.488;0.07;0.03;0.25;0.07;0.11;0.97;0.93;0.89;0.97;0.93
28;2017_09_25_15:00:10;MultinomialNB;;;descriptive_features;975.0;7507.0;415.0;3221.0;77.0;3025.0;196.0;338.0;2.12;14.65;56.23;0.216;0.19;0.06;0.28;0.19;0.23;0.94;0.81;0.9;0.94;0.92
29;2017_09_25_15:00:10;BernoulliNB;;;descriptive_features;975.0;7507.0;415.0;3221.0;61.0;3153.0;68.0;354.0;1.68;17.99;56.29;0.401;0.15;0.02;0.47;0.15;0.23;0.98;0.85;0.9;0.98;0.94
30;2017_09_25_15:00:34;SVC;linear;;descriptive_features;975.0;7507.0;415.0;3221.0;5.0;3218.0;3.0;410.0;0.14;1.94;50.56;23.56;0.01;0.0;0.62;0.01;0.02;1.0;0.99;0.89;1.0;0.94
31;2017_09_25_15:09:05;SVC;poly;;descriptive_features;975.0;7507.0;415.0;3221.0;138.0;2947.0;274.0;277.0;3.8;24.82;62.37;511.104;0.33;0.09;0.33;0.33;0.33;0.91;0.67;0.91;0.91;0.91
32;2017_09_25_15:09:08;SVC;rbf;;descriptive_features;975.0;7507.0;415.0;3221.0;50.0;3188.0;33.0;365.0;1.38;16.92;55.51;3.399;0.12;0.01;0.6;0.12;0.2;0.99;0.88;0.9;0.99;0.94
33;2017_09_25_15:09:11;SVC;sigmoid;;descriptive_features;975.0;7507.0;415.0;3221.0;67.0;2846.0;375.0;348.0;1.84;4.38;52.25;2.55;0.16;0.12;0.15;0.16;0.15;0.88;0.84;0.89;0.88;0.88
34;2017_09_25_15:09:11;SGD;;;descriptive_features;975.0;7507.0;415.0;3221.0;82.0;3029.0;192.0;333.0;2.26;16.19;56.9;0.238;0.2;0.06;0.3;0.2;0.24;0.94;0.8;0.9;0.94;0.92
35;2017_09_25_15:09:12;MLP;;;descriptive_features;975.0;7507.0;415.0;3221.0;104.0;2967.0;254.0;311.0;2.86;18.27;58.59;0.77;0.25;0.08;0.29;0.25;0.27;0.92;0.75;0.91;0.92;0.91
36;2017_09_25_15:16:11;RandomForest;;;descriptive_features;975.0;7507.0;415.0;3221.0;87.0;3158.0;63.0;328.0;2.39;26.33;59.5;419.706;0.21;0.02;0.58;0.21;0.31;0.98;0.79;0.91;0.98;0.94
37;2017_09_25_15:16:23;AdaBoost;;;descriptive_features;975.0;7507.0;415.0;3221.0;74.0;3162.0;59.0;341.0;2.04;22.73;58.0;11.133;0.18;0.02;0.56;0.18;0.27;0.98;0.82;0.9;0.98;0.94
38;2017_09_25_15:23:24;Vote;;;descriptive_features;975.0;7507.0;415.0;3221.0;50.0;3181.0;40.0;365.0;88.86;16.4;55.4;421.17;0.12;0.01;0.56;0.12;0.2;0.99;0.88;0.9;0.99;0.94
39;2017_09_25_15:23:25;LogisticRegression;;;descriptive_features;975.0;7507.0;415.0;3221.0;7.0;3217.0;4.0;408.0;0.19;2.71;50.78;0.518;0.02;0.0;0.64;0.02;0.04;1.0;0.98;0.89;1.0;0.94
40;2017_09_25_15:23:25;GaussianNB;;;descriptive_features;975.0;7507.0;415.0;3221.0;27.0;3140.0;81.0;388.0;0.74;5.89;52.0;0.474;0.07;0.03;0.25;0.07;0.11;0.97;0.93;0.89;0.97;0.93
41;2017_09_25_15:23:25;MultinomialNB;;;descriptive_features;975.0;7507.0;415.0;3221.0;77.0;3025.0;196.0;338.0;2.12;14.65;56.23;0.221;0.19;0.06;0.28;0.19;0.23;0.94;0.81;0.9;0.94;0.92
42;2017_09_25_15:23:26;BernoulliNB;;;descriptive_features;975.0;7507.0;415.0;3221.0;61.0;3153.0;68.0;354.0;1.68;17.99;56.29;0.391;0.15;0.02;0.47;0.15;0.23;0.98;0.85;0.9;0.98;0.94
43;2017_09_25_15:23:49;SVC;linear;;descriptive_features;975.0;7507.0;415.0;3221.0;5.0;3218.0;3.0;410.0;0.14;1.94;50.56;22.884;0.01;0.0;0.62;0.01;0.02;1.0;0.99;0.89;1.0;0.94
44;2017_09_25_15:32:11;SVC;poly;;descriptive_features;975.0;7507.0;415.0;3221.0;138.0;2947.0;274.0;277.0;3.8;24.82;62.37;501.977;0.33;0.09;0.33;0.33;0.33;0.91;0.67;0.91;0.91;0.91
45;2017_09_25_15:32:14;SVC;rbf;;descriptive_features;975.0;7507.0;415.0;3221.0;50.0;3188.0;33.0;365.0;1.38;16.92;55.51;3.521;0.12;0.01;0.6;0.12;0.2;0.99;0.88;0.9;0.99;0.94
46;2017_09_25_15:32:17;SVC;sigmoid;;descriptive_features;975.0;7507.0;415.0;3221.0;67.0;2846.0;375.0;348.0;1.84;4.38;52.25;2.624;0.16;0.12;0.15;0.16;0.15;0.88;0.84;0.89;0.88;0.88
47;2017_09_25_15:32:17;SGD;;;descriptive_features;975.0;7507.0;415.0;3221.0;0.0;3214.0;7.0;415.0;0.0;-0.38;49.89;0.237;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.89;1.0;0.94
48;2017_09_25_15:32:18;MLP;;;descriptive_features;975.0;7507.0;415.0;3221.0;167.0;2137.0;1084.0;248.0;4.59;3.51;53.29;0.563;0.4;0.34;0.13;0.4;0.2;0.66;0.6;0.9;0.66;0.76
49;2017_09_25_15:38:49;RandomForest;;;descriptive_features;975.0;7507.0;415.0;3221.0;107.0;3171.0;50.0;308.0;2.94;33.23;62.12;391.217;0.26;0.02;0.68;0.26;0.38;0.98;0.74;0.91;0.98;0.94
50;2017_09_25_15:39:00;AdaBoost;;;descriptive_features;975.0;7507.0;415.0;3221.0;74.0;3162.0;59.0;341.0;2.04;22.73;58.0;11.649;0.18;0.02;0.56;0.18;0.27;0.98;0.82;0.9;0.98;0.94
51;2017_09_25_15:45:44;Vote;;;descriptive_features;975.0;7507.0;415.0;3221.0;32.0;3215.0;6.0;383.0;89.3;12.45;53.76;403.48;0.08;0.0;0.84;0.08;0.15;1.0;0.92;0.89;1.0;0.94
52;2017_09_25_15:45:45;LogisticRegression;;;descriptive_features;975.0;7507.0;415.0;3221.0;7.0;3217.0;4.0;408.0;0.19;2.71;50.78;0.625;0.02;0.0;0.64;0.02;0.04;1.0;0.98;0.89;1.0;0.94
53;2017_09_25_15:45:45;GaussianNB;;;descriptive_features;975.0;7507.0;415.0;3221.0;27.0;3140.0;81.0;388.0;0.74;5.89;52.0;0.499;0.07;0.03;0.25;0.07;0.11;0.97;0.93;0.89;0.97;0.93
54;2017_09_25_15:45:46;MultinomialNB;;;descriptive_features;975.0;7507.0;415.0;3221.0;77.0;3025.0;196.0;338.0;2.12;14.65;56.23;0.245;0.19;0.06;0.28;0.19;0.23;0.94;0.81;0.9;0.94;0.92
55;2017_09_25_15:45:46;BernoulliNB;;;descriptive_features;975.0;7507.0;415.0;3221.0;61.0;3153.0;68.0;354.0;1.68;17.99;56.29;0.412;0.15;0.02;0.47;0.15;0.23;0.98;0.85;0.9;0.98;0.94
56;2017_09_25_15:46:11;SVC;linear;;descriptive_features;975.0;7507.0;415.0;3221.0;5.0;3218.0;3.0;410.0;0.14;1.94;50.56;25.093;0.01;0.0;0.62;0.01;0.02;1.0;0.99;0.89;1.0;0.94
57;2017_09_25_15:54:38;SVC;poly;;descriptive_features;975.0;7507.0;415.0;3221.0;138.0;2947.0;274.0;277.0;3.8;24.82;62.37;506.918;0.33;0.09;0.33;0.33;0.33;0.91;0.67;0.91;0.91;0.91
58;2017_09_25_15:54:41;SVC;rbf;;descriptive_features;975.0;7507.0;415.0;3221.0;50.0;3188.0;33.0;365.0;1.38;16.92;55.51;3.307;0.12;0.01;0.6;0.12;0.2;0.99;0.88;0.9;0.99;0.94
59;2017_09_25_15:54:44;SVC;sigmoid;;descriptive_features;975.0;7507.0;415.0;3221.0;67.0;2846.0;375.0;348.0;1.84;4.38;52.25;2.454;0.16;0.12;0.15;0.16;0.15;0.88;0.84;0.89;0.88;0.88
60;2017_09_25_15:54:44;SGD;;;descriptive_features;975.0;7507.0;415.0;3221.0;33.0;2936.0;285.0;382.0;0.91;-1.0;49.55;0.232;0.08;0.09;0.1;0.08;0.09;0.91;0.92;0.88;0.91;0.89
61;2017_09_25_15:54:45;MLP;;;descriptive_features;975.0;7507.0;415.0;3221.0;81.0;2726.0;495.0;334.0;2.23;3.55;52.08;0.6;0.2;0.15;0.14;0.2;0.16;0.85;0.8;0.89;0.85;0.87
62;2017_09_25_16:01:26;RandomForest;;;descriptive_features;975.0;7507.0;415.0;3221.0;81.0;3139.0;82.0;334.0;2.23;23.08;58.49;401.145;0.2;0.03;0.5;0.2;0.29;0.97;0.8;0.9;0.97;0.93
63;2017_09_25_16:01:38;AdaBoost;;;descriptive_features;975.0;7507.0;415.0;3221.0;74.0;3162.0;59.0;341.0;2.04;22.73;58.0;12.529;0.18;0.02;0.56;0.18;0.27;0.98;0.82;0.9;0.98;0.94
64;2017_09_25_16:08:25;Vote;;;descriptive_features;975.0;7507.0;415.0;3221.0;20.0;3216.0;5.0;395.0;89.0;7.9;52.33;406.486;0.05;0.0;0.8;0.05;0.09;1.0;0.95;0.89;1.0;0.94
65;2017_09_25_16:08:26;LogisticRegression;;;descriptive_features;975.0;7507.0;415.0;3221.0;7.0;3217.0;4.0;408.0;0.19;2.71;50.78;0.799;0.02;0.0;0.64;0.02;0.04;1.0;0.98;0.89;1.0;0.94
66;2017_09_25_16:08:27;GaussianNB;;;descriptive_features;975.0;7507.0;415.0;3221.0;27.0;3140.0;81.0;388.0;0.74;5.89;52.0;0.734;0.07;0.03;0.25;0.07;0.11;0.97;0.93;0.89;0.97;0.93
67;2017_09_25_16:08:27;MultinomialNB;;;descriptive_features;975.0;7507.0;415.0;3221.0;77.0;3025.0;196.0;338.0;2.12;14.65;56.23;0.269;0.19;0.06;0.28;0.19;0.23;0.94;0.81;0.9;0.94;0.92
68;2017_09_25_16:08:28;BernoulliNB;;;descriptive_features;975.0;7507.0;415.0;3221.0;61.0;3153.0;68.0;354.0;1.68;17.99;56.29;0.566;0.15;0.02;0.47;0.15;0.23;0.98;0.85;0.9;0.98;0.94
69;2017_09_25_16:09:01;SVC;linear;;descriptive_features;975.0;7507.0;415.0;3221.0;5.0;3218.0;3.0;410.0;0.14;1.94;50.56;33.539;0.01;0.0;0.62;0.01;0.02;1.0;0.99;0.89;1.0;0.94
70;2017_09_25_16:20:13;SVC;poly;;descriptive_features;975.0;7507.0;415.0;3221.0;138.0;2947.0;274.0;277.0;3.8;24.82;62.37;671.673;0.33;0.09;0.33;0.33;0.33;0.91;0.67;0.91;0.91;0.91
71;2017_09_25_16:20:17;SVC;rbf;;descriptive_features;975.0;7507.0;415.0;3221.0;50.0;3188.0;33.0;365.0;1.38;16.92;55.51;4.508;0.12;0.01;0.6;0.12;0.2;0.99;0.88;0.9;0.99;0.94
72;2017_09_25_16:20:21;SVC;sigmoid;;descriptive_features;975.0;7507.0;415.0;3221.0;67.0;2846.0;375.0;348.0;1.84;4.38;52.25;3.308;0.16;0.12;0.15;0.16;0.15;0.88;0.84;0.89;0.88;0.88
73;2017_09_25_16:20:21;SGD;;;descriptive_features;975.0;7507.0;415.0;3221.0;322.0;776.0;2445.0;93.0;8.86;0.48;50.84;0.355;0.78;0.76;0.12;0.78;0.21;0.24;0.22;0.89;0.24;0.38
74;2017_09_25_16:20:22;MLP;;;descriptive_features;975.0;7507.0;415.0;3221.0;264.0;1145.0;2076.0;151.0;7.26;-0.28;49.58;1.238;0.64;0.64;0.11;0.64;0.19;0.36;0.36;0.88;0.36;0.51
75;2017_09_25_16:26:55;RandomForest;;;descriptive_features;975.0;7507.0;415.0;3221.0;93.0;3152.0;69.0;322.0;2.56;27.6;60.13;392.221;0.22;0.02;0.57;0.22;0.32;0.98;0.78;0.91;0.98;0.94
76;2017_09_25_16:27:10;AdaBoost;;;descriptive_features;975.0;7507.0;415.0;3221.0;74.0;3162.0;59.0;341.0;2.04;22.73;58.0;15.243;0.18;0.02;0.56;0.18;0.27;0.98;0.82;0.9;0.98;0.94
77;2017_09_25_16:34:04;Vote;;;descriptive_features;975.0;7507.0;415.0;3221.0;48.0;3176.0;45.0;367.0;88.67;15.36;55.08;413.891;0.12;0.01;0.52;0.12;0.19;0.99;0.88;0.9;0.99;0.94
78;2017_09_25_16:34:05;LogisticRegression;;;descriptive_features;975.0;7507.0;415.0;3221.0;7.0;3217.0;4.0;408.0;0.19;2.71;50.78;1.143;0.02;0.0;0.64;0.02;0.04;1.0;0.98;0.89;1.0;0.94
79;2017_09_25_16:34:07;GaussianNB;;;descriptive_features;975.0;7507.0;415.0;3221.0;27.0;3140.0;81.0;388.0;0.74;5.89;52.0;1.149;0.07;0.03;0.25;0.07;0.11;0.97;0.93;0.89;0.97;0.93
80;2017_09_25_16:34:07;MultinomialNB;;;descriptive_features;975.0;7507.0;415.0;3221.0;77.0;3025.0;196.0;338.0;2.12;14.65;56.23;0.469;0.19;0.06;0.28;0.19;0.23;0.94;0.81;0.9;0.94;0.92
81;2017_09_25_16:34:08;BernoulliNB;;;descriptive_features;975.0;7507.0;415.0;3221.0;61.0;3153.0;68.0;354.0;1.68;17.99;56.29;0.889;0.15;0.02;0.47;0.15;0.23;0.98;0.85;0.9;0.98;0.94
82;2017_09_25_16:34:45;SVC;linear;;descriptive_features;975.0;7507.0;415.0;3221.0;5.0;3218.0;3.0;410.0;0.14;1.94;50.56;36.668;0.01;0.0;0.62;0.01;0.02;1.0;0.99;0.89;1.0;0.94
83;2017_09_25_16:43:37;SVC;poly;;descriptive_features;975.0;7507.0;415.0;3221.0;138.0;2947.0;274.0;277.0;3.8;24.82;62.37;532.474;0.33;0.09;0.33;0.33;0.33;0.91;0.67;0.91;0.91;0.91
84;2017_09_25_16:43:41;SVC;rbf;;descriptive_features;975.0;7507.0;415.0;3221.0;50.0;3188.0;33.0;365.0;1.38;16.92;55.51;3.402;0.12;0.01;0.6;0.12;0.2;0.99;0.88;0.9;0.99;0.94
85;2017_09_25_16:43:43;SVC;sigmoid;;descriptive_features;975.0;7507.0;415.0;3221.0;67.0;2846.0;375.0;348.0;1.84;4.38;52.25;2.48;0.16;0.12;0.15;0.16;0.15;0.88;0.84;0.89;0.88;0.88
86;2017_09_25_16:43:43;SGD;;;descriptive_features;975.0;7507.0;415.0;3221.0;81.0;3013.0;208.0;334.0;2.23;15.05;56.53;0.29;0.2;0.06;0.28;0.2;0.23;0.94;0.8;0.9;0.94;0.92
87;2017_09_25_16:43:44;MLP;;;descriptive_features;975.0;7507.0;415.0;3221.0;40.0;3188.0;33.0;375.0;1.1;13.44;54.31;0.788;0.1;0.01;0.55;0.1;0.17;0.99;0.9;0.89;0.99;0.94
88;2017_09_25_16:50:40;RandomForest;;;descriptive_features;975.0;7507.0;415.0;3221.0;88.0;3150.0;71.0;327.0;2.42;25.98;59.5;416.065;0.21;0.02;0.55;0.21;0.3;0.98;0.79;0.91;0.98;0.94
89;2017_09_25_16:50:52;AdaBoost;;;descriptive_features;975.0;7507.0;415.0;3221.0;74.0;3162.0;59.0;341.0;2.04;22.73;58.0;11.596;0.18;0.02;0.56;0.18;0.27;0.98;0.82;0.9;0.98;0.94
90;2017_09_25_16:57:56;Vote;;;descriptive_features;975.0;7507.0;415.0;3221.0;40.0;3193.0;28.0;375.0;88.92;13.79;54.38;424.151;0.1;0.01;0.59;0.1;0.17;0.99;0.9;0.89;0.99;0.94
91;2017_09_25_16:57:57;LogisticRegression;;;descriptive_features;975.0;7507.0;415.0;3221.0;7.0;3217.0;4.0;408.0;0.19;2.71;50.78;0.501;0.02;0.0;0.64;0.02;0.04;1.0;0.98;0.89;1.0;0.94
92;2017_09_25_16:57:57;GaussianNB;;;descriptive_features;975.0;7507.0;415.0;3221.0;27.0;3140.0;81.0;388.0;0.74;5.89;52.0;0.45;0.07;0.03;0.25;0.07;0.11;0.97;0.93;0.89;0.97;0.93
93;2017_09_25_16:57:57;MultinomialNB;;;descriptive_features;975.0;7507.0;415.0;3221.0;77.0;3025.0;196.0;338.0;2.12;14.65;56.23;0.207;0.19;0.06;0.28;0.19;0.23;0.94;0.81;0.9;0.94;0.92
94;2017_09_25_16:57:58;BernoulliNB;;;descriptive_features;975.0;7507.0;415.0;3221.0;61.0;3153.0;68.0;354.0;1.68;17.99;56.29;0.392;0.15;0.02;0.47;0.15;0.23;0.98;0.85;0.9;0.98;0.94
95;2017_09_25_16:58:21;SVC;linear;;descriptive_features;975.0;7507.0;415.0;3221.0;5.0;3218.0;3.0;410.0;0.14;1.94;50.56;23.488;0.01;0.0;0.62;0.01;0.02;1.0;0.99;0.89;1.0;0.94
96;2017_09_25_17:07:05;SVC;poly;;descriptive_features;975.0;7507.0;415.0;3221.0;138.0;2947.0;274.0;277.0;3.8;24.82;62.37;523.584;0.33;0.09;0.33;0.33;0.33;0.91;0.67;0.91;0.91;0.91
97;2017_09_25_17:07:09;SVC;rbf;;descriptive_features;975.0;7507.0;415.0;3221.0;50.0;3188.0;33.0;365.0;1.38;16.92;55.51;3.594;0.12;0.01;0.6;0.12;0.2;0.99;0.88;0.9;0.99;0.94
98;2017_09_25_17:07:11;SVC;sigmoid;;descriptive_features;975.0;7507.0;415.0;3221.0;67.0;2846.0;375.0;348.0;1.84;4.38;52.25;2.647;0.16;0.12;0.15;0.16;0.15;0.88;0.84;0.89;0.88;0.88
99;2017_09_25_17:07:11;SGD;;;descriptive_features;975.0;7507.0;415.0;3221.0;117.0;2885.0;336.0;298.0;3.22;17.08;58.88;0.244;0.28;0.1;0.26;0.28;0.27;0.9;0.72;0.91;0.9;0.9
100;2017_09_25_17:07:12;MLP;;;descriptive_features;975.0;7507.0;415.0;3221.0;24.0;3214.0;7.0;391.0;0.66;9.32;52.78;0.702;0.06;0.0;0.77;0.06;0.11;1.0;0.94;0.89;1.0;0.94
101;2017_09_25_17:14:12;RandomForest;;;descriptive_features;975.0;7507.0;415.0;3221.0;95.0;3158.0;63.0;320.0;2.61;28.67;60.47;420.291;0.23;0.02;0.6;0.23;0.33;0.98;0.77;0.91;0.98;0.94
102;2017_09_25_17:14:24;AdaBoost;;;descriptive_features;975.0;7507.0;415.0;3221.0;74.0;3162.0;59.0;341.0;2.04;22.73;58.0;11.088;0.18;0.02;0.56;0.18;0.27;0.98;0.82;0.9;0.98;0.94
103;2017_09_25_17:21:29;Vote;;;descriptive_features;975.0;7507.0;415.0;3221.0;40.0;3202.0;19.0;375.0;89.16;14.45;54.52;425.774;0.1;0.01;0.68;0.1;0.17;0.99;0.9;0.9;0.99;0.94
104;2017_09_25_17:21:30;LogisticRegression;;;descriptive_features;975.0;7507.0;415.0;3221.0;7.0;3217.0;4.0;408.0;0.19;2.71;50.78;0.47;0.02;0.0;0.64;0.02;0.04;1.0;0.98;0.89;1.0;0.94
105;2017_09_25_17:21:31;GaussianNB;;;descriptive_features;975.0;7507.0;415.0;3221.0;27.0;3140.0;81.0;388.0;0.74;5.89;52.0;0.454;0.07;0.03;0.25;0.07;0.11;0.97;0.93;0.89;0.97;0.93
106;2017_09_25_17:21:31;MultinomialNB;;;descriptive_features;975.0;7507.0;415.0;3221.0;77.0;3025.0;196.0;338.0;2.12;14.65;56.23;0.216;0.19;0.06;0.28;0.19;0.23;0.94;0.81;0.9;0.94;0.92
107;2017_09_25_17:21:31;BernoulliNB;;;descriptive_features;975.0;7507.0;415.0;3221.0;61.0;3153.0;68.0;354.0;1.68;17.99;56.29;0.37;0.15;0.02;0.47;0.15;0.23;0.98;0.85;0.9;0.98;0.94
108;2017_09_25_17:21:54;SVC;linear;;descriptive_features;975.0;7507.0;415.0;3221.0;5.0;3218.0;3.0;410.0;0.14;1.94;50.56;23.25;0.01;0.0;0.62;0.01;0.02;1.0;0.99;0.89;1.0;0.94
109;2017_09_25_17:30:29;SVC;poly;;descriptive_features;975.0;7507.0;415.0;3221.0;138.0;2947.0;274.0;277.0;3.8;24.82;62.37;514.979;0.33;0.09;0.33;0.33;0.33;0.91;0.67;0.91;0.91;0.91
110;2017_09_25_17:30:33;SVC;rbf;;descriptive_features;975.0;7507.0;415.0;3221.0;50.0;3188.0;33.0;365.0;1.38;16.92;55.51;3.83;0.12;0.01;0.6;0.12;0.2;0.99;0.88;0.9;0.99;0.94
111;2017_09_25_17:30:36;SVC;sigmoid;;descriptive_features;975.0;7507.0;415.0;3221.0;67.0;2846.0;375.0;348.0;1.84;4.38;52.25;2.775;0.16;0.12;0.15;0.16;0.15;0.88;0.84;0.89;0.88;0.88
112;2017_09_25_17:30:36;SGD;;;descriptive_features;975.0;7507.0;415.0;3221.0;120.0;2847.0;374.0;295.0;3.3;15.98;58.65;0.216;0.29;0.12;0.24;0.29;0.26;0.88;0.71;0.91;0.88;0.89
