870003216976621572;[ 0.9624059];[2];[2]
870009965674512384;[ 1.59658189];[2];[2]
870006623774920709;[ 1.53682277];[2];[2]
870009967759171584;[ 1.3132235];[2];[2]
870009970472910850;[ 1.44277035];[2];[2]
870009016969289728;[ 0.96771661];[2];[2]
870009973408899072;[ 1.83169905];[2];[2]
870009971907244032;[ 1.29781849];[2];[2]
870007386408439810;[ 1.67431116];[2];[2]
870009972574244864;[ 1.71063059];[2];[2]
870009975615111168;[ 1.41124188];[2];[2]
868799605907042304;[ 1.70417445];[2];[2]
870009980774043649;[ 1.41471764];[2];[2]
870009988789317632;[ 1.15236252];[2];[2]
870009991444312064;[ 1.68343519];[2];[2]
869987889282777088;[ 0.93992117];[2];[2]
870009992337817600;[ 1.56028178];[2];[2]
870009992262295552;[ 1.55782062];[2];[2]
870010163008294912;[ 1.32248098];[2];[2]
870010163473797121;[ 1.50457008];[2];[2]
869919247547355136;[ 1.65115339];[2];[2]
870010166388903937;[ 1.36796391];[2];[2]
870010166099365888;[ 1.52423692];[2];[1]
869967797354418177;[ 2.0081733];[2];[2]
870010168745930752;[ 1.35292031];[2];[2]
870010172491481088;[ 1.6352305];[2];[2]
870010172004999168;[ 1.50768784];[2];[2]
870010172306935808;[ 1.19152705];[2];[2]
869833326516940801;[ 1.46668938];[2];[2]
870010175762989056;[ 1.64726895];[2];[2]
870010178510479361;[ 1.34641103];[2];[2]
870010178346921984;[ 1.50258772];[2];[2]
870010181047926785;[ 1.26284593];[2];[2]
870010184101502977;[ 1.7132325];[2];[2]
870005820359979008;[ 1.39245058];[2];[2]
869996425060298753;[ 1.18119813];[2];[2]
870002800398221312;[ 1.32212673];[2];[2]
858085811027357696;[ 1.3062495];[2];[2]
870010189973299200;[ 1.7297835];[2];[2]
870007288269946880;[ 1.52019322];[2];[2]
868502464915415040;[ 1.22747695];[2];[2]
870010147183091712;[ 1.19187446];[2];[2]
869964095411425280;[ 2.2736568];[2];[2]
870008577066512384;[ 1.83311445];[2];[2]
861626446850269184;[ 1.44206657];[2];[2]
870005571985973248;[ 1.32776604];[2];[2]
870010211163033601;[ 1.34011407];[2];[2]
870007377008918528;[ 1.33093195];[2];[2]
869847908664958976;[ 1.58683793];[2];[2]
870010214317080577;[ 1.49262648];[2];[2]
869939894616903680;[ 1.34935046];[2];[2]
870010218142457856;[ 1.34439367];[2];[2]
869586772031934468;[ 1.21174332];[2];[2]
869989488872886272;[ 1.85924154];[2];[2]
870008775964545024;[ 1.26926081];[2];[2]
870010220516442114;[ 1.43705996];[2];[2]
870010227000737797;[ 1.7126881];[2];[2]
870004567693377537;[ 1.22400024];[2];[2]
868892821666885632;[ 1.62906116];[2];[2]
870006623774920709;[ 1.53684234];[2];[2]
870010233430589440;[ 1.34499413];[2];[2]
870010235372556289;[ 1.70174911];[2];[2]
869964832228884480;[ 1.18450685];[2];[2]
870004849152098304;[ 1.563964];[2];[2]
870010244860194818;[ 1.6120414];[2];[2]
