id;words;len_characters;num_words;has_question_mark;has_exclamation_mark;has_multi_quest_exclam;emotji_sent_score;has_pronoun;count_upper
851801422152781826;['Lighting', 'deal', '-35', '%', 'two', 'tone', 'silver', 'necklace', 'opened', '(', 'Apr', '11', '4:45', 'AM-10:45', ')', ',', '6', 'hrs', '!', 'https', ':', '//t.co/xiKAbjOTFL', '#', 'giveaway'];139;24;False;True;False;0.0;False;0.08633093525179857
851801423499145216;['Enter', 'win', '$', '500', 'Amazon', 'Gift', 'Card', '!', '#', 'giveaway', 'https', ':', '//t.co/4HSMgoPogI'];71;13;False;True;False;0.0;False;0.1267605633802817
851801425143353344;['Lighting', 'deal', '-35', '%', 'two', 'tone', 'silver', 'necklace', 'opened', '(', 'Apr', '11', '4:45', 'AM-10:45', ')', ',', '6', 'hrs', '!', 'https', ':', '//t.co/Ntsim3KdPV', '#', 'giveaway'];139;24;False;True;False;0.0;False;0.07194244604316546
851801426116452352;['hell', 'amazon', 'taken', '80', 'pounds', '?????'];53;6;False;False;False;-0.093;True;0.018867924528301886
851801426351312896;['#', 'UnlikelyHowToBooks', 'Quintessential', 'Republican', 'Guide', 'Effective', 'Legislation', '.', 'https', ':', '//t.co/aByOA4oWyE', 'https', ':', '//t.co/5GUjv7pgKl', '#', 'giveaway'];139;16;False;False;False;0.0;False;0.12949640287769784
851801427949363200;"['entered', 'giveaway', 'chance', 'win', '``', 'Nintendo', 'Entertainment', 'System', ':', 'NES', 'Classic', 'Edition', ""''"", 'Nintendo', '.', 'https', ':', '//t.co/JoP9J152fv', '#', 'giveaway']";140;20;False;False;False;0.0;True;0.09285714285714286
851801428989497344;['See', '#', 'AmazonGiveaway', ':', 'Forensic', 'Certified', 'Public', 'Account', '...', '.', 'NoPurchNec', ':', 'https', ':', '//t.co/Z6iDs7pcNL', 'https', ':', '//t.co/jxWhTkSIDG'];131;18;False;False;False;0.0;False;0.16030534351145037
851801431422238725;['Alexa', 'playing', 'Ave', 'Maria', 'Yo-Yo', 'Amazon', 'Prime', 'Music'];62;8;False;False;False;0.0;False;0.14516129032258066
851801433330651136;['Many', '#', 'DogOwners', 'Use', '#', 'Dog', '#', 'Doorbell', '#', 'Potty', '#', 'Train', '?', '?', 'https', ':', '//t.co/cUuNtAn8Ch', '?', 'https', ':', '//t.co/WTpA5U2zUi', 'https', ':', '//t.co/RZlUy8HmBW', '#', 'giveaway'];140;26;False;False;False;0.0;False;0.17142857142857143
851801434714767360;"['``', 'industry', 'giant', 'may', 'soon', 'mix', 'technology', 'real-world', 'shopping', 'experience', ""''"", '#', 'TechTuesday', 'https', ':', '//t.co/n1ZDWPKS1I']";122;16;False;False;False;0.0;False;0.08196721311475409
851801434966425600;"[""N'T"", 'MISS', '$', '125', 'AMAZON', '#', 'giveaway', '&', 'gt', ';', '@', 'poshonabudgethttp', ':', '//bit.ly/2ocWKFG']";85;14;False;False;False;0.0;False;0.25882352941176473
851801435431989248;['Grateful', 'entertainment', 'system', 'broke', '11', 'hr', 'flight', 'Dallas', '!', 'GOBBLED', 'book', 'chum', '@', 'RichLeighPR', ':', '…', 'https', ':', '//t.co/Vu2u0nAfmg'];140;19;False;True;False;0.0;False;0.10714285714285714
851801437600436225;['Lighting', 'deal', '-35', '%', 'two', 'tone', 'silver', 'necklace', 'opened', '(', 'Apr', '11', '4:45', 'AM-10:45', ')', ',', '6', 'hrs', '!', 'https', ':', '//t.co/vmz9UnLjxQ', '#', 'giveaway'];139;24;False;True;False;0.0;False;0.06474820143884892
851801443560562688;['Get', 'Mona', 'Lisa', 'Multi', 'Gem', 'Bracelet', '50', '%', 'Click', 'https', ':', '//t.co/CYYOxtYsUJ', 'Enter', 'code', '25FU5HTU', 'https', ':', '//t.co/AZk80hDMHg', '#', 'giveaway'];134;20;False;False;False;0.0;False;0.19402985074626866
851801443812225024;"['Check', 'WWII', 'novel', '``', 'Save', 'Twice', ""''"", 'https', ':', '//t.co/MdW0hj5xqh', 'https', ':', '//t.co/GTLAOwmfjh', '#', 'giveaway']";98;15;False;False;False;0.0;True;0.15306122448979592
851801447725486081;['best', 'bathroom', 'book', '?', 'https', ':', '//t.co/x7eeEnPxC5'];44;7;False;False;False;0.0;False;0.06818181818181818
