;AL;AK;AZ;AR;CA;CO;CT;DE;FL;GA;HI;ID;IL;IN;IA;KS;KY;LA;ME;MD;MA;MI;MN;MS;MO;MT;NE;NV;NH;NJ;NM;NY;NC;ND;OH;OK;OR;PA;RI;SC;SD;TN;TX;UT;VT;VA;WA;WV;WI;WY;M30;Unemployment Rate;GDP;sp500
MA;0.9711500661676723;0.9317894634507188;0.9354069057853128;0.9729313542893266;0.9674404238377238;0.9552118625073922;0.9773498275563081;0.9801474284915427;0.9416498448169259;0.971454661044108;0.9351719713381729;0.9447808806490321;0.9677227259443969;0.9535886458160562;0.9574160592109067;0.9709919292740711;0.9710225061665433;0.9426027943303877;0.9932097265631805;0.9727113482574125;1.0;0.895122797361437;0.980556296757976;0.9704794219091374;0.984065031204843;0.9471477131128381;0.9609707796227668;0.8805224664692598;0.9953873781324779;0.9863624005633617;0.9588621523000539;0.9915516649838383;0.974047652229891;0.8943660078876423;0.9422788756917854;0.9248203865838804;0.9458546742943141;0.9793772354033685;0.9834042165078292;0.9775442110407709;0.9562889444106495;0.9732477511453012;0.9331917365200493;0.935531668926614;0.9794030306188029;0.9794437334550258;0.9595813133427014;0.9549136196774307;0.9679110132837904;0.9203383812606558;-0.8105442810086957;-0.30156629471414814;0.6097759759333301;0.8894681462497982
MI;0.9049113238985149;0.7745301952718201;0.8654292928196007;0.8879446615420419;0.8714902388116423;0.8884766048023726;0.8589276148331122;0.86628119038329;0.8643099278592583;0.9546079622309238;0.7879670469416998;0.871464225928918;0.9389263202022992;0.9505714996981337;0.9000743150841943;0.8980293016859814;0.9146372046119655;0.816418540432231;0.8673387226192781;0.8477313218470622;0.895122797361437;1.0;0.9264049202120407;0.8878843305469778;0.9285677666671227;0.8254493180142183;0.9140358405561406;0.883584426587318;0.8833984912659277;0.8609109985795647;0.8613836663687983;0.859573842082144;0.909934892372096;0.7326017593283777;0.9754113504727356;0.8029213080785319;0.8674429371345042;0.8629204612197443;0.8799385916787615;0.9047700145554999;0.8520463141255755;0.897650229428658;0.8030535971309518;0.8633398000648652;0.8411292318287749;0.8484200001762596;0.8723367689126629;0.8563587097573938;0.9286927884188195;0.771093188167443;-0.6504748088832384;-0.5493262889330179;0.05502218523880008;0.8626238332527489
MN;0.9766573823199682;0.9360334360378311;0.9596154476489573;0.9774860412815465;0.9723755978637746;0.9711366658990643;0.9437546309611817;0.9708780271564894;0.961729187431856;0.9811548871469703;0.9227906602027505;0.9687253134431162;0.9841683142307944;0.9648739054580734;0.9750591872489556;0.9812656121245944;0.9767550734901758;0.9556571360560737;0.972995814264467;0.9711496547508199;0.980556296757976;0.9264049202120407;1.0;0.9769602126210437;0.9915444037334006;0.9591399952484775;0.974328861642197;0.9160760109970931;0.9746127934046454;0.9707221707515371;0.9651039943053252;0.9680912004583127;0.973775987877341;0.8852674134359355;0.9597594471433066;0.9394411715570603;0.970826174552934;0.9660922650156816;0.9681079696480237;0.9807610047737805;0.9594985557122884;0.974148985536959;0.9309459002300733;0.9589912301021225;0.9615410121072132;0.9745349273778705;0.9741836187849726;0.9644953472400188;0.988161408568223;0.9370792729332097;-0.7848300948698271;-0.318114872577946;0.5285730161656492;0.9029146081975229
MS;0.9965698659866172;0.9636830357335819;0.9390654120853855;0.9976991101977148;0.9422558176142003;0.9718026098207746;0.9439448148125263;0.9784611845358296;0.9292174063148968;0.9706204129573787;0.9454271136642339;0.9828192808330078;0.9738347644413101;0.975968279780964;0.9882221215888651;0.9934700049008636;0.9927686167182619;0.9801916421754586;0.975410125093743;0.9690306551791301;0.9704794219091374;0.8878843305469778;0.9769602126210437;1.0;0.9911474545350324;0.9823706270481225;0.9882413743112701;0.8626175888828022;0.9582223869131178;0.9685977204044393;0.9935680752899404;0.9765854392833031;0.994613605963959;0.9198206182022441;0.95598978970506;0.963942396014167;0.9802381998079744;0.9845288202140623;0.9474324765179899;0.9961778555331874;0.9833308388491467;0.9943463000424512;0.9535881672490687;0.9844004188323455;0.9793806781696833;0.9778514270488214;0.9846257679449077;0.9882475179068219;0.9879419743233955;0.9629484155733496;-0.8199003213633957;-0.2817654516460428;0.7200137351647831;0.9204199730103901
MO;0.9939119639220931;0.9399773000375823;0.9480532241650326;0.9914125374073793;0.9593291214368549;0.9712718479042725;0.9580947627885233;0.980548404658329;0.9453983318896945;0.988865687248181;0.9348516493995426;0.9754621880339771;0.9892168235052197;0.98447583742662;0.9838715488750112;0.9903761771810349;0.9922097795526944;0.9610917510338542;0.9809471446603177;0.9710207785204783;0.984065031204843;0.9285677666671227;0.9915444037334006;0.9911474545350324;1.0;0.965062143574155;0.9866313471775899;0.8973126932913477;0.9755036168396142;0.9758408134176957;0.9821156867544983;0.9792074913537371;0.9932670553690693;0.893671820039725;0.9761102964717984;0.9448861839088548;0.972757017483709;0.9817750391542021;0.9678831357744027;0.9950307908524804;0.9704563287346678;0.9902061864304642;0.9392607711846278;0.9691765199036783;0.9741352031558815;0.9763667109510695;0.9799436638766842;0.9750650632191532;0.993885002082044;0.9374376524007944;-0.7930269119188197;-0.33469145195967664;0.5950970859776873;0.9113016568039883
MT;0.9738395735247395;0.9824043652415023;0.9297850589119886;0.9835895321326028;0.9410674348764291;0.9750089556404783;0.9034372131731262;0.962749049509952;0.9210533152947575;0.9312676223079226;0.9668442099594396;0.9833809300039184;0.940326249266673;0.9420961017189411;0.9828338117740675;0.9826656918275525;0.9743911401438732;0.9908645153941058;0.9604327296041182;0.9651478573493228;0.9471477131128381;0.8254493180142183;0.9591399952484775;0.9823706270481225;0.965062143574155;1.0;0.9743092332098682;0.833419582506255;0.9291359671676572;0.9487209361619212;0.9799579313553726;0.9610489738413425;0.9699565204264841;0.9623291028597686;0.9070764451788377;0.9724022171376729;0.990462696698315;0.9742816746183235;0.9218481591581802;0.9759087487702203;0.9922117331274722;0.9817439511125396;0.9679595387436088;0.9894059996170157;0.9747693072098429;0.9782395576235908;0.988343124339844;0.9943294060224397;0.9664358365507401;0.9927463997014442;-0.8707890122731212;-0.18932699555897162;0.7954312158334609;0.9234235753981879
NE;0.9864328675916694;0.9542115979452763;0.9158481502987947;0.991358203078091;0.9315624101474771;0.9874697168030846;0.9124689581317548;0.9538171861968102;0.9065756606618685;0.9691548241249973;0.9328575413669116;0.9693832973844525;0.9623699040311173;0.9880571300811031;0.9958782316361842;0.9964568853953382;0.9962101830937354;0.9732598024500909;0.9575622040835208;0.9430645199297977;0.9609707796227668;0.9140358405561406;0.974328861642197;0.9882413743112701;0.9866313471775899;0.9743092332098682;1.0;0.8458057982666892;0.9386062676799193;0.9406983688622967;0.9735864069342806;0.9569521009999774;0.9881720747027188;0.9305058696690406;0.9682987777942162;0.9643783947386424;0.9743888155477755;0.9694617279771339;0.9240548084787811;0.9877988914896925;0.9875790925829132;0.9931325827609604;0.9612079220326276;0.980938848644949;0.9617452724648945;0.9588712144163176;0.9754370152329358;0.9859503972901319;0.9848380613293157;0.9519373450850603;-0.8430694964772653;-0.3062077677076541;0.7072364231257983;0.9470437872016118
NV;0.87431568909095;0.8045097634590332;0.9648782715249068;0.8632298320546427;0.9435287778765703;0.8400943851352626;0.8764722675964273;0.8936738869728331;0.9723850604883287;0.9192909535492403;0.8421698053693201;0.9000299327186168;0.9213269414829953;0.8557192246903427;0.838326491320322;0.8507542026936404;0.8518045004869457;0.8247310703694027;0.8746762830304854;0.9112597636196718;0.8805224664692598;0.883584426587318;0.9160760109970931;0.8626175888828022;0.8973126932913477;0.833419582506255;0.8458057982666892;1.0;0.8955255797056338;0.8959771045619261;0.8707318461715248;0.867680201281172;0.8648141497339165;0.7202301798865874;0.8765951380466341;0.8017177871375997;0.8823495563414847;0.8602449439027311;0.9193162226389101;0.8772840750886791;0.8120250060782663;0.8588166974283697;0.7927755785235102;0.8506146974572305;0.8478584145266416;0.8913907701577451;0.8881683747173231;0.8322230850698246;0.887967241816482;0.7998845667735598;-0.5651739411733048;-0.43816222093290497;0.16855481513677528;0.7717140603991345
NH;0.9601968912083528;0.9141904012017583;0.9413866882915719;0.9591945621802018;0.9673727804029015;0.9311933314773257;0.9868731663563893;0.9790255095229572;0.9498986052186491;0.9648902788205358;0.9203200543911536;0.934460570281397;0.9655442383250847;0.9341117209143814;0.9357329206157663;0.9538211978588145;0.9527104774466532;0.9263665395991946;0.9898453318139702;0.9737874550188781;0.9953873781324779;0.8833984912659277;0.9746127934046454;0.9582223869131178;0.9755036168396142;0.9291359671676572;0.9386062676799193;0.8955255797056338;1.0;0.9904880764731274;0.9510833656303186;0.9872563736103891;0.960639524854314;0.861647206512289;0.9281574212757179;0.906260598746072;0.9308814367107738;0.9701954606882676;0.9909153278543102;0.9660397829357941;0.9317748016210682;0.9561759245048049;0.9094958204669807;0.9160921248419909;0.9709190851094067;0.97460656241106;0.9469175817515864;0.9352338554081588;0.956626567132834;0.9029338109226052;-0.7662824967252656;-0.3060630355779264;0.5510362391932544;0.8537664276979433
NJ;0.9718274915477233;0.9290546312292145;0.9477930290253168;0.9686631757528023;0.9677599660494342;0.9243960332027521;0.98914532593268;0.9954719257432052;0.9554467645281106;0.9559854173917555;0.9465873445559998;0.9544951171889453;0.9736688766897549;0.9355434372816007;0.9438463117105184;0.956098990066375;0.9588462461878409;0.9387659260710137;0.994766990253391;0.9919830553832798;0.9863624005633617;0.8609109985795647;0.9707221707515371;0.9685977204044393;0.9758408134176957;0.9487209361619212;0.9406983688622967;0.8959771045619261;0.9904880764731274;1.0;0.9722096062401065;0.9943311347380767;0.9680346015506258;0.8703801165072977;0.9248706516733165;0.9119604743208525;0.9475692728421123;0.9862320115091735;0.9935176891090458;0.9738193207071068;0.9412213333796958;0.9620290926196979;0.9059451660097736;0.9313669856669469;0.9864730094360674;0.9889141233907165;0.9628155017984077;0.951453575506745;0.9652113591987694;0.9253611313910481;-0.778626104949824;-0.2599478728258567;0.6163488346122048;0.8466222127064729
NM;0.9931906672515186;0.9627743811244409;0.9433081620982217;0.992896111500778;0.9397159405234758;0.9510238285570568;0.9473433347838965;0.9831026702285179;0.9343894252977537;0.9580443023805576;0.9526190993719992;0.9855481313416726;0.9707066402948497;0.9619011687808563;0.9748485045918293;0.9811081298824951;0.9816052653358796;0.9761743684728437;0.9723055166896715;0.9763699113232104;0.9588621523000539;0.8613836663687983;0.9651039943053252;0.9935680752899404;0.9821156867544983;0.9799579313553726;0.9735864069342806;0.8707318461715248;0.9510833656303186;0.9722096062401065;1.0;0.9752954895627853;0.9874464793971726;0.9066578514942478;0.9413708356485593;0.9574998903172451;0.9765425091218093;0.9855567396353516;0.9492280087988814;0.9900501297298416;0.9714685817509346;0.9852650154938674;0.9404135920512738;0.9787847622211747;0.979848970115916;0.9799742354930799;0.982430081050473;0.9817601026833093;0.9796141023902241;0.9622380897610123;-0.7967590617492434;-0.24718892096999248;0.7280035320205395;0.8880751882337746
NY;0.97813707702448;0.9449301913413041;0.9337986423296737;0.9784809954957672;0.963060583277224;0.9433446747087817;0.9830870482024302;0.9938633893194044;0.9386504096918018;0.9578833454752723;0.9612984309358;0.9568384631608897;0.9662370077617216;0.9480777074823751;0.9575498687134947;0.9685705126846389;0.9720380727454474;0.9514185680956649;0.9988678166535611;0.986202292856475;0.9915516649838383;0.859573842082144;0.9680912004583127;0.9765854392833031;0.9792074913537371;0.9610489738413425;0.9569521009999774;0.867680201281172;0.9872563736103891;0.9943311347380767;0.9752954895627853;1.0;0.9785329914288392;0.9052161668886856;0.929729344245229;0.9286428890892728;0.9537840830847428;0.9943073877079416;0.9838840858539586;0.9818722510910921;0.962245911174613;0.9764042913231331;0.9326481037276019;0.9437220238526298;0.994995334130908;0.9905247600106688;0.9695419529169317;0.9653300931474225;0.9662833729356008;0.9372179419758616;-0.8231035510675786;-0.2511772017472427;0.700604920234198;0.8771694657203516
NC;0.9982554914434371;0.942960922559918;0.9303138363955502;0.993327965437709;0.9400674285239451;0.9674458553456675;0.951955572477314;0.9794464297690438;0.922328634204066;0.9813495263224828;0.9441088730973232;0.9773986022248851;0.9796434363929983;0.9873195144858723;0.9848818146832691;0.9896888820848583;0.9957597180010567;0.9624283084219714;0.977371103347658;0.9635249673107997;0.974047652229891;0.909934892372096;0.973775987877341;0.994613605963959;0.9932670553690693;0.9699565204264841;0.9881720747027188;0.8648141497339165;0.960639524854314;0.9680346015506258;0.9874464793971726;0.9785329914288392;1.0;0.9060554504574342;0.9718542656946381;0.9444536391235386;0.9732222337460569;0.9865567972422415;0.9523181508331301;0.9984365148202029;0.977272185172787;0.9962868896145349;0.9432479260434745;0.9767026568988151;0.9780213728082536;0.9716100995596599;0.9819709498442178;0.9798316854125482;0.9880757155926565;0.9407476290539982;-0.8121937861116003;-0.32529763920972654;0.687806935529887;0.9219923625271279
ND;0.90199540224901;0.9636315562617155;0.8495010907844327;0.9287270104484877;0.8856657701563277;0.9524101152014276;0.8206426400731379;0.8860962767586594;0.8363770501293589;0.8530376476523717;0.9428530317532938;0.9144455541722606;0.8375713189268202;0.8766661188085046;0.934504783022485;0.9354758356078573;0.9195507293287275;0.9586466826396705;0.9034713227960772;0.8918561687459718;0.8943660078876423;0.7326017593283777;0.8852674134359355;0.9198206182022441;0.893671820039725;0.9623291028597686;0.9305058696690406;0.7202301798865874;0.861647206512289;0.8703801165072977;0.9066578514942478;0.9052161668886856;0.9060554504574342;1.0;0.8199894855763695;0.9520586264835165;0.9356296007871417;0.9178387966389244;0.8380142139941631;0.9109398829299076;0.9699139449000463;0.9354393638836076;0.9752805100508452;0.9425635318859367;0.9259863045098562;0.923035333743573;0.931328645773662;0.9557186932916434;0.8832809382009392;0.9649381633774776;-0.9285344985642241;-0.1265842698072453;0.8633819817399476;0.9281924039662633
OH;0.9694524991713769;0.8644138947350756;0.8955593723735016;0.9565926253952074;0.9058170160503634;0.9346042275613107;0.9185155335961356;0.9359763968453845;0.8918617842189692;0.9796378109058633;0.8747114195322168;0.9347543496269314;0.978193725060314;0.9928467322756461;0.9599343706305415;0.9580769024363381;0.9741004856125348;0.8977253993652919;0.932356879475193;0.9141223670420028;0.9422788756917854;0.9754113504727356;0.9597594471433066;0.95598978970506;0.9761102964717984;0.9070764451788377;0.9682987777942162;0.8765951380466341;0.9281574212757179;0.9248706516733165;0.9413708356485593;0.929729344245229;0.9718542656946381;0.8199894855763695;1.0;0.8824159969849897;0.9284847161087172;0.940397259871039;0.9260044255143474;0.9662185154579968;0.926056460152606;0.9603742615082598;0.8754557483696114;0.9298292895604867;0.9223565826811216;0.9177794646891126;0.9364067279117461;0.932436830183377;0.9775595468554191;0.8619700819643374;-0.737559522668191;-0.43630236271477113;0.4008275545850926;0.8945883514723323
OK;0.9477135163301931;0.9886781414469662;0.903731429976976;0.9694602368753215;0.910625957097093;0.9689007176638882;0.8707875976361358;0.921817289205874;0.8892458316688053;0.9125104848258954;0.9234499139630254;0.9487699608631412;0.9005380354220948;0.9192287844332545;0.9600616002908512;0.9728201577861018;0.9518359580762368;0.9934344467400725;0.9270173148409219;0.9245218643715052;0.9248203865838804;0.8029213080785319;0.9394411715570603;0.963942396014167;0.9448861839088548;0.9724022171376729;0.9643783947386424;0.8017177871375997;0.906260598746072;0.9119604743208525;0.9574998903172451;0.9286428890892728;0.9444536391235386;0.9520586264835165;0.8824159969849897;1.0;0.9537540273306663;0.9385046631562769;0.8808699759276768;0.9529145604996395;0.971072307459653;0.9597766710350768;0.9856810287397944;0.9649219569745427;0.9395260853191648;0.9446567825242774;0.9519955302530492;0.9692631773358472;0.9340153845965837;0.9776849521952196;-0.8230281925479451;-0.11123915602561284;0.8008334107251692;0.903437517224243
OR;0.9769251779358749;0.9602971203495092;0.9558577011067044;0.9788188168953089;0.9568812601001377;0.9760770069397531;0.9022987517537484;0.9634592779203717;0.9475114004427231;0.9535918931091232;0.9602771110060492;0.9949352148590039;0.9588451862926599;0.9525778846905778;0.9813809175482926;0.9795076982940388;0.9746570903684159;0.976443762468262;0.9555646578000788;0.9672062091186182;0.9458546742943141;0.8674429371345042;0.970826174552934;0.9802381998079744;0.972757017483709;0.990462696698315;0.9743888155477755;0.8823495563414847;0.9308814367107738;0.9475692728421123;0.9765425091218093;0.9537840830847428;0.9732222337460569;0.9356296007871417;0.9284847161087172;0.9537540273306663;1.0;0.9678092490420346;0.930113511781242;0.9793541562838204;0.9811589618443834;0.9821488131054856;0.9522828023551796;0.9930533733132445;0.9630817939859941;0.9749634713361688;0.9964228971802276;0.9850353727225075;0.9759460294193182;0.9749220407332048;-0.8330608362551701;-0.2798250547532616;0.6816302402051969;0.9307719621045596
PA;0.9873614338270728;0.9516298033898334;0.9296800110457538;0.9868109415825408;0.9566472576678815;0.9500387414323652;0.969194681650276;0.9943099778310602;0.9307300774880134;0.9565320428576156;0.9736293235970108;0.9705095218721121;0.9704513935605701;0.9620269509437308;0.9724036784792305;0.9770299556133752;0.9831421515776992;0.9616513855457943;0.9931999146923542;0.9856284207109415;0.9793772354033685;0.8629204612197443;0.9660922650156816;0.9845288202140623;0.9817750391542021;0.9742816746183235;0.9694617279771339;0.8602449439027311;0.9701954606882676;0.9862320115091735;0.9855567396353516;0.9943073877079416;0.9865567972422415;0.9178387966389244;0.940397259871039;0.9385046631562769;0.9678092490420346;1.0;0.9717824857269041;0.9885452828079646;0.9740962464926863;0.985210007470561;0.9379372701192823;0.9605005716807938;0.9978770967040848;0.9908870399788631;0.980995483598455;0.980186184739356;0.9751638392276568;0.9513743143050378;-0.8363558147022355;-0.24883829865629592;0.7527797431837158;0.8917513626870356
RI;0.9550200235941976;0.8966350843344679;0.9464116291677573;0.9493289376532432;0.9738377209229379;0.909003991443086;0.9878778195014098;0.9857807219771563;0.9611168505964607;0.9562797342576871;0.9317187050188165;0.936875230413093;0.972770579891431;0.9272023612535405;0.9252988225678888;0.9376792947087351;0.943635035761408;0.9088642614531683;0.9871370082240973;0.9838201636992582;0.9834042165078292;0.8799385916787615;0.9681079696480237;0.9474324765179899;0.9678831357744027;0.9218481591581802;0.9240548084787811;0.9193162226389101;0.9909153278543102;0.9935176891090458;0.9492280087988814;0.9838840858539586;0.9523181508331301;0.8380142139941631;0.9260044255143474;0.8808699759276768;0.930113511781242;0.9717824857269041;1.0;0.958620757651475;0.9168550575169271;0.9446655484616996;0.8798412472930515;0.905928157140873;0.9704900041902744;0.9769602079824118;0.9476364734940579;0.9276575998389922;0.9555029771881518;0.8919822195910841;-0.7490234718707961;-0.3057157056057852;0.5019168766434381;0.8281846793652613
SC;0.9981335413288283;0.9523206516559343;0.9428808236966943;0.9949525879452364;0.9522331636699213;0.9716046055698722;0.9539406732905779;0.9840699157363516;0.9364047273408835;0.9821139411793325;0.9501757052330481;0.982888162552634;0.9817107070766596;0.9821383325990057;0.9856660259145226;0.9918454242366206;0.9944530782065046;0.9703052127142531;0.9814153445458526;0.9723871204088242;0.9775442110407709;0.9047700145554999;0.9807610047737805;0.9961778555331874;0.9950307908524804;0.9759087487702203;0.9877988914896925;0.8772840750886791;0.9660397829357941;0.9738193207071068;0.9900501297298416;0.9818722510910921;0.9984365148202029;0.9109398829299076;0.9662185154579968;0.9529145604996395;0.9793541562838204;0.9885452828079646;0.958620757651475;1.0;0.979074937701244;0.9962262205891514;0.9496524143133528;0.97953165683017;0.9815895426773118;0.9793989727632599;0.9878050496728605;0.9828404108872758;0.9895036301605515;0.9506455774580043;-0.8099174852655806;-0.30281504344722426;0.6730733758328806;0.9203748276555487
SD;0.9757655775467047;0.9751207107055839;0.908736063420047;0.9864866980528597;0.932086245963434;0.9868507449724033;0.9032341582717801;0.9551242965053117;0.8999468337105422;0.9403669713708346;0.9591221960042094;0.9703824948137163;0.9383436156383523;0.9602967101114364;0.9909039011481436;0.9900396195861187;0.9855036324183575;0.9849290235384914;0.9615291861056542;0.9499507635353795;0.9562889444106495;0.8520463141255755;0.9594985557122884;0.9833308388491467;0.9704563287346678;0.9922117331274722;0.9875790925829132;0.8120250060782663;0.9317748016210682;0.9412213333796958;0.9714685817509346;0.962245911174613;0.977272185172787;0.9699139449000463;0.926056460152606;0.971072307459653;0.9811589618443834;0.9740962464926863;0.9168550575169271;0.979074937701244;1.0;0.989167341548158;0.9760373061270213;0.9850824612064033;0.9734841430420018;0.9693656907686267;0.9808461537099238;0.9945140796226647;0.9685905699336511;0.9786733069569897;-0.8941358946067788;-0.230581088827921;0.805969454923168;0.9470980283951337
TN;0.9940357260746958;0.9588226635850502;0.9337294339246909;0.9952135942270478;0.9467447822856884;0.9817820379102424;0.9386555957474678;0.9737698565551436;0.9244968341655271;0.9749187992730961;0.9543722331509763;0.9808932536991737;0.9683770086630784;0.9825426573602987;0.9902726290362875;0.9948066892058305;0.9959737613162696;0.9754745759881109;0.9757850895217804;0.963028243238079;0.9732477511453012;0.897650229428658;0.974148985536959;0.9943463000424512;0.9902061864304642;0.9817439511125396;0.9931325827609604;0.8588166974283697;0.9561759245048049;0.9620290926196979;0.9852650154938674;0.9764042913231331;0.9962868896145349;0.9354393638836076;0.9603742615082598;0.9597766710350768;0.9821488131054856;0.985210007470561;0.9446655484616996;0.9962262205891514;0.989167341548158;1.0;0.9635184364156624;0.9861642372468737;0.9790843478343452;0.9755514914596515;0.9871879805910043;0.9885508133869995;0.9837200500443561;0.9575430142729819;-0.8411731917352855;-0.3135284977209086;0.7282490604689951;0.9415521739912981
TX;0.939024589431616;0.9791622555115694;0.8985367530263371;0.960422018974815;0.9192969192339598;0.9786425210165839;0.8687015869002737;0.9161459368740957;0.8849739379138473;0.9165435444452495;0.9385871670665613;0.9425787572049903;0.886564949942902;0.9166990868631327;0.9532416816823409;0.9673189129184883;0.9485301826565283;0.9812355748691947;0.9306579293682158;0.9166152018393989;0.9331917365200493;0.8030535971309518;0.9309459002300733;0.9535881672490687;0.9392607711846278;0.9679595387436088;0.9612079220326276;0.7927755785235102;0.9094958204669807;0.9059451660097736;0.9404135920512738;0.9326481037276019;0.9432479260434745;0.9752805100508452;0.8754557483696114;0.9856810287397944;0.9522828023551796;0.9379372701192823;0.8798412472930515;0.9496524143133528;0.9760373061270213;0.9635184364156624;1.0;0.9618473340238576;0.9396820221010183;0.9421382550342648;0.9537351206817587;0.9634412309007905;0.9198094769577517;0.965503135295984;-0.8571360583954204;-0.1615111251398575;0.7742798924734902;0.9289708007963183
UT;0.9789684335750766;0.9645104262233399;0.9377352640895867;0.9826443115669536;0.930199024324115;0.978718664755658;0.8888728495180173;0.9495959841750592;0.9203875893590643;0.9507689550991112;0.9454188472363465;0.9902475200561717;0.9467686757940068;0.9582290668982942;0.9836700334465467;0.9836216264688746;0.977716524760484;0.9817079031352622;0.9430951864567633;0.9476327730893691;0.935531668926614;0.8633398000648652;0.9589912301021225;0.9844004188323455;0.9691765199036783;0.9894059996170157;0.980938848644949;0.8506146974572305;0.9160921248419909;0.9313669856669469;0.9787847622211747;0.9437220238526298;0.9767026568988151;0.9425635318859367;0.9298292895604867;0.9649219569745427;0.9930533733132445;0.9605005716807938;0.905928157140873;0.97953165683017;0.9850824612064033;0.9861642372468737;0.9618473340238576;1.0;0.9542699868289345;0.9603593878508526;0.9879605540127864;0.9864844405392952;0.9705911336561246;0.9746610331940588;-0.8345364083220511;-0.29159411872965996;0.7246658816700678;0.9435118846400754
VT;0.9789655099342291;0.9565848217422602;0.9254677817455084;0.9820456613476471;0.9568610104423687;0.9470198899033231;0.9675563015872579;0.9920993740755163;0.927957738809347;0.9438115814536204;0.9749576456350141;0.9630839108866609;0.9593977772531889;0.9479516586678722;0.9668688031798605;0.9724441080855242;0.9756926249341084;0.9630373045446108;0.9942720769598904;0.9863330912397958;0.9794030306188029;0.8411292318287749;0.9615410121072132;0.9793806781696833;0.9741352031558815;0.9747693072098429;0.9617452724648945;0.8478584145266416;0.9709190851094067;0.9864730094360674;0.979848970115916;0.994995334130908;0.9780213728082536;0.9259863045098562;0.9223565826811216;0.9395260853191648;0.9630817939859941;0.9978770967040848;0.9704900041902744;0.9815895426773118;0.9734841430420018;0.9790843478343452;0.9396820221010183;0.9542699868289345;1.0;0.9929722070318228;0.976045443076142;0.9785921977684425;0.9663699305698668;0.956567808215296;-0.8492624412700157;-0.22095990041409577;0.7728474757333184;0.8868180414555727
VA;0.9756494194014307;0.9627198141194154;0.9590592900011667;0.9802779002475049;0.9796689953802263;0.9528871332502304;0.9616489525932616;0.9923706593204137;0.9621556708609189;0.9505485550240798;0.9754553634244566;0.9750340039819685;0.9646905722420542;0.9396260529615509;0.9640697070225555;0.9711740319321716;0.9689666211860449;0.968204991392456;0.9912832931925032;0.9965785464281302;0.9794437334550258;0.8484200001762596;0.9745349273778705;0.9778514270488214;0.9763667109510695;0.9782395576235908;0.9588712144163176;0.8913907701577451;0.97460656241106;0.9889141233907165;0.9799742354930799;0.9905247600106688;0.9716100995596599;0.923035333743573;0.9177794646891126;0.9446567825242774;0.9749634713361688;0.9908870399788631;0.9769602079824118;0.9793989727632599;0.9693656907686267;0.9755514914596515;0.9421382550342648;0.9603593878508526;0.9929722070318228;1.0;0.9836666901327451;0.9764853977512387;0.9687181227844884;0.963026633367935;-0.8291390003361306;-0.2337497548971687;0.7028312530400497;0.8881401738345237
WA;0.9842553832045914;0.9594049306903636;0.9576802592745894;0.98352162561216;0.9658223170591224;0.9727740631761538;0.9262724385072825;0.9778110801588283;0.9520013010303351;0.9632537655743365;0.9714602053969245;0.9950375404949642;0.9679621211075017;0.9588777663961725;0.9803427953763657;0.9814926529285233;0.9797702657303845;0.9746260201031262;0.9705188931354827;0.9776805626368459;0.9595813133427014;0.8723367689126629;0.9741836187849726;0.9846257679449077;0.9799436638766842;0.988343124339844;0.9754370152329358;0.8881683747173231;0.9469175817515864;0.9628155017984077;0.982430081050473;0.9695419529169317;0.9819709498442178;0.931328645773662;0.9364067279117461;0.9519955302530492;0.9964228971802276;0.980995483598455;0.9476364734940579;0.9878050496728605;0.9808461537099238;0.9871879805910043;0.9537351206817587;0.9879605540127864;0.976045443076142;0.9836666901327451;1.0;0.9850387085761513;0.9786805679527031;0.9695898476026078;-0.8272822331637264;-0.2778527312642015;0.6751691458835338;0.923661019181563
WV;0.9823783768844248;0.973055662593318;0.92109756314974;0.9908003613732812;0.9378091656879287;0.9773078002650968;0.9142619415170282;0.9655705016952327;0.912291982918327;0.9422728801962391;0.9615550934607879;0.9783427549711343;0.9516637383656025;0.9632057562943201;0.992216217171809;0.9902140141217648;0.9869295247175712;0.9864202774287072;0.9655583833877875;0.9623756738090083;0.9549136196774307;0.8563587097573938;0.9644953472400188;0.9882475179068219;0.9750650632191532;0.9943294060224397;0.9859503972901319;0.8322230850698246;0.9352338554081588;0.951453575506745;0.9817601026833093;0.9653300931474225;0.9798316854125482;0.9557186932916434;0.932436830183377;0.9692631773358472;0.9850353727225075;0.980186184739356;0.9276575998389922;0.9828404108872758;0.9945140796226647;0.9885508133869995;0.9634412309007905;0.9864844405392952;0.9785921977684425;0.9764853977512387;0.9850387085761513;1.0;0.9765468723497505;0.9815886095785967;-0.8709017486053211;-0.24216635174461656;0.8041428794923078;0.9328235987161981
