;name;url;query;city
350;#MyWeaknessIn3Words;http://twitter.com/search?q=%23MyWeaknessIn3Words;%23MyWeaknessIn3Words;Hamburg
351;#werderU23;http://twitter.com/search?q=%23werderU23;%23werderU23;Hamburg
352;#EUCS;http://twitter.com/search?q=%23EUCS;%23EUCS;Hamburg
353;#Kreisliga;http://twitter.com/search?q=%23Kreisliga;%23Kreisliga;Hamburg
354;#Ehefueralle;http://twitter.com/search?q=%23Ehefueralle;%23Ehefueralle;Hamburg
355;#dkbhbl;http://twitter.com/search?q=%23dkbhbl;%23dkbhbl;Hamburg
356;#dopa;http://twitter.com/search?q=%23dopa;%23dopa;Hamburg
357;#KOEFCB;http://twitter.com/search?q=%23KOEFCB;%23KOEFCB;Hamburg
358;#TakeMeOut;http://twitter.com/search?q=%23TakeMeOut;%23TakeMeOut;Hamburg
359;#gefragtgejagt;http://twitter.com/search?q=%23gefragtgejagt;%23gefragtgejagt;Hamburg
360;#Wendt;http://twitter.com/search?q=%23Wendt;%23Wendt;Hamburg
361;#Bertha17;http://twitter.com/search?q=%23Bertha17;%23Bertha17;Hamburg
362;#DSDS;http://twitter.com/search?q=%23DSDS;%23DSDS;Hamburg
363;#WeSupportLouis;http://twitter.com/search?q=%23WeSupportLouis;%23WeSupportLouis;Hamburg
364;#TSGFCI;http://twitter.com/search?q=%23TSGFCI;%23TSGFCI;Hamburg
365;#linkelpt;http://twitter.com/search?q=%23linkelpt;%23linkelpt;Hamburg
366;#KCALieblingsvlogger;http://twitter.com/search?q=%23KCALieblingsvlogger;%23KCALieblingsvlogger;Hamburg
367;#festundflauschig;http://twitter.com/search?q=%23festundflauschig;%23festundflauschig;Hamburg
368;#gjhlmv;http://twitter.com/search?q=%23gjhlmv;%23gjhlmv;Hamburg
369;#LIVARS;http://twitter.com/search?q=%23LIVARS;%23LIVARS;Hamburg
370;#HSVBSC;http://twitter.com/search?q=%23HSVBSC;%23HSVBSC;Cologne
371;#Heldt;http://twitter.com/search?q=%23Heldt;%23Heldt;Cologne
372;#SGESCF;http://twitter.com/search?q=%23SGESCF;%23SGESCF;Cologne
373;#Leverkusen;http://twitter.com/search?q=%23Leverkusen;%23Leverkusen;Cologne
374;#goldenekamera;http://twitter.com/search?q=%23goldenekamera;%23goldenekamera;Cologne
375;Deutsche Bank;http://twitter.com/search?q=%22Deutsche+Bank%22;%22Deutsche+Bank%22;Cologne
376;Eintracht;http://twitter.com/search?q=Eintracht;Eintracht;Cologne
377;Abseits;http://twitter.com/search?q=Abseits;Abseits;Cologne
378;Wirtschaftsminister;http://twitter.com/search?q=Wirtschaftsminister;Wirtschaftsminister;Cologne
379;Schiedsrichter;http://twitter.com/search?q=Schiedsrichter;Schiedsrichter;Cologne
380;Anh‰nger;http://twitter.com/search?q=Anh%C3%A4nger;Anh%C3%A4nger;Cologne
381;Anfang April;http://twitter.com/search?q=%22Anfang+April%22;%22Anfang+April%22;Cologne
382;Halbzeit;http://twitter.com/search?q=Halbzeit;Halbzeit;Cologne
383;Merkel die Grenze;http://twitter.com/search?q=%22Merkel+die+Grenze%22;%22Merkel+die+Grenze%22;Cologne
384;Zelda;http://twitter.com/search?q=Zelda;Zelda;Cologne
385;#KOEFCB;http://twitter.com/search?q=%23KOEFCB;%23KOEFCB;Cologne
386;#BMGS04;http://twitter.com/search?q=%23BMGS04;%23BMGS04;Cologne
387;#BVBB04;http://twitter.com/search?q=%23BVBB04;%23BVBB04;Cologne
388;#DSDS;http://twitter.com/search?q=%23DSDS;%23DSDS;Cologne
389;#Lindenstrasse;http://twitter.com/search?q=%23Lindenstrasse;%23Lindenstrasse;Cologne
390;#pulseofeurope;http://twitter.com/search?q=%23pulseofeurope;%23pulseofeurope;Cologne
391;#SGFFCN;http://twitter.com/search?q=%23SGFFCN;%23SGFFCN;Cologne
392;#DSCAUE;http://twitter.com/search?q=%23DSCAUE;%23DSCAUE;Cologne
393;#RBLLOK;http://twitter.com/search?q=%23RBLLOK;%23RBLLOK;Cologne
394;#Nazi;http://twitter.com/search?q=%23Nazi;%23Nazi;Cologne
395;#PslFinalLahore;http://twitter.com/search?q=%23PslFinalLahore;%23PslFinalLahore;Cologne
396;#UKOpen;http://twitter.com/search?q=%23UKOpen;%23UKOpen;Cologne
397;#MyWeaknessIn3Words;http://twitter.com/search?q=%23MyWeaknessIn3Words;%23MyWeaknessIn3Words;Cologne
398;#FCBB_live;http://twitter.com/search?q=%23FCBB_live;%23FCBB_live;Cologne
399;#EUCS;http://twitter.com/search?q=%23EUCS;%23EUCS;Cologne
400;#Kreisliga;http://twitter.com/search?q=%23Kreisliga;%23Kreisliga;Cologne
401;#dkbhbl;http://twitter.com/search?q=%23dkbhbl;%23dkbhbl;Cologne
402;#dopa;http://twitter.com/search?q=%23dopa;%23dopa;Cologne
403;#TakeMeOut;http://twitter.com/search?q=%23TakeMeOut;%23TakeMeOut;Cologne
404;#gefragtgejagt;http://twitter.com/search?q=%23gefragtgejagt;%23gefragtgejagt;Cologne
405;#Wendt;http://twitter.com/search?q=%23Wendt;%23Wendt;Cologne
406;#Bertha17;http://twitter.com/search?q=%23Bertha17;%23Bertha17;Cologne
407;#WeSupportLouis;http://twitter.com/search?q=%23WeSupportLouis;%23WeSupportLouis;Cologne
408;#Biathlon;http://twitter.com/search?q=%23Biathlon;%23Biathlon;Cologne
409;#TSGFCI;http://twitter.com/search?q=%23TSGFCI;%23TSGFCI;Cologne
410;#linkelpt;http://twitter.com/search?q=%23linkelpt;%23linkelpt;Cologne
411;#Ehefueralle;http://twitter.com/search?q=%23Ehefueralle;%23Ehefueralle;Cologne
412;#KCALieblingsvlogger;http://twitter.com/search?q=%23KCALieblingsvlogger;%23KCALieblingsvlogger;Cologne
413;#festundflauschig;http://twitter.com/search?q=%23festundflauschig;%23festundflauschig;Cologne
414;#gjhlmv;http://twitter.com/search?q=%23gjhlmv;%23gjhlmv;Cologne
415;#LIVARS;http://twitter.com/search?q=%23LIVARS;%23LIVARS;Cologne
416;#RBLLOK;http://twitter.com/search?q=%23RBLLOK;%23RBLLOK;Leipzig
417;#RWEZWI;http://twitter.com/search?q=%23RWEZWI;%23RWEZWI;Leipzig
418;#goldenekamera;http://twitter.com/search?q=%23goldenekamera;%23goldenekamera;Leipzig
419;Instagram Stories;http://twitter.com/search?q=%22Instagram+Stories%22;%22Instagram+Stories%22;Leipzig
420;Zelda;http://twitter.com/search?q=Zelda;Zelda;Leipzig
421;#Dresden;http://twitter.com/search?q=%23Dresden;%23Dresden;Leipzig
422;#HSVBSC;http://twitter.com/search?q=%23HSVBSC;%23HSVBSC;Leipzig
423;Deutsche Bank;http://twitter.com/search?q=%22Deutsche+Bank%22;%22Deutsche+Bank%22;Leipzig
424;Eintracht;http://twitter.com/search?q=Eintracht;Eintracht;Leipzig
425;Abseits;http://twitter.com/search?q=Abseits;Abseits;Leipzig
426;Wirtschaftsminister;http://twitter.com/search?q=Wirtschaftsminister;Wirtschaftsminister;Leipzig
427;Schiedsrichter;http://twitter.com/search?q=Schiedsrichter;Schiedsrichter;Leipzig
428;Anh‰nger;http://twitter.com/search?q=Anh%C3%A4nger;Anh%C3%A4nger;Leipzig
429;Anfang April;http://twitter.com/search?q=%22Anfang+April%22;%22Anfang+April%22;Leipzig
430;Halbzeit;http://twitter.com/search?q=Halbzeit;Halbzeit;Leipzig
431;Merkel die Grenze;http://twitter.com/search?q=%22Merkel+die+Grenze%22;%22Merkel+die+Grenze%22;Leipzig
432;#SGESCF;http://twitter.com/search?q=%23SGESCF;%23SGESCF;Leipzig
433;#Heldt;http://twitter.com/search?q=%23Heldt;%23Heldt;Leipzig
434;#Lindenstrasse;http://twitter.com/search?q=%23Lindenstrasse;%23Lindenstrasse;Leipzig
435;#pulseofeurope;http://twitter.com/search?q=%23pulseofeurope;%23pulseofeurope;Leipzig
436;#Schmidt;http://twitter.com/search?q=%23Schmidt;%23Schmidt;Leipzig
437;#SGFFCN;http://twitter.com/search?q=%23SGFFCN;%23SGFFCN;Leipzig
438;#DSCAUE;http://twitter.com/search?q=%23DSCAUE;%23DSCAUE;Leipzig
439;#Nazi;http://twitter.com/search?q=%23Nazi;%23Nazi;Leipzig
440;#PslFinalLahore;http://twitter.com/search?q=%23PslFinalLahore;%23PslFinalLahore;Leipzig
441;#MyWeaknessIn3Words;http://twitter.com/search?q=%23MyWeaknessIn3Words;%23MyWeaknessIn3Words;Leipzig
442;#UKOpen;http://twitter.com/search?q=%23UKOpen;%23UKOpen;Leipzig
443;#FCBB_live;http://twitter.com/search?q=%23FCBB_live;%23FCBB_live;Leipzig
444;#EUCS;http://twitter.com/search?q=%23EUCS;%23EUCS;Leipzig
445;#Kreisliga;http://twitter.com/search?q=%23Kreisliga;%23Kreisliga;Leipzig
446;#dkbhbl;http://twitter.com/search?q=%23dkbhbl;%23dkbhbl;Leipzig
447;#BMGS04;http://twitter.com/search?q=%23BMGS04;%23BMGS04;Leipzig
448;#dopa;http://twitter.com/search?q=%23dopa;%23dopa;Leipzig
449;#KOEFCB;http://twitter.com/search?q=%23KOEFCB;%23KOEFCB;Leipzig
450;#TakeMeOut;http://twitter.com/search?q=%23TakeMeOut;%23TakeMeOut;Leipzig
451;#gefragtgejagt;http://twitter.com/search?q=%23gefragtgejagt;%23gefragtgejagt;Leipzig
452;#Wendt;http://twitter.com/search?q=%23Wendt;%23Wendt;Leipzig
453;#Bertha17;http://twitter.com/search?q=%23Bertha17;%23Bertha17;Leipzig
454;#DSDS;http://twitter.com/search?q=%23DSDS;%23DSDS;Leipzig
455;#WeSupportLouis;http://twitter.com/search?q=%23WeSupportLouis;%23WeSupportLouis;Leipzig
456;#Biathlon;http://twitter.com/search?q=%23Biathlon;%23Biathlon;Leipzig
457;#TSGFCI;http://twitter.com/search?q=%23TSGFCI;%23TSGFCI;Leipzig
458;#linkelpt;http://twitter.com/search?q=%23linkelpt;%23linkelpt;Leipzig
459;#Ehefueralle;http://twitter.com/search?q=%23Ehefueralle;%23Ehefueralle;Leipzig
460;#KCALieblingsvlogger;http://twitter.com/search?q=%23KCALieblingsvlogger;%23KCALieblingsvlogger;Leipzig
461;#festundflauschig;http://twitter.com/search?q=%23festundflauschig;%23festundflauschig;Leipzig
462;#gjhlmv;http://twitter.com/search?q=%23gjhlmv;%23gjhlmv;Leipzig
463;#LIVARS;http://twitter.com/search?q=%23LIVARS;%23LIVARS;Leipzig
464;#HSVBSC;http://twitter.com/search?q=%23HSVBSC;%23HSVBSC;Munich
465;#SGESCF;http://twitter.com/search?q=%23SGESCF;%23SGESCF;Munich
466;#FCBB_live;http://twitter.com/search?q=%23FCBB_live;%23FCBB_live;Munich
467;#goldenekamera;http://twitter.com/search?q=%23goldenekamera;%23goldenekamera;Munich
468;#KOEFCB;http://twitter.com/search?q=%23KOEFCB;%23KOEFCB;Munich
469;Deutsche Bank;http://twitter.com/search?q=%22Deutsche+Bank%22;%22Deutsche+Bank%22;Munich
470;Eintracht;http://twitter.com/search?q=Eintracht;Eintracht;Munich
471;Abseits;http://twitter.com/search?q=Abseits;Abseits;Munich
472;Wirtschaftsminister;http://twitter.com/search?q=Wirtschaftsminister;Wirtschaftsminister;Munich
473;Schiedsrichter;http://twitter.com/search?q=Schiedsrichter;Schiedsrichter;Munich
474;Anh‰nger;http://twitter.com/search?q=Anh%C3%A4nger;Anh%C3%A4nger;Munich
475;Anfang April;http://twitter.com/search?q=%22Anfang+April%22;%22Anfang+April%22;Munich
476;Halbzeit;http://twitter.com/search?q=Halbzeit;Halbzeit;Munich
477;Merkel die Grenze;http://twitter.com/search?q=%22Merkel+die+Grenze%22;%22Merkel+die+Grenze%22;Munich
478;Zelda;http://twitter.com/search?q=Zelda;Zelda;Munich
479;#SGFFCN;http://twitter.com/search?q=%23SGFFCN;%23SGFFCN;Munich
480;#pulseofeurope;http://twitter.com/search?q=%23pulseofeurope;%23pulseofeurope;Munich
481;#BVBB04;http://twitter.com/search?q=%23BVBB04;%23BVBB04;Munich
482;#BMGS04;http://twitter.com/search?q=%23BMGS04;%23BMGS04;Munich
483;#Heldt;http://twitter.com/search?q=%23Heldt;%23Heldt;Munich
484;#Lindenstrasse;http://twitter.com/search?q=%23Lindenstrasse;%23Lindenstrasse;Munich
485;#DSCAUE;http://twitter.com/search?q=%23DSCAUE;%23DSCAUE;Munich
486;#Leverkusen;http://twitter.com/search?q=%23Leverkusen;%23Leverkusen;Munich
487;#RBLLOK;http://twitter.com/search?q=%23RBLLOK;%23RBLLOK;Munich
488;#Nazi;http://twitter.com/search?q=%23Nazi;%23Nazi;Munich
489;#PslFinalLahore;http://twitter.com/search?q=%23PslFinalLahore;%23PslFinalLahore;Munich
490;#UKOpen;http://twitter.com/search?q=%23UKOpen;%23UKOpen;Munich
491;#MyWeaknessIn3Words;http://twitter.com/search?q=%23MyWeaknessIn3Words;%23MyWeaknessIn3Words;Munich
492;#EUCS;http://twitter.com/search?q=%23EUCS;%23EUCS;Munich
493;#Kreisliga;http://twitter.com/search?q=%23Kreisliga;%23Kreisliga;Munich
494;#dkbhbl;http://twitter.com/search?q=%23dkbhbl;%23dkbhbl;Munich
495;#dopa;http://twitter.com/search?q=%23dopa;%23dopa;Munich
496;#TakeMeOut;http://twitter.com/search?q=%23TakeMeOut;%23TakeMeOut;Munich
497;#gefragtgejagt;http://twitter.com/search?q=%23gefragtgejagt;%23gefragtgejagt;Munich
498;#Wendt;http://twitter.com/search?q=%23Wendt;%23Wendt;Munich
499;#Bertha17;http://twitter.com/search?q=%23Bertha17;%23Bertha17;Munich
500;#DSDS;http://twitter.com/search?q=%23DSDS;%23DSDS;Munich
501;#WeSupportLouis;http://twitter.com/search?q=%23WeSupportLouis;%23WeSupportLouis;Munich
502;#Biathlon;http://twitter.com/search?q=%23Biathlon;%23Biathlon;Munich
503;#TSGFCI;http://twitter.com/search?q=%23TSGFCI;%23TSGFCI;Munich
504;#linkelpt;http://twitter.com/search?q=%23linkelpt;%23linkelpt;Munich
505;#Ehefueralle;http://twitter.com/search?q=%23Ehefueralle;%23Ehefueralle;Munich
506;#KCALieblingsvlogger;http://twitter.com/search?q=%23KCALieblingsvlogger;%23KCALieblingsvlogger;Munich
507;#festundflauschig;http://twitter.com/search?q=%23festundflauschig;%23festundflauschig;Munich
508;#gjhlmv;http://twitter.com/search?q=%23gjhlmv;%23gjhlmv;Munich
509;#LIVARS;http://twitter.com/search?q=%23LIVARS;%23LIVARS;Munich
510;#VfBPK;http://twitter.com/search?q=%23VfBPK;%23VfBPK;Stuttgart
511;#goldenekamera;http://twitter.com/search?q=%23goldenekamera;%23goldenekamera;Stuttgart
512;#NintendoSwitch;http://twitter.com/search?q=%23NintendoSwitch;%23NintendoSwitch;Stuttgart
513;#Erdogan;http://twitter.com/search?q=%23Erdogan;%23Erdogan;Stuttgart
514;#Wendt;http://twitter.com/search?q=%23Wendt;%23Wendt;Stuttgart
515;Spaﬂ;http://twitter.com/search?q=Spa%C3%9F;Spa%C3%9F;Stuttgart
516;Eintracht;http://twitter.com/search?q=Eintracht;Eintracht;Stuttgart
517;Abseits;http://twitter.com/search?q=Abseits;Abseits;Stuttgart
518;Schiedsrichter;http://twitter.com/search?q=Schiedsrichter;Schiedsrichter;Stuttgart
519;Anh‰nger;http://twitter.com/search?q=Anh%C3%A4nger;Anh%C3%A4nger;Stuttgart
520;Anfang April;http://twitter.com/search?q=%22Anfang+April%22;%22Anfang+April%22;Stuttgart
521;Halbzeit;http://twitter.com/search?q=Halbzeit;Halbzeit;Stuttgart
522;Zelda;http://twitter.com/search?q=Zelda;Zelda;Stuttgart
523;#DeutscheMitte;http://twitter.com/search?q=%23DeutscheMitte;%23DeutscheMitte;Stuttgart
524;#HSVBSC;http://twitter.com/search?q=%23HSVBSC;%23HSVBSC;Stuttgart
525;#SGESCF;http://twitter.com/search?q=%23SGESCF;%23SGESCF;Stuttgart
526;#Heldt;http://twitter.com/search?q=%23Heldt;%23Heldt;Stuttgart
527;#Lindenstrasse;http://twitter.com/search?q=%23Lindenstrasse;%23Lindenstrasse;Stuttgart
528;#pulseofeurope;http://twitter.com/search?q=%23pulseofeurope;%23pulseofeurope;Stuttgart
529;#Schmidt;http://twitter.com/search?q=%23Schmidt;%23Schmidt;Stuttgart
530;#SGFFCN;http://twitter.com/search?q=%23SGFFCN;%23SGFFCN;Stuttgart
531;#DSCAUE;http://twitter.com/search?q=%23DSCAUE;%23DSCAUE;Stuttgart
532;#RBLLOK;http://twitter.com/search?q=%23RBLLOK;%23RBLLOK;Stuttgart
533;#PslFinalLahore;http://twitter.com/search?q=%23PslFinalLahore;%23PslFinalLahore;Stuttgart
534;#UKOpen;http://twitter.com/search?q=%23UKOpen;%23UKOpen;Stuttgart
535;#FCBB_live;http://twitter.com/search?q=%23FCBB_live;%23FCBB_live;Stuttgart
536;#MyWeaknessIn3Words;http://twitter.com/search?q=%23MyWeaknessIn3Words;%23MyWeaknessIn3Words;Stuttgart
537;#werderU23;http://twitter.com/search?q=%23werderU23;%23werderU23;Stuttgart
538;#EUCS;http://twitter.com/search?q=%23EUCS;%23EUCS;Stuttgart
539;#Kreisliga;http://twitter.com/search?q=%23Kreisliga;%23Kreisliga;Stuttgart
540;#Ehefueralle;http://twitter.com/search?q=%23Ehefueralle;%23Ehefueralle;Stuttgart
541;#dkbhbl;http://twitter.com/search?q=%23dkbhbl;%23dkbhbl;Stuttgart
542;#BMGS04;http://twitter.com/search?q=%23BMGS04;%23BMGS04;Stuttgart
543;#dopa;http://twitter.com/search?q=%23dopa;%23dopa;Stuttgart
544;#KOEFCB;http://twitter.com/search?q=%23KOEFCB;%23KOEFCB;Stuttgart
545;#TakeMeOut;http://twitter.com/search?q=%23TakeMeOut;%23TakeMeOut;Stuttgart
546;#gefragtgejagt;http://twitter.com/search?q=%23gefragtgejagt;%23gefragtgejagt;Stuttgart
547;#Bertha17;http://twitter.com/search?q=%23Bertha17;%23Bertha17;Stuttgart
548;#DSDS;http://twitter.com/search?q=%23DSDS;%23DSDS;Stuttgart
549;#WeSupportLouis;http://twitter.com/search?q=%23WeSupportLouis;%23WeSupportLouis;Stuttgart
550;#Biathlon;http://twitter.com/search?q=%23Biathlon;%23Biathlon;Stuttgart
551;#TSGFCI;http://twitter.com/search?q=%23TSGFCI;%23TSGFCI;Stuttgart
552;#linkelpt;http://twitter.com/search?q=%23linkelpt;%23linkelpt;Stuttgart
553;#KCALieblingsvlogger;http://twitter.com/search?q=%23KCALieblingsvlogger;%23KCALieblingsvlogger;Stuttgart
554;#festundflauschig;http://twitter.com/search?q=%23festundflauschig;%23festundflauschig;Stuttgart
555;#gjhlmv;http://twitter.com/search?q=%23gjhlmv;%23gjhlmv;Stuttgart
556;#LIVARS;http://twitter.com/search?q=%23LIVARS;%23LIVARS;Stuttgart
