time_stamp;Train_News;Train_Spam;Accuracy;Kappa;News_F1;AdaBoost;BernoulliNB;LinearSVC;LogisticRegression;MLP;MultinomialNB;NaiveBayes;RandomForest;SGD;SVC;Vote
2017_08_02_19:22:21;974.0;969.0;50.06;0.0;0.67;0;0;0;0;0;0;0;0;0;1;0
2017_08_02_19:22:21;974.0;969.0;51.62;3.35;0.08;0;0;0;0;0;0;0;0;0;1;0
2017_08_02_19:22:21;974.0;969.0;79.23;58.46;0.79;0;0;0;0;0;0;0;0;0;1;0
2017_08_02_19:22:21;974.0;969.0;81.75;63.5;0.82;0;0;0;0;0;0;0;0;1;0;0
2017_08_02_19:22:21;974.0;969.0;84.87;69.75;0.84;0;0;0;0;1;0;0;0;0;0;0
2017_08_02_19:22:21;974.0;969.0;83.67;67.35;0.83;0;0;0;0;0;0;0;1;0;0;0
2017_08_02_19:22:21;974.0;969.0;75.15;50.32;0.71;1;0;0;0;0;0;0;0;0;0;0
2017_08_02_19:22:21;974.0;969.0;84.87;69.75;0.84;0;0;0;0;0;0;0;0;0;0;1
2017_08_02_19:07:07;978.0;965.0;85.95;71.91;0.86;0;0;0;1;0;0;0;0;0;0;0
2017_08_02_19:07:07;978.0;965.0;87.88;75.77;0.88;0;0;0;0;0;0;1;0;0;0;0
2017_08_02_19:07:07;978.0;965.0;86.79;73.61;0.87;0;0;0;0;0;1;0;0;0;0;0
2017_08_02_19:07:07;978.0;965.0;87.03;74.09;0.88;0;1;0;0;0;0;0;0;0;0;0
2017_08_02_19:07:07;978.0;965.0;83.67;67.34;0.83;0;0;1;0;0;0;0;0;0;0;0
2017_08_02_19:07:07;978.0;965.0;83.91;67.82;0.83;0;0;0;0;0;0;0;0;0;1;0
2017_08_02_19:07:07;978.0;965.0;49.58;0.0;0.67;0;0;0;0;0;0;0;0;0;1;0
2017_08_02_19:07:07;978.0;965.0;50.78;2.36;0.67;0;0;0;0;0;0;0;0;0;1;0
2017_08_02_19:07:07;978.0;965.0;78.75;57.5;0.79;0;0;0;0;0;0;0;0;0;1;0
2017_08_02_19:07:07;978.0;965.0;84.99;69.97;0.84;0;0;0;0;0;0;0;0;1;0;0
2017_08_02_19:07:07;978.0;965.0;85.47;70.94;0.85;0;0;0;0;1;0;0;0;0;0;0
2017_08_02_19:07:07;978.0;965.0;83.67;67.32;0.83;0;0;0;0;0;0;0;1;0;0;0
2017_08_02_19:07:07;978.0;965.0;74.55;48.95;0.69;1;0;0;0;0;0;0;0;0;0;0
2017_08_02_19:07:07;978.0;965.0;86.19;72.39;0.86;0;0;0;0;0;0;0;0;0;0;1
2017_08_02_18:50:28;965.0;978.0;84.99;70.0;0.85;0;0;0;1;0;0;0;0;0;0;0
2017_08_02_18:50:28;965.0;978.0;85.71;71.36;0.86;0;0;0;0;0;0;1;0;0;0;0
2017_08_02_18:50:28;965.0;978.0;85.59;71.11;0.86;0;0;0;0;0;1;0;0;0;0;0
2017_08_02_18:50:28;965.0;978.0;86.07;72.09;0.87;0;1;0;0;0;0;0;0;0;0;0
2017_08_02_18:50:28;965.0;978.0;82.35;64.7;0.82;0;0;1;0;0;0;0;0;0;0;0
2017_08_02_18:50:28;965.0;978.0;82.23;64.46;0.82;0;0;0;0;0;0;0;0;0;1;0
2017_08_02_18:50:28;965.0;978.0;48.86;0.0;0.0;0;0;0;0;0;0;0;0;0;1;0
2017_08_02_18:50:28;965.0;978.0;50.54;3.2;0.08;0;0;0;0;0;0;0;0;0;1;0
2017_08_02_18:50:28;965.0;978.0;75.51;50.96;0.76;0;0;0;0;0;0;0;0;0;1;0
2017_08_02_18:50:28;965.0;978.0;81.99;64.05;0.81;0;0;0;0;0;0;0;0;1;0;0
2017_08_02_18:50:28;965.0;978.0;84.75;69.51;0.85;0;0;0;0;1;0;0;0;0;0;0
2017_08_02_18:50:28;965.0;978.0;80.79;61.67;0.8;0;0;0;0;0;0;0;1;0;0;0
2017_08_02_18:50:28;965.0;978.0;75.03;50.41;0.71;1;0;0;0;0;0;0;0;0;0;0
2017_08_02_18:50:28;965.0;978.0;84.99;69.99;0.85;0;0;0;0;0;0;0;0;0;0;1
2017_08_02_16:17:00;983.0;960.0;85.23;70.46;0.85;0;0;0;1;0;0;0;0;0;0;0
2017_08_02_16:17:00;983.0;960.0;86.07;72.21;0.87;0;0;0;0;0;0;1;0;0;0;0
2017_08_02_16:17:00;983.0;960.0;86.55;73.16;0.87;0;0;0;0;0;1;0;0;0;0;0
2017_08_02_16:17:00;983.0;960.0;86.07;72.2;0.87;0;1;0;0;0;0;0;0;0;0;0
2017_08_02_16:17:00;983.0;960.0;84.15;68.29;0.84;0;0;1;0;0;0;0;0;0;0;0
2017_08_02_16:17:00;983.0;960.0;83.43;66.86;0.83;0;0;0;0;0;0;0;0;0;1;0
2017_08_02_16:17:00;983.0;960.0;48.98;0.0;0.66;0;0;0;0;0;0;0;0;0;1;0
2017_08_02_16:17:00;983.0;960.0;49.82;1.61;0.66;0;0;0;0;0;0;0;0;0;1;0
2017_08_02_16:17:00;983.0;960.0;76.59;53.23;0.77;0;0;0;0;0;0;0;0;0;1;0
2017_08_02_16:17:00;983.0;960.0;82.11;64.25;0.82;0;0;0;0;0;0;0;0;1;0;0
2017_08_02_16:17:00;983.0;960.0;85.59;71.18;0.85;0;0;0;0;1;0;0;0;0;0;0
2017_08_02_16:17:00;983.0;960.0;83.43;66.82;0.82;0;0;0;0;0;0;0;1;0;0;0
2017_08_02_16:17:00;983.0;960.0;77.19;54.07;0.72;1;0;0;0;0;0;0;0;0;0;0
2017_08_02_16:17:00;983.0;960.0;85.95;71.91;0.86;0;0;0;0;0;0;0;0;0;0;1
2017_08_02_15:58:58;968.0;975.0;83.79;67.59;0.84;0;0;0;1;0;0;0;0;0;0;0
2017_08_02_15:58:58;968.0;975.0;86.31;72.58;0.87;0;0;0;0;0;0;1;0;0;0;0
2017_08_02_15:58:58;968.0;975.0;86.67;73.3;0.87;0;0;0;0;0;1;0;0;0;0;0
2017_08_02_15:58:58;968.0;975.0;86.55;73.06;0.87;0;1;0;0;0;0;0;0;0;0;0
2017_08_02_15:58:58;968.0;975.0;81.03;62.07;0.81;0;0;1;0;0;0;0;0;0;0;0
2017_08_02_15:58:58;968.0;975.0;79.95;59.89;0.8;0;0;0;0;0;0;0;0;0;1;0
2017_08_02_15:58:58;968.0;975.0;49.22;0.0;0.0;0;0;0;0;0;0;0;0;0;1;0
2017_08_02_15:58:58;968.0;975.0;50.66;2.79;0.06;0;0;0;0;0;0;0;0;0;1;0
2017_08_02_15:58:58;968.0;975.0;77.31;54.59;0.78;0;0;0;0;0;0;0;0;0;1;0
2017_08_02_15:58:58;968.0;975.0;81.75;63.45;0.83;0;0;0;0;0;0;0;0;1;0;0
2017_08_02_15:58:58;968.0;975.0;84.15;68.31;0.84;0;0;0;0;1;0;0;0;0;0;0
2017_08_02_15:58:58;968.0;975.0;81.75;63.57;0.81;0;0;0;0;0;0;0;1;0;0;0
2017_08_02_15:58:58;968.0;975.0;72.99;46.27;0.68;1;0;0;0;0;0;0;0;0;0;0
2017_08_02_15:58:58;968.0;975.0;84.39;68.79;0.84;0;0;0;0;0;0;0;0;0;0;1
2017_08_02_15:37:10;960.0;983.0;83.31;66.65;0.83;0;0;0;1;0;0;0;0;0;0;0
2017_08_02_15:37:10;960.0;983.0;86.55;73.03;0.87;0;0;0;0;0;0;1;0;0;0;0
2017_08_02_15:37:10;960.0;983.0;85.59;71.08;0.87;0;0;0;0;0;1;0;0;0;0;0
2017_08_02_15:37:10;960.0;983.0;85.83;71.58;0.86;0;1;0;0;0;0;0;0;0;0;0
2017_08_02_15:37:10;960.0;983.0;81.39;62.79;0.81;0;0;1;0;0;0;0;0;0;0;0
2017_08_02_15:37:10;960.0;983.0;80.67;61.33;0.81;0;0;0;0;0;0;0;0;0;1;0
2017_08_02_15:37:10;960.0;983.0;48.26;0.0;0.0;0;0;0;0;0;0;0;0;0;1;0
2017_08_02_15:37:10;960.0;983.0;49.58;2.47;0.06;0;0;0;0;0;0;0;0;0;1;0
2017_08_02_15:37:10;960.0;983.0;77.79;55.64;0.78;0;0;0;0;0;0;0;0;0;1;0
2017_08_02_15:37:10;960.0;983.0;80.67;61.45;0.8;0;0;0;0;0;0;0;0;1;0;0
2017_08_02_15:37:10;960.0;983.0;82.95;65.9;0.83;0;0;0;0;1;0;0;0;0;0;0
2017_08_02_15:37:10;960.0;983.0;80.07;60.31;0.79;0;0;0;0;0;0;0;1;0;0;0
2017_08_02_15:37:10;960.0;983.0;73.83;48.25;0.69;1;0;0;0;0;0;0;0;0;0;0
2017_08_02_15:37:10;960.0;983.0;84.27;68.57;0.84;0;0;0;0;0;0;0;0;0;0;1
2017_08_02_15:16:33;987.0;956.0;84.87;69.69;0.84;0;0;0;1;0;0;0;0;0;0;0
2017_08_02_15:16:33;987.0;956.0;86.55;73.15;0.86;0;0;0;0;0;0;1;0;0;0;0
2017_08_02_15:16:33;987.0;956.0;85.47;71.03;0.86;0;0;0;0;0;1;0;0;0;0;0
2017_08_02_15:16:33;987.0;956.0;85.47;71.03;0.86;0;1;0;0;0;0;0;0;0;0;0
2017_08_02_15:16:33;987.0;956.0;82.47;64.87;0.81;0;0;1;0;0;0;0;0;0;0;0
2017_08_02_15:16:33;987.0;956.0;81.75;63.44;0.81;0;0;0;0;0;0;0;0;0;1;0
2017_08_02_15:16:33;987.0;956.0;48.5;0.0;0.65;0;0;0;0;0;0;0;0;0;1;0
2017_08_02_15:16:33;987.0;956.0;49.34;1.57;0.66;0;0;0;0;0;0;0;0;0;1;0
2017_08_02_15:16:33;987.0;956.0;77.79;55.58;0.77;0;0;0;0;0;0;0;0;0;1;0
2017_08_02_15:16:33;987.0;956.0;81.63;63.15;0.8;0;0;0;0;0;0;0;0;1;0;0
2017_08_02_15:16:33;987.0;956.0;84.27;68.49;0.83;0;0;0;0;1;0;0;0;0;0;0
2017_08_02_15:16:33;987.0;956.0;80.79;61.44;0.79;0;0;0;0;0;0;0;1;0;0;0
2017_08_02_15:16:33;987.0;956.0;74.31;48.13;0.69;1;0;0;0;0;0;0;0;0;0;0
2017_08_02_15:16:33;987.0;956.0;85.47;70.91;0.84;0;0;0;0;0;0;0;0;0;0;1
2017_08_02_14:55:41;974.0;969.0;84.51;69.03;0.84;0;0;0;1;0;0;0;0;0;0;0
2017_08_02_14:55:41;974.0;969.0;88.12;76.23;0.89;0;0;0;0;0;0;1;0;0;0;0
2017_08_02_14:55:41;974.0;969.0;88.0;75.99;0.88;0;0;0;0;0;1;0;0;0;0;0
2017_08_02_14:55:41;974.0;969.0;87.76;75.51;0.88;0;1;0;0;0;0;0;0;0;0;0
2017_08_02_14:55:41;974.0;969.0;83.79;67.59;0.83;0;0;1;0;0;0;0;0;0;0;0
2017_08_02_14:55:41;974.0;969.0;82.71;65.43;0.82;0;0;0;0;0;0;0;0;0;1;0
2017_08_02_14:55:41;974.0;969.0;50.06;0.0;0.67;0;0;0;0;0;0;0;0;0;1;0
2017_08_02_14:55:41;974.0;969.0;50.78;1.44;0.67;0;0;0;0;0;0;0;0;0;1;0
2017_08_02_14:55:41;974.0;969.0;77.07;54.14;0.77;0;0;0;0;0;0;0;0;0;1;0
2017_08_02_14:55:41;974.0;969.0;83.43;66.86;0.84;0;0;0;0;0;0;0;0;1;0;0
2017_08_02_14:55:41;974.0;969.0;85.11;70.23;0.85;0;0;0;0;1;0;0;0;0;0;0
2017_08_02_14:55:41;974.0;969.0;81.75;63.51;0.81;0;0;0;0;0;0;0;1;0;0;0
2017_08_02_14:55:41;974.0;969.0;75.99;52.0;0.72;1;0;0;0;0;0;0;0;0;0;0
2017_08_02_14:55:41;974.0;969.0;86.19;72.39;0.86;0;0;0;0;0;0;0;0;0;0;1
2017_08_02_14:36:06;975.0;968.0;85.83;71.67;0.85;0;0;0;1;0;0;0;0;0;0;0
2017_08_02_14:36:06;975.0;968.0;85.95;71.91;0.86;0;0;0;0;0;0;1;0;0;0;0
2017_08_02_14:36:06;975.0;968.0;86.31;72.63;0.87;0;0;0;0;0;1;0;0;0;0;0
2017_08_02_14:36:06;975.0;968.0;86.31;72.63;0.87;0;1;0;0;0;0;0;0;0;0;0
2017_08_02_14:36:06;975.0;968.0;84.03;68.07;0.84;0;0;1;0;0;0;0;0;0;0;0
2017_08_02_14:36:06;975.0;968.0;83.31;66.63;0.83;0;0;0;0;0;0;0;0;0;1;0
2017_08_02_14:36:06;975.0;968.0;49.94;0.0;0.67;0;0;0;0;0;0;0;0;0;1;0
2017_08_02_14:36:06;975.0;968.0;50.66;1.44;0.67;0;0;0;0;0;0;0;0;0;1;0
2017_08_02_14:36:06;975.0;968.0;78.15;56.3;0.78;0;0;0;0;0;0;0;0;0;1;0
2017_08_02_14:36:06;975.0;968.0;82.59;65.19;0.83;0;0;0;0;0;0;0;0;1;0;0
2017_08_02_14:36:06;975.0;968.0;85.71;71.43;0.85;0;0;0;0;1;0;0;0;0;0;0
2017_08_02_14:36:06;975.0;968.0;84.27;68.54;0.84;0;0;0;0;0;0;0;1;0;0;0
2017_08_02_14:36:06;975.0;968.0;76.59;53.16;0.72;1;0;0;0;0;0;0;0;0;0;0
2017_08_02_14:36:06;975.0;968.0;86.31;72.63;0.86;0;0;0;0;0;0;0;0;0;0;1
2017_08_02_14:20:53;985.0;958.0;86.43;72.82;0.85;0;0;0;1;0;0;0;0;0;0;0
2017_08_02_14:20:53;985.0;958.0;88.72;77.44;0.89;0;0;0;0;0;0;1;0;0;0;0
2017_08_02_14:20:53;985.0;958.0;87.52;75.07;0.88;0;0;0;0;0;1;0;0;0;0;0
2017_08_02_14:20:53;985.0;958.0;87.52;75.07;0.88;0;1;0;0;0;0;0;0;0;0;0
2017_08_02_14:20:53;985.0;958.0;82.83;65.62;0.82;0;0;1;0;0;0;0;0;0;0;0
2017_08_02_14:20:53;985.0;958.0;81.99;63.94;0.81;0;0;0;0;0;0;0;0;0;1;0
2017_08_02_14:20:53;985.0;958.0;48.74;0.0;0.66;0;0;0;0;0;0;0;0;0;1;0
2017_08_02_14:20:53;985.0;958.0;50.42;3.2;0.67;0;0;0;0;0;0;0;0;0;1;0
2017_08_02_14:20:53;985.0;958.0;79.83;59.6;0.79;0;0;0;0;0;0;0;0;0;1;0
2017_08_02_14:20:53;985.0;958.0;82.71;65.43;0.82;0;0;0;0;0;0;0;0;1;0;0
2017_08_02_14:20:53;985.0;958.0;84.99;69.95;0.84;0;0;0;0;1;0;0;0;0;0;0
2017_08_02_14:20:53;985.0;958.0;83.79;67.46;0.82;0;0;0;0;0;0;0;1;0;0;0
2017_08_02_14:20:53;985.0;958.0;74.43;48.32;0.67;1;0;0;0;0;0;0;0;0;0;0
2017_08_02_14:20:53;985.0;958.0;86.91;73.79;0.86;0;0;0;0;0;0;0;0;0;0;1
2017_08_02_14:04:15;953.0;990.0;84.75;69.57;0.85;0;0;0;1;0;0;0;0;0;0;0
2017_08_02_14:04:15;953.0;990.0;86.55;72.98;0.87;0;0;0;0;0;0;1;0;0;0;0
2017_08_02_14:04:15;953.0;990.0;86.19;72.22;0.87;0;0;0;0;0;1;0;0;0;0;0
2017_08_02_14:04:15;953.0;990.0;86.07;72.04;0.87;0;1;0;0;0;0;0;0;0;0;0
2017_08_02_14:04:15;953.0;990.0;83.19;66.4;0.83;0;0;1;0;0;0;0;0;0;0;0
2017_08_02_14:04:15;953.0;990.0;82.23;64.47;0.83;0;0;0;0;0;0;0;0;0;1;0
2017_08_02_14:04:15;953.0;990.0;47.42;0.0;0.0;0;0;0;0;0;0;0;0;0;1;0
2017_08_02_14:04:15;953.0;990.0;49.22;3.25;0.06;0;0;0;0;0;0;0;0;0;1;0
2017_08_02_14:04:15;953.0;990.0;79.71;59.32;0.81;0;0;0;0;0;0;0;0;0;1;0
2017_08_02_14:04:15;953.0;990.0;81.99;64.11;0.82;0;0;0;0;0;0;0;0;1;0;0
2017_08_02_14:04:15;953.0;990.0;84.63;69.33;0.85;0;0;0;0;1;0;0;0;0;0;0
2017_08_02_14:04:15;953.0;990.0;81.75;63.71;0.81;0;0;0;0;0;0;0;1;0;0;0
2017_08_02_14:04:15;953.0;990.0;73.11;47.1;0.69;1;0;0;0;0;0;0;0;0;0;0
2017_08_02_14:04:15;953.0;990.0;85.83;71.68;0.86;0;0;0;0;0;0;0;0;0;0;1
2017_08_02_13:47:26;989.0;954.0;82.11;64.18;0.81;0;0;0;1;0;0;0;0;0;0;0
2017_08_02_13:47:26;989.0;954.0;85.95;71.95;0.86;0;0;0;0;0;0;1;0;0;0;0
2017_08_02_13:47:26;989.0;954.0;84.99;70.05;0.85;0;0;0;0;0;1;0;0;0;0;0
2017_08_02_13:47:26;989.0;954.0;84.75;69.59;0.85;0;1;0;0;0;0;0;0;0;0;0
2017_08_02_13:47:26;989.0;954.0;82.71;65.4;0.82;0;0;1;0;0;0;0;0;0;0;0
2017_08_02_13:47:26;989.0;954.0;82.59;65.16;0.82;0;0;0;0;0;0;0;0;0;1;0
2017_08_02_13:47:26;989.0;954.0;48.26;0.0;0.65;0;0;0;0;0;0;0;0;0;1;0
2017_08_02_13:47:26;989.0;954.0;50.06;3.36;0.66;0;0;0;0;0;0;0;0;0;1;0
2017_08_02_13:47:26;989.0;954.0;78.39;56.8;0.78;0;0;0;0;0;0;0;0;0;1;0
2017_08_02_13:47:26;989.0;954.0;81.63;63.11;0.8;0;0;0;0;0;0;0;0;1;0;0
2017_08_02_13:47:26;989.0;954.0;82.47;64.92;0.82;0;0;0;0;1;0;0;0;0;0;0
2017_08_02_13:47:26;989.0;954.0;81.39;62.63;0.8;0;0;0;0;0;0;0;1;0;0;0
2017_08_02_13:47:26;989.0;954.0;74.19;47.8;0.68;1;0;0;0;0;0;0;0;0;0;0
2017_08_02_13:47:26;989.0;954.0;83.55;67.07;0.83;0;0;0;0;0;0;0;0;0;0;1
2017_08_02_13:27:07;983.0;960.0;83.55;67.07;0.83;0;0;0;1;0;0;0;0;0;0;0
2017_08_02_13:27:07;983.0;960.0;83.79;67.65;0.85;0;0;0;0;0;0;1;0;0;0;0
2017_08_02_13:27:07;983.0;960.0;83.19;66.45;0.84;0;0;0;0;0;1;0;0;0;0;0
2017_08_02_13:27:07;983.0;960.0;82.35;64.79;0.83;0;1;0;0;0;0;0;0;0;0;0
2017_08_02_13:27:07;983.0;960.0;81.63;63.23;0.81;0;0;1;0;0;0;0;0;0;0;0
2017_08_02_13:27:07;983.0;960.0;80.19;60.36;0.79;0;0;0;0;0;0;0;0;0;1;0
2017_08_02_13:27:07;983.0;960.0;48.98;0.0;0.66;0;0;0;0;0;0;0;0;0;1;0
2017_08_02_13:27:07;983.0;960.0;50.3;2.54;0.67;0;0;0;0;0;0;0;0;0;1;0
2017_08_02_13:27:07;983.0;960.0;76.83;53.64;0.76;0;0;0;0;0;0;0;0;0;1;0
2017_08_02_13:27:07;983.0;960.0;82.59;65.19;0.82;0;0;0;0;0;0;0;0;1;0;0
2017_08_02_13:27:07;983.0;960.0;82.35;64.66;0.82;0;0;0;0;1;0;0;0;0;0;0
2017_08_02_13:27:07;983.0;960.0;80.43;60.76;0.79;0;0;0;0;0;0;0;1;0;0;0
2017_08_02_13:27:07;983.0;960.0;75.15;49.98;0.7;1;0;0;0;0;0;0;0;0;0;0
2017_08_02_13:27:07;983.0;960.0;83.55;67.08;0.83;0;0;0;0;0;0;0;0;0;0;1
2017_08_02_12:33:07;994.0;949.0;85.47;70.83;0.84;0;0;0;1;0;0;0;0;0;0;0
2017_08_02_12:33:07;994.0;949.0;86.55;73.13;0.86;0;0;0;0;0;0;1;0;0;0;0
2017_08_02_12:33:07;994.0;949.0;86.67;73.38;0.86;0;0;0;0;0;1;0;0;0;0;0
2017_08_02_12:33:07;994.0;949.0;86.19;72.44;0.86;0;1;0;0;0;0;0;0;0;0;0
2017_08_02_12:33:07;994.0;949.0;81.99;63.86;0.81;0;0;1;0;0;0;0;0;0;0;0
2017_08_02_12:33:07;994.0;949.0;81.99;63.85;0.8;0;0;0;0;0;0;0;0;0;1;0
2017_08_02_12:33:07;994.0;949.0;47.66;0.0;0.65;0;0;0;0;0;0;0;0;0;1;0
2017_08_02_12:33:07;994.0;949.0;49.46;3.28;0.66;0;0;0;0;0;0;0;0;0;1;0
2017_08_02_12:33:07;994.0;949.0;78.87;57.71;0.78;0;0;0;0;0;0;0;0;0;1;0
2017_08_02_12:33:07;994.0;949.0;81.75;63.28;0.8;0;0;0;0;0;0;0;0;1;0;0
2017_08_02_12:33:07;994.0;949.0;84.63;69.16;0.83;0;0;0;0;1;0;0;0;0;0;0
2017_08_02_12:33:07;994.0;949.0;82.11;63.92;0.8;0;0;0;0;0;0;0;1;0;0;0
2017_08_02_12:33:07;994.0;949.0;75.27;49.61;0.68;1;0;0;0;0;0;0;0;0;0;0
2017_08_02_12:33:07;994.0;949.0;86.07;72.04;0.85;0;0;0;0;0;0;0;0;0;0;1
2017_08_02_12:17:42;965.0;978.0;86.19;72.4;0.86;0;0;0;1;0;0;0;0;0;0;0
2017_08_02_12:17:42;965.0;978.0;87.27;74.51;0.88;0;0;0;0;0;0;1;0;0;0;0
2017_08_02_12:17:42;965.0;978.0;86.79;73.54;0.87;0;0;0;0;0;1;0;0;0;0;0
2017_08_02_12:17:42;965.0;978.0;86.79;73.55;0.87;0;1;0;0;0;0;0;0;0;0;0
2017_08_02_12:17:42;965.0;978.0;83.31;66.64;0.83;0;0;1;0;0;0;0;0;0;0;0
2017_08_02_12:17:42;965.0;978.0;82.71;65.43;0.83;0;0;0;0;0;0;0;0;0;1;0
2017_08_02_12:17:42;965.0;978.0;48.86;0.0;0.0;0;0;0;0;0;0;0;0;0;1;0
2017_08_02_12:17:42;965.0;978.0;50.42;2.98;0.06;0;0;0;0;0;0;0;0;0;1;0
2017_08_02_12:17:42;965.0;978.0;78.27;56.56;0.78;0;0;0;0;0;0;0;0;0;1;0
2017_08_02_12:17:42;965.0;978.0;81.51;63.09;0.81;0;0;0;0;0;0;0;0;1;0;0
2017_08_02_12:17:42;965.0;978.0;85.23;70.49;0.85;0;0;0;0;1;0;0;0;0;0;0
2017_08_02_12:17:42;965.0;978.0;82.95;65.98;0.83;0;0;0;0;0;0;0;1;0;0;0
2017_08_02_12:17:42;965.0;978.0;75.75;51.88;0.71;1;0;0;0;0;0;0;0;0;0;0
2017_08_02_12:17:42;965.0;978.0;86.43;72.89;0.86;0;0;0;0;0;0;0;0;0;0;1
2017_08_02_12:01:43;984.0;959.0;86.79;73.56;0.86;0;0;0;1;0;0;0;0;0;0;0
2017_08_02_12:01:43;984.0;959.0;87.39;74.82;0.87;0;0;0;0;0;0;1;0;0;0;0
2017_08_02_12:01:43;984.0;959.0;87.03;74.12;0.87;0;0;0;0;0;1;0;0;0;0;0
2017_08_02_12:01:43;984.0;959.0;87.03;74.12;0.87;0;1;0;0;0;0;0;0;0;0;0
2017_08_02_12:01:43;984.0;959.0;83.19;66.34;0.82;0;0;1;0;0;0;0;0;0;0;0
2017_08_02_12:01:43;984.0;959.0;82.83;65.62;0.82;0;0;0;0;0;0;0;0;0;1;0
2017_08_02_12:01:43;984.0;959.0;48.86;0.0;0.66;0;0;0;0;0;0;0;0;0;1;0
2017_08_02_12:01:43;984.0;959.0;49.94;2.07;0.66;0;0;0;0;0;0;0;0;0;1;0
2017_08_02_12:01:43;984.0;959.0;79.11;58.25;0.79;0;0;0;0;0;0;0;0;0;1;0
2017_08_02_12:01:43;984.0;959.0;81.27;62.59;0.82;0;0;0;0;0;0;0;0;1;0;0
2017_08_02_12:01:43;984.0;959.0;85.95;71.88;0.85;0;0;0;0;1;0;0;0;0;0;0
2017_08_02_12:01:43;984.0;959.0;84.63;69.19;0.84;0;0;0;0;0;0;0;1;0;0;0
2017_08_02_12:01:43;984.0;959.0;74.55;48.66;0.68;1;0;0;0;0;0;0;0;0;0;0
2017_08_02_12:01:43;984.0;959.0;86.91;73.81;0.86;0;0;0;0;0;0;0;0;0;0;1
2017_08_02_11:45:34;975.0;968.0;84.99;69.99;0.85;0;0;0;1;0;0;0;0;0;0;0
2017_08_02_11:45:34;975.0;968.0;84.39;68.79;0.85;0;0;0;0;0;0;1;0;0;0;0
2017_08_02_11:45:34;975.0;968.0;84.03;68.07;0.85;0;0;0;0;0;1;0;0;0;0;0
2017_08_02_11:45:34;975.0;968.0;83.79;67.59;0.85;0;1;0;0;0;0;0;0;0;0;0
2017_08_02_11:45:34;975.0;968.0;82.83;65.67;0.83;0;0;1;0;0;0;0;0;0;0;0
2017_08_02_11:45:34;975.0;968.0;82.23;64.47;0.82;0;0;0;0;0;0;0;0;0;1;0
2017_08_02_11:45:34;975.0;968.0;49.94;0.0;0.67;0;0;0;0;0;0;0;0;0;1;0
2017_08_02_11:45:34;975.0;968.0;51.26;2.41;0.04;0;0;0;0;0;0;0;0;0;1;0
2017_08_02_11:45:34;975.0;968.0;78.87;57.74;0.78;0;0;0;0;0;0;0;0;0;1;0
2017_08_02_11:45:34;975.0;968.0;81.27;62.55;0.81;0;0;0;0;0;0;0;0;1;0;0
2017_08_02_11:45:34;975.0;968.0;85.11;70.23;0.84;0;0;0;0;1;0;0;0;0;0;0
2017_08_02_11:45:34;975.0;968.0;81.99;63.98;0.81;0;0;0;0;0;0;0;1;0;0;0
2017_08_02_11:45:34;975.0;968.0;75.15;50.28;0.69;1;0;0;0;0;0;0;0;0;0;0
2017_08_02_11:45:34;975.0;968.0;85.11;70.23;0.85;0;0;0;0;0;0;0;0;0;0;1
2017_08_02_11:29:17;979.0;964.0;85.11;70.22;0.84;0;0;0;1;0;0;0;0;0;0;0
2017_08_02_11:29:17;979.0;964.0;86.91;73.85;0.87;0;0;0;0;0;0;1;0;0;0;0
2017_08_02_11:29:17;979.0;964.0;86.31;72.66;0.87;0;0;0;0;0;1;0;0;0;0;0
2017_08_02_11:29:17;979.0;964.0;86.31;72.66;0.87;0;1;0;0;0;0;0;0;0;0;0
2017_08_02_11:29:17;979.0;964.0;83.31;66.63;0.83;0;0;1;0;0;0;0;0;0;0;0
2017_08_02_11:29:17;979.0;964.0;82.71;65.43;0.82;0;0;0;0;0;0;0;0;0;1;0
2017_08_02_11:29:17;979.0;964.0;49.46;0.0;0.66;0;0;0;0;0;0;0;0;0;1;0
2017_08_02_11:29:17;979.0;964.0;50.42;1.88;0.67;0;0;0;0;0;0;0;0;0;1;0
2017_08_02_11:29:17;979.0;964.0;77.91;55.84;0.78;0;0;0;0;0;0;0;0;0;1;0
2017_08_02_11:29:17;979.0;964.0;82.59;65.15;0.82;0;0;0;0;0;0;0;0;1;0;0
2017_08_02_11:29:17;979.0;964.0;85.47;70.95;0.85;0;0;0;0;1;0;0;0;0;0;0
2017_08_02_11:29:17;979.0;964.0;83.67;67.32;0.83;0;0;0;0;0;0;0;1;0;0;0
2017_08_02_11:29:17;979.0;964.0;75.51;50.86;0.71;1;0;0;0;0;0;0;0;0;0;0
2017_08_02_11:29:17;979.0;964.0;85.23;70.46;0.85;0;0;0;0;0;0;0;0;0;0;1
2017_08_02_11:13:48;955.0;988.0;84.39;68.85;0.84;0;0;0;1;0;0;0;0;0;0;0
2017_08_02_11:13:48;955.0;988.0;86.07;72.04;0.87;0;0;0;0;0;0;1;0;0;0;0
2017_08_02_11:13:48;955.0;988.0;85.71;71.29;0.87;0;0;0;0;0;1;0;0;0;0;0
2017_08_02_11:13:48;955.0;988.0;86.07;72.03;0.87;0;1;0;0;0;0;0;0;0;0;0
2017_08_02_11:13:48;955.0;988.0;81.39;62.88;0.81;0;0;1;0;0;0;0;0;0;0;0
2017_08_02_11:13:48;955.0;988.0;80.91;61.9;0.81;0;0;0;0;0;0;0;0;0;1;0
