;id;timestamp;Linear Regression;Logistic Regression;Nearest Neighbors;RBF SVM;Linear SVM;Decision Tree;Random Forest;Neural Net;AdaBoost;Naive Bayes;QDA
0;866661103203360768;2017_07_13 14:49:12;[ 1.51378356];[2];[2];[2];[-3.86652046];[1];[2];[2];[1];[2];[1]
0;866668601419456512;2017_07_13 14:49:13;[ 1.57082444];[2];[1];[2];[-971.70446998];[1];[2];[2];[1];[2];[1]
0;866668290290184192;2017_07_13 14:49:13;[ 1.39292168];[1];[1];[2];[-7434.70816819];[1];[2];[2];[1];[1];[1]
0;869132139186573312;2017_07_13 14:49:13;[ 1.75876368];[2];[2];[2];[ 0.14338003];[2];[2];[2];[2];[2];[2]
0;866630898715947009;2017_07_13 14:49:14;[ 1.52148514];[2];[2];[2];[-676.16164679];[1];[2];[2];[1];[2];[1]
0;860779411116888064;2017_07_13 14:49:14;[ 1.77080708];[2];[2];[2];[ 0.16866702];[2];[2];[2];[2];[2];[2]
0;869140128438136832;2017_07_13 14:49:14;[ 1.83793189];[2];[2];[2];[ 56.47790323];[2];[2];[2];[2];[2];[2]
0;866661103203360768;2017_07_13 14:49:00;[ 1.50404698];[2];[1];[2];[ 1.66092925];[2];[2];[2];[1];[2];[2]
0;866668601419456512;2017_07_13 14:49:00;[ 1.55527757];[2];[1];[2];[ 206.48512341];[1];[2];[2];[1];[2];[2]
0;866668290290184192;2017_07_13 14:49:00;[ 1.34036693];[1];[1];[2];[ 1432.41909366];[2];[2];[2];[1];[1];[2]
0;869132139186573312;2017_07_13 14:49:01;[ 1.75564075];[2];[1];[2];[ 0.25322824];[2];[2];[2];[2];[2];[2]
0;866630898715947009;2017_07_13 14:49:01;[ 1.50694892];[2];[1];[2];[ 130.84978344];[2];[2];[2];[1];[2];[2]
0;860779411116888064;2017_07_13 14:49:02;[ 1.76994093];[2];[2];[2];[ 0.26346334];[2];[2];[2];[2];[2];[2]
0;869140128438136832;2017_07_13 14:49:02;[ 1.84122617];[2];[2];[2];[-2.72483881];[2];[2];[2];[2];[2];[2]
0;866661103203360768;2017_07_13 14:48:47;[ 1.51013196];[2];[1];[2];[-3.72085539];[2];[2];[2];[1];[2];[1]
0;866668601419456512;2017_07_13 14:48:47;[ 1.5575346];[2];[1];[2];[-987.82674132];[1];[2];[2];[1];[2];[1]
0;866668290290184192;2017_07_13 14:48:48;[ 1.36729016];[1];[1];[2];[-6417.72868296];[2];[2];[2];[1];[1];[1]
0;869132139186573312;2017_07_13 14:48:48;[ 1.75941515];[2];[2];[2];[ 2.26848108];[2];[2];[2];[2];[2];[2]
0;866630898715947009;2017_07_13 14:48:48;[ 1.51361971];[2];[2];[2];[-586.5642952];[2];[2];[2];[1];[2];[1]
0;860779411116888064;2017_07_13 14:48:49;[ 1.77270872];[2];[2];[2];[ 2.5983975];[2];[2];[2];[2];[2];[2]
0;869140128438136832;2017_07_13 14:48:49;[ 1.84428533];[2];[2];[2];[ 10.44155822];[2];[2];[2];[2];[2];[1]
0;866661103203360768;2017_07_13 14:48:34;[ 1.51060025];[2];[1];[2];[ 7.44515688];[1];[2];[2];[1];[2];[1]
0;866668601419456512;2017_07_13 14:48:34;[ 1.55877716];[2];[1];[2];[ 1072.3020013];[1];[2];[2];[1];[2];[1]
0;866668290290184192;2017_07_13 14:48:35;[ 1.35243501];[1];[1];[2];[ 6753.28147629];[1];[2];[2];[1];[1];[1]
0;869132139186573312;2017_07_13 14:48:35;[ 1.76127221];[2];[2];[2];[ 0.15474006];[2];[2];[2];[2];[2];[1]
0;866630898715947009;2017_07_13 14:48:36;[ 1.51438066];[2];[2];[2];[ 620.58274476];[1];[2];[2];[1];[2];[1]
0;860779411116888064;2017_07_13 14:48:36;[ 1.77325627];[2];[2];[2];[ 0.14309166];[2];[2];[2];[2];[2];[1]
0;869140128438136832;2017_07_13 14:48:36;[ 1.83846186];[2];[2];[2];[ 3.27672564];[2];[2];[2];[2];[2];[1]
0;866661103203360768;2017_07_13 14:48:21;[ 1.513986];[2];[1];[2];[-1.56234145];[1];[2];[2];[1];[2];[2]
0;866668601419456512;2017_07_13 14:48:21;[ 1.56681397];[2];[1];[2];[-252.90861755];[1];[2];[2];[1];[2];[1]
0;866668290290184192;2017_07_13 14:48:22;[ 1.35340868];[1];[1];[2];[-902.39209263];[1];[2];[2];[1];[1];[2]
0;869132139186573312;2017_07_13 14:48:22;[ 1.75872911];[2];[2];[2];[ 0.93216361];[2];[2];[2];[2];[2];[2]
0;866630898715947009;2017_07_13 14:48:23;[ 1.51752621];[2];[2];[2];[-86.12072014];[1];[2];[2];[1];[2];[2]
0;860779411116888064;2017_07_13 14:48:23;[ 1.76848137];[2];[2];[2];[ 1.08133586];[2];[2];[2];[2];[2];[2]
0;869140128438136832;2017_07_13 14:48:23;[ 1.8403417];[2];[2];[2];[-26.17902615];[2];[2];[2];[2];[2];[2]
0;866661103203360768;2017_07_13 14:48:06;[ 1.49990122];[2];[1];[2];[-1.48171162];[1];[2];[2];[1];[2];[1]
0;866668601419456512;2017_07_13 14:48:07;[ 1.55872054];[2];[1];[2];[-277.58321649];[1];[2];[2];[1];[2];[1]
0;866668290290184192;2017_07_13 14:48:07;[ 1.34056715];[1];[1];[2];[-1208.59433955];[1];[2];[2];[1];[1];[1]
0;869132139186573312;2017_07_13 14:48:08;[ 1.75836102];[2];[2];[2];[ 1.15465999];[2];[2];[2];[2];[2];[2]
0;866630898715947009;2017_07_13 14:48:08;[ 1.50119501];[2];[2];[2];[-113.11827079];[2];[2];[2];[1];[2];[1]
0;860779411116888064;2017_07_13 14:48:09;[ 1.77346372];[2];[2];[2];[ 1.3064541];[2];[2];[2];[2];[2];[2]
0;869140128438136832;2017_07_13 14:48:09;[ 1.84863252];[2];[2];[2];[-19.87208253];[2];[2];[2];[2];[2];[2]
0;866661103203360768;2017_07_13 14:47:53;[ 1.50730175];[2];[1];[2];[ 0.75633419];[2];[2];[2];[1];[2];[1]
0;866668601419456512;2017_07_13 14:47:54;[ 1.55283983];[2];[1];[2];[-124.04438869];[1];[2];[2];[2];[2];[1]
0;866668290290184192;2017_07_13 14:47:54;[ 1.33789582];[1];[1];[2];[-743.94051829];[1];[1];[2];[1];[1];[1]
0;869132139186573312;2017_07_13 14:47:54;[ 1.75912921];[2];[1];[2];[ 1.38257509];[2];[2];[2];[2];[2];[1]
0;866630898715947009;2017_07_13 14:47:55;[ 1.50778633];[2];[2];[2];[-67.36740005];[1];[2];[2];[1];[2];[1]
0;860779411116888064;2017_07_13 14:47:55;[ 1.77268867];[2];[2];[2];[ 1.56687692];[2];[2];[2];[2];[2];[1]
0;869140128438136832;2017_07_13 14:47:55;[ 1.84369575];[2];[2];[2];[ 1.00208336];[2];[2];[2];[2];[2];[2]
0;866661103203360768;2017_07_13 14:47:37;[ 1.5005724];[2];[1];[2];[ 1.83915891];[2];[2];[2];[1];[2];[1]
0;866668601419456512;2017_07_13 14:47:37;[ 1.54394391];[2];[1];[2];[ 23.01172065];[1];[1];[2];[1];[2];[1]
0;866668290290184192;2017_07_13 14:47:37;[ 1.32263011];[1];[1];[2];[ 104.335938];[1];[2];[2];[1];[1];[1]
0;869132139186573312;2017_07_13 14:47:38;[ 1.75910858];[2];[2];[2];[ 1.56033969];[2];[2];[2];[2];[2];[1]
0;866630898715947009;2017_07_13 14:47:38;[ 1.50433464];[2];[2];[2];[ 11.25299456];[1];[2];[2];[1];[2];[1]
0;860779411116888064;2017_07_13 14:47:39;[ 1.77226872];[2];[2];[2];[ 1.78145401];[2];[2];[2];[2];[2];[1]
0;869140128438136832;2017_07_13 14:47:39;[ 1.84449924];[2];[2];[2];[ 4.63021041];[2];[2];[2];[2];[2];[1]
0;866661103203360768;2017_07_13 14:47:24;[ 1.50873545];[2];[1];[2];[ 3.05981389];[2];[2];[2];[1];[2];[2]
0;866668601419456512;2017_07_13 14:47:24;[ 1.55829236];[2];[1];[2];[ 428.87292173];[1];[2];[2];[1];[2];[2]
0;866668290290184192;2017_07_13 14:47:24;[ 1.35605664];[1];[1];[2];[ 2756.42620641];[1];[2];[2];[1];[1];[1]
0;869132139186573312;2017_07_13 14:47:25;[ 1.75718801];[2];[2];[2];[ 0.69442291];[2];[2];[2];[2];[2];[2]
0;866630898715947009;2017_07_13 14:47:25;[ 1.51127087];[2];[2];[2];[ 253.50723932];[1];[2];[2];[1];[2];[2]
0;860779411116888064;2017_07_13 14:47:26;[ 1.77436533];[2];[2];[2];[ 0.81093488];[2];[2];[2];[2];[2];[2]
0;869140128438136832;2017_07_13 14:47:26;[ 1.84336863];[2];[2];[2];[ 0.60492843];[2];[2];[2];[2];[2];[2]
0;866661103203360768;2017_07_13 14:47:11;[ 1.51780196];[2];[2];[2];[ 1.02018808];[1];[2];[2];[1];[2];[1]
0;866668601419456512;2017_07_13 14:47:11;[ 1.53286712];[2];[1];[2];[ 14.55500993];[1];[2];[2];[1];[1];[1]
0;866668290290184192;2017_07_13 14:47:12;[ 1.12833965];[1];[1];[2];[ 38.51668616];[1];[2];[2];[1];[1];[1]
0;869132139186573312;2017_07_13 14:47:12;[ 1.76229359];[2];[2];[2];[ 1.01965114];[2];[2];[2];[2];[2];[2]
0;866630898715947009;2017_07_13 14:47:12;[ 1.50065583];[2];[2];[2];[ 4.74093653];[1];[2];[2];[1];[1];[1]
0;860779411116888064;2017_07_13 14:47:13;[ 1.7761013];[2];[2];[2];[ 1.15598775];[2];[2];[2];[2];[2];[1]
0;869140128438136832;2017_07_13 14:47:13;[ 1.84804756];[2];[2];[2];[ 5.08201379];[2];[2];[2];[2];[2];[1]
0;866661103203360768;2017_07_10 17:01:52;[ 1.52300851];[2];[2];[2];[ 1.83915857];[2];[2];[2];[1];[2];[2]
0;866668601419456512;2017_07_10 17:01:52;[ 1.54960541];[2];[1];[2];[-25.32225911];[1];[2];[2];[1];[1];[2]
0;866668290290184192;2017_07_10 17:01:53;[ 1.15860925];[1];[1];[2];[-447.72651566];[1];[2];[2];[1];[1];[2]
0;869132139186573312;2017_07_10 17:01:53;[ 1.75062746];[2];[2];[2];[ 1.28256755];[2];[2];[2];[2];[2];[2]
0;866630898715947009;2017_07_10 17:01:53;[ 1.50789646];[2];[2];[2];[-38.16857717];[1];[2];[2];[1];[2];[2]
0;860779411116888064;2017_07_10 17:01:53;[ 1.7704782];[2];[2];[2];[ 1.39401263];[2];[2];[2];[2];[2];[2]
0;869140128438136832;2017_07_10 17:01:54;[ 1.83851865];[2];[2];[2];[ 13.91943361];[2];[2];[2];[2];[2];[2]
0;866661103203360768;2017_07_10 16:50:22;[ 1.48784175];[2];[1];[2];[ 1.72257274];[1];[2];[2];[1];[2];[1]
0;866668601419456512;2017_07_10 16:50:23;[ 1.54857104];[2];[1];[2];[-37.66506519];[1];[2];[2];[1];[2];[1]
0;866668290290184192;2017_07_10 16:50:23;[ 1.33541633];[1];[1];[2];[-237.48789419];[1];[2];[2];[1];[1];[1]
0;869132139186573312;2017_07_10 16:50:23;[ 1.75690758];[2];[1];[2];[ 1.98618829];[2];[2];[2];[2];[2];[2]
0;866630898715947009;2017_07_10 16:50:24;[ 1.49347078];[2];[1];[2];[-19.80573943];[1];[2];[2];[1];[2];[1]
0;860779411116888064;2017_07_10 16:50:24;[ 1.77903189];[2];[2];[2];[ 2.26647883];[2];[2];[2];[2];[2];[2]
0;869140128438136832;2017_07_10 16:50:24;[ 1.83999137];[2];[2];[2];[ 2.56069643];[2];[2];[2];[2];[2];[2]
0;866661103203360768;2017_07_10 11:07:44;[ 1.78641993];[2];[2];[2];[ 0.20772686];[2];[2];[2];[2];[2];[2]
0;866668601419456512;2017_07_10 11:07:44;[ 1.72841385];[1];[2];[2];[-1585.99351856];[1];[2];[2];[2];[2];[2]
0;866668290290184192;2017_07_10 11:07:45;[ 1.81203866];[1];[2];[2];[-10169.01003819];[1];[2];[2];[2];[2];[2]
0;869132139186573312;2017_07_10 11:07:45;[ 1.97950667];[2];[2];[2];[ 9.09849109];[2];[2];[2];[2];[2];[2]
0;866630898715947009;2017_07_10 11:07:47;[ 1.81494088];[2];[2];[2];[-919.30590152];[2];[2];[2];[2];[1];[2]
0;860779411116888064;2017_07_10 11:07:47;[ 1.94369578];[2];[2];[2];[ 10.41051965];[2];[2];[2];[2];[2];[2]
0;869140128438136832;2017_07_10 11:07:47;[ 2.09294769];[2];[2];[2];[ 8.02935413];[2];[2];[2];[2];[2];[2]
0;866661103203360768;2017_07_10 11:00:49;[ 1.52668596];[2];[1];[2];[ 2.323498];[2];[2];[2];[1];[2];[1]
0;866668601419456512;2017_07_10 11:00:50;[ 1.63469614];[2];[1];[2];[ 123.66637768];[2];[2];[2];[2];[2];[1]
0;866668290290184192;2017_07_10 11:00:50;[ 1.39649973];[1];[1];[2];[ 388.17960975];[2];[2];[2];[1];[1];[1]
0;869132139186573312;2017_07_10 11:00:51;[ 1.68151503];[2];[2];[2];[ 1.67388063];[1];[2];[2];[1];[2];[1]
0;866630898715947009;2017_07_10 11:00:51;[ 1.34099988];[2];[1];[2];[ 39.13401951];[1];[2];[2];[1];[2];[1]
0;860779411116888064;2017_07_10 11:00:51;[ 1.80338866];[2];[2];[2];[ 1.88563286];[2];[2];[2];[2];[2];[1]
0;869140128438136832;2017_07_10 11:00:52;[ 1.92011913];[2];[2];[2];[ 18.61526723];[2];[2];[2];[2];[2];[2]
0;866661103203360768;2017_07_10 11:00:35;[ 1.52854692];[2];[1];[2];[-7.38775226];[2];[2];[2];[1];[2];[2]
0;866668601419456512;2017_07_10 11:00:36;[ 1.62933023];[2];[1];[2];[-1282.90057376];[2];[2];[2];[2];[2];[1]
0;866668290290184192;2017_07_10 11:00:37;[ 1.39421191];[1];[1];[2];[-7084.7895525];[1];[2];[2];[1];[1];[1]
0;869132139186573312;2017_07_10 11:00:37;[ 1.68334231];[2];[2];[2];[ 1.42537844];[2];[2];[2];[2];[2];[2]
0;866630898715947009;2017_07_10 11:00:38;[ 1.33848759];[2];[2];[2];[-652.25271513];[1];[2];[2];[1];[2];[2]
0;860779411116888064;2017_07_10 11:00:38;[ 1.8012909];[2];[2];[2];[ 1.55348462];[2];[2];[2];[2];[2];[2]
0;869140128438136832;2017_07_10 11:00:39;[ 1.91858342];[2];[2];[2];[-38.7807067];[2];[2];[2];[2];[2];[1]
0;866661103203360768;2017_07_10 11:00:21;[ 1.52778509];[2];[2];[2];[-4.07120962];[2];[2];[2];[1];[2];[1]
0;866668601419456512;2017_07_10 11:00:22;[ 1.63150969];[2];[1];[2];[-785.24416768];[1];[2];[2];[2];[2];[1]
0;866668290290184192;2017_07_10 11:00:22;[ 1.40755535];[1];[1];[2];[-4948.77897892];[2];[2];[2];[1];[1];[1]
0;869132139186573312;2017_07_10 11:00:23;[ 1.68765541];[2];[2];[2];[ 2.01148907];[2];[2];[2];[1];[2];[2]
0;866630898715947009;2017_07_10 11:00:23;[ 1.34468998];[2];[1];[2];[-450.98859243];[1];[2];[2];[1];[2];[1]
0;860779411116888064;2017_07_10 11:00:23;[ 1.80873584];[2];[2];[2];[ 2.3213984];[2];[2];[2];[2];[2];[1]
0;869140128438136832;2017_07_10 11:00:24;[ 1.92101903];[2];[2];[2];[ 2.47740122];[2];[2];[2];[2];[2];[1]
0;866661103203360768;2017_07_10 11:00:09;[ 1.52034925];[2];[1];[2];[ 2.79932174];[2];[2];[2];[1];[2];[1]
0;866668601419456512;2017_07_10 11:00:09;[ 1.62315772];[2];[1];[2];[ 137.90530096];[2];[2];[2];[2];[2];[1]
0;866668290290184192;2017_07_10 11:00:10;[ 1.40204846];[1];[1];[2];[ 910.86220964];[1];[2];[2];[1];[1];[1]
0;869132139186573312;2017_07_10 11:00:10;[ 1.68087928];[2];[2];[2];[ 1.99845577];[2];[2];[2];[1];[2];[2]
0;866630898715947009;2017_07_10 11:00:11;[ 1.33221017];[2];[1];[2];[ 84.84439896];[1];[2];[2];[1];[2];[1]
0;860779411116888064;2017_07_10 11:00:11;[ 1.80214922];[2];[2];[2];[ 2.23689164];[2];[2];[2];[2];[2];[2]
0;869140128438136832;2017_07_10 11:00:11;[ 1.9236705];[2];[2];[2];[ 1.29658719];[2];[2];[2];[2];[2];[2]
0;866661103203360768;2017_07_10 10:59:56;[ 1.54133947];[2];[1];[2];[ 1.88599331];[2];[2];[2];[1];[2];[2]
0;866668601419456512;2017_07_10 10:59:57;[ 1.63927574];[2];[1];[2];[-5.20343254];[2];[2];[2];[2];[2];[2]
0;866668290290184192;2017_07_10 10:59:57;[ 1.40434665];[1];[1];[2];[-18.82306068];[2];[2];[2];[1];[1];[1]
0;869132139186573312;2017_07_10 10:59:57;[ 1.68231521];[2];[2];[2];[ 1.83153071];[1];[2];[2];[1];[2];[2]
0;866630898715947009;2017_07_10 10:59:58;[ 1.34771317];[2];[2];[2];[-0.09415673];[1];[2];[2];[1];[2];[2]
0;860779411116888064;2017_07_10 10:59:58;[ 1.80231776];[2];[2];[2];[ 2.03434341];[1];[2];[2];[2];[2];[2]
0;869140128438136832;2017_07_10 10:59:59;[ 1.92440156];[2];[2];[2];[ 2.035563];[2];[2];[2];[2];[2];[2]
0;866661103203360768;2017_07_10 10:59:42;[ 1.52144882];[2];[1];[2];[ 6.92149571];[2];[2];[2];[1];[2];[1]
0;866668601419456512;2017_07_10 10:59:42;[ 1.62098078];[2];[1];[2];[ 334.32889711];[2];[2];[2];[2];[2];[1]
0;866668290290184192;2017_07_10 10:59:43;[ 1.3825791];[1];[1];[2];[ 494.26192763];[1];[2];[2];[1];[1];[1]
0;869132139186573312;2017_07_10 10:59:43;[ 1.68148226];[2];[2];[2];[ 2.50537029];[2];[2];[2];[2];[2];[2]
0;866630898715947009;2017_07_10 10:59:44;[ 1.33515777];[2];[2];[2];[ 56.92917215];[1];[2];[2];[1];[2];[1]
0;860779411116888064;2017_07_10 10:59:44;[ 1.80217972];[2];[2];[2];[ 2.75683277];[2];[2];[2];[2];[2];[2]
0;869140128438136832;2017_07_10 10:59:44;[ 1.92465789];[2];[2];[2];[ 67.75087869];[2];[2];[2];[2];[2];[2]
0;866661103203360768;2017_07_10 10:59:29;[ 1.5177486];[2];[2];[2];[ 2.10542656];[2];[2];[2];[1];[2];[1]
0;866668601419456512;2017_07_10 10:59:29;[ 1.62016961];[2];[1];[2];[ 8.05201492];[2];[2];[2];[2];[2];[1]
0;866668290290184192;2017_07_10 10:59:29;[ 1.3901737];[1];[1];[2];[ 2.05036108];[1];[2];[2];[1];[1];[1]
0;869132139186573312;2017_07_10 10:59:30;[ 1.67422328];[2];[2];[2];[ 2.00323362];[2];[2];[2];[2];[2];[2]
0;866630898715947009;2017_07_10 10:59:30;[ 1.33035875];[2];[2];[2];[ 2.35783971];[1];[2];[2];[1];[2];[1]
0;860779411116888064;2017_07_10 10:59:31;[ 1.79562952];[2];[2];[2];[ 2.2952293];[2];[2];[2];[2];[2];[2]
0;869140128438136832;2017_07_10 10:59:31;[ 1.91981564];[2];[2];[2];[ 4.55057446];[2];[2];[2];[2];[2];[1]
0;866661103203360768;2017_07_10 10:59:13;[ 1.54040481];[2];[1];[2];[ 2.51131945];[1];[2];[2];[1];[2];[1]
0;866668601419456512;2017_07_10 10:59:14;[ 1.63710193];[2];[1];[2];[ 141.37716837];[1];[2];[2];[2];[2];[1]
0;866668290290184192;2017_07_10 10:59:14;[ 1.40291967];[1];[1];[2];[ 922.67663314];[1];[2];[2];[1];[1];[1]
0;869132139186573312;2017_07_10 10:59:15;[ 1.68744579];[2];[2];[2];[ 1.63597536];[2];[2];[2];[1];[2];[2]
0;866630898715947009;2017_07_10 10:59:16;[ 1.35476137];[2];[2];[2];[ 85.82717277];[1];[2];[2];[1];[2];[1]
0;860779411116888064;2017_07_10 10:59:17;[ 1.80452264];[2];[2];[2];[ 1.85523876];[2];[2];[2];[2];[2];[2]
0;869140128438136832;2017_07_10 10:59:17;[ 1.91932907];[2];[2];[2];[ 1.6428261];[2];[2];[2];[2];[2];[1]
0;866661103203360768;2017_07_10 10:58:56;[ 1.53317442];[2];[1];[2];[ 6.01597161];[2];[2];[2];[1];[2];[1]
0;866668601419456512;2017_07_10 10:58:57;[ 1.63029364];[2];[1];[2];[ 270.10337324];[2];[2];[2];[2];[2];[1]
0;866668290290184192;2017_07_10 10:58:57;[ 1.40307344];[1];[1];[2];[ 1720.74315422];[1];[2];[2];[1];[1];[1]
0;869132139186573312;2017_07_10 10:58:57;[ 1.68188538];[2];[2];[2];[ 3.17885871];[2];[2];[2];[1];[2];[2]
0;866630898715947009;2017_07_10 10:58:58;[ 1.34345437];[2];[2];[2];[ 160.33990179];[1];[2];[2];[1];[2];[1]
0;860779411116888064;2017_07_10 10:58:58;[ 1.79970469];[2];[2];[2];[ 3.53620643];[2];[2];[2];[2];[2];[2]
0;869140128438136832;2017_07_10 10:58:59;[ 1.92454758];[2];[2];[2];[ 1.74249738];[2];[2];[2];[2];[2];[2]
0;866661103203360768;2017_07_10 10:58:42;[ 1.52283261];[2];[2];[2];[-0.54986783];[2];[2];[2];[1];[2];[2]
0;866668601419456512;2017_07_10 10:58:42;[ 1.63247881];[2];[1];[2];[-275.88313933];[2];[2];[2];[2];[2];[2]
0;866668290290184192;2017_07_10 10:58:43;[ 1.39877862];[1];[1];[2];[-1128.50732441];[1];[2];[2];[1];[1];[1]
0;869132139186573312;2017_07_10 10:58:43;[ 1.67541785];[2];[1];[2];[ 1.97668366];[2];[2];[2];[1];[2];[2]
0;866630898715947009;2017_07_10 10:58:44;[ 1.32909445];[2];[2];[2];[-104.95699485];[1];[2];[2];[1];[2];[2]
0;860779411116888064;2017_07_10 10:58:44;[ 1.79862857];[2];[2];[2];[ 2.25876409];[2];[2];[2];[2];[2];[2]
0;869140128438136832;2017_07_10 10:58:45;[ 1.920755];[2];[2];[2];[-21.99179845];[2];[2];[2];[2];[2];[2]
0;866661103203360768;2017_06_26 17:30:21;[ 1.53529355];[2];[2];[2];[ 2.05103224];[2];[2];[2];[1];[2];[1]
0;866668601419456512;2017_06_26 17:30:22;[ 1.63056637];[2];[1];[2];[-2.38890532];[2];[2];[2];[2];[2];[1]
0;866668290290184192;2017_06_26 17:30:22;[ 1.40102822];[1];[1];[2];[-64.41849928];[1];[2];[2];[1];[1];[1]
0;869132139186573312;2017_06_26 17:30:22;[ 1.68122945];[2];[2];[2];[ 1.93035251];[2];[2];[2];[2];[2];[2]
0;866630898715947009;2017_06_26 17:30:23;[ 1.34435009];[2];[2];[2];[-3.60664117];[1];[2];[2];[1];[2];[1]
0;860779411116888064;2017_06_26 17:30:23;[ 1.80013848];[2];[2];[2];[ 2.16690531];[2];[2];[2];[2];[2];[2]
0;869140128438136832;2017_06_26 17:30:23;[ 1.92575125];[2];[2];[2];[ 3.69676129];[2];[2];[2];[2];[2];[2]
0;866661103203360768;2017_06_26 17:30:09;[ 1.52813125];[2];[2];[2];[ 2.81481373];[2];[2];[2];[1];[2];[1]
0;866668601419456512;2017_06_26 17:30:09;[ 1.62548547];[2];[1];[2];[ 72.70491258];[1];[2];[2];[2];[2];[1]
0;866668290290184192;2017_06_26 17:30:09;[ 1.39861821];[1];[1];[2];[ 461.17655275];[1];[2];[2];[1];[1];[1]
0;869132139186573312;2017_06_26 17:30:09;[ 1.68139271];[2];[2];[2];[ 2.30789006];[2];[2];[2];[2];[2];[1]
0;866630898715947009;2017_06_26 17:30:10;[ 1.34073903];[2];[2];[2];[ 43.92232423];[1];[2];[2];[1];[2];[1]
0;860779411116888064;2017_06_26 17:30:10;[ 1.79919147];[2];[2];[2];[ 2.57388781];[2];[2];[2];[2];[2];[2]
0;869140128438136832;2017_06_26 17:30:10;[ 1.92580551];[2];[2];[2];[ 2.2083895];[2];[2];[2];[2];[2];[1]
0;866661103203360768;2017_06_26 17:29:55;[ 1.53469226];[2];[2];[2];[ 0.50708238];[2];[2];[2];[1];[2];[1]
0;866668601419456512;2017_06_26 17:29:55;[ 1.62829648];[2];[1];[2];[-133.46764625];[2];[2];[2];[2];[2];[1]
0;866668290290184192;2017_06_26 17:29:55;[ 1.39732551];[1];[1];[2];[-413.80194643];[1];[2];[2];[1];[1];[1]
0;869132139186573312;2017_06_26 17:29:56;[ 1.68362145];[2];[2];[2];[ 1.93220709];[2];[2];[2];[2];[2];[1]
0;866630898715947009;2017_06_26 17:29:56;[ 1.34307324];[2];[2];[2];[-37.82344516];[1];[2];[2];[1];[2];[1]
0;860779411116888064;2017_06_26 17:29:56;[ 1.80384636];[2];[2];[2];[ 2.14651828];[2];[2];[2];[2];[2];[1]
0;869140128438136832;2017_06_26 17:29:56;[ 1.92550146];[2];[2];[2];[-12.13546806];[2];[2];[2];[2];[2];[1]
0;866661103203360768;2017_06_26 17:29:41;[ 1.52413697];[2];[2];[2];[ 6.91825845];[2];[2];[2];[1];[2];[2]
0;866668601419456512;2017_06_26 17:29:41;[ 1.61361293];[2];[1];[2];[ 800.9294489];[2];[2];[2];[2];[2];[2]
0;866668290290184192;2017_06_26 17:29:42;[ 1.38724532];[1];[1];[2];[ 5056.04896085];[1];[1];[2];[1];[1];[2]
0;869132139186573312;2017_06_26 17:29:42;[ 1.67395238];[2];[2];[2];[ 1.97684817];[2];[2];[2];[1];[2];[2]
0;866630898715947009;2017_06_26 17:29:42;[ 1.32822515];[2];[2];[2];[ 459.01228108];[1];[2];[2];[1];[2];[2]
0;860779411116888064;2017_06_26 17:29:43;[ 1.79518615];[2];[2];[2];[ 2.21720173];[2];[2];[2];[2];[2];[2]
0;869140128438136832;2017_06_26 17:29:43;[ 1.92955364];[2];[2];[2];[ 2.46703927];[2];[2];[2];[2];[2];[2]
0;866661103203360768;2017_06_26 17:29:26;[ 1.53589119];[2];[2];[2];[ 1.07191619];[2];[2];[2];[1];[2];[1]
0;866668601419456512;2017_06_26 17:29:27;[ 1.63152994];[2];[1];[2];[-174.24747107];[2];[2];[2];[2];[2];[1]
0;866668290290184192;2017_06_26 17:29:28;[ 1.40480564];[1];[1];[2];[-809.37121459];[1];[2];[2];[1];[1];[1]
0;869132139186573312;2017_06_26 17:29:28;[ 1.67949821];[2];[2];[2];[ 2.05403644];[2];[2];[2];[1];[2];[1]
0;866630898715947009;2017_06_26 17:29:28;[ 1.34599568];[2];[1];[2];[-72.93821046];[1];[2];[2];[1];[2];[1]
0;860779411116888064;2017_06_26 17:29:29;[ 1.79457927];[2];[2];[2];[ 2.29176828];[2];[2];[2];[2];[2];[2]
0;869140128438136832;2017_06_26 17:29:29;[ 1.92288138];[2];[2];[2];[-7.55066773];[2];[2];[2];[2];[2];[2]
0;866661103203360768;2017_06_26 17:29:12;[ 1.53060932];[2];[2];[2];[ 0.58298552];[2];[2];[2];[1];[2];[1]
0;866668601419456512;2017_06_26 17:29:13;[ 1.62992516];[2];[1];[2];[-64.57579869];[2];[2];[2];[2];[2];[1]
0;866668290290184192;2017_06_26 17:29:13;[ 1.40023459];[1];[1];[2];[-254.00345831];[1];[2];[2];[1];[1];[1]
0;869132139186573312;2017_06_26 17:29:13;[ 1.67454614];[2];[2];[2];[ 1.25319254];[2];[2];[2];[1];[2];[1]
0;866630898715947009;2017_06_26 17:29:14;[ 1.34031829];[2];[2];[2];[-22.75835249];[1];[2];[2];[1];[2];[1]
0;860779411116888064;2017_06_26 17:29:14;[ 1.7939615];[2];[2];[2];[ 1.41039466];[2];[2];[2];[2];[2];[1]
0;869140128438136832;2017_06_26 17:29:14;[ 1.92919519];[2];[2];[2];[-2.91659743];[2];[2];[2];[2];[2];[1]
0;866661103203360768;2017_06_26 17:28:59;[ 1.52234946];[2];[2];[2];[ 2.94763119];[2];[2];[2];[1];[2];[1]
0;866668601419456512;2017_06_26 17:28:59;[ 1.61961728];[2];[1];[2];[ 187.37258164];[2];[2];[2];[2];[1];[1]
