;id;created_at;retweet_count
73;8.514056022701875e+17;Mon Apr 10 12:04:48 +0000 2017;0.0
74;8.514055644040028e+17;Mon Apr 10 12:04:39 +0000 2017;0.0
75;8.514054142604534e+17;Mon Apr 10 12:04:03 +0000 2017;0.0
76;8.514053748634214e+17;Mon Apr 10 12:03:54 +0000 2017;0.0
77;8.514060688109978e+17;Mon Apr 10 12:06:39 +0000 2017;1.0
78;8.514061958102139e+17;Mon Apr 10 12:07:10 +0000 2017;1.0
79;8.514054621888184e+17;Mon Apr 10 12:04:15 +0000 2017;0.0
80;8.514054440274903e+17;Mon Apr 10 12:04:10 +0000 2017;0.0
81;8.514054244860027e+17;Mon Apr 10 12:04:06 +0000 2017;0.0
82;8.51405474478125e+17;Mon Apr 10 12:04:18 +0000 2017;0.0
83;8.514060650444227e+17;Mon Apr 10 12:06:38 +0000 2017;0.0
84;8.514053922781471e+17;Mon Apr 10 12:03:58 +0000 2017;1.0
85;8.514061766800712e+17;Mon Apr 10 12:07:05 +0000 2017;0.0
86;8.514053780048978e+17;Mon Apr 10 12:03:55 +0000 2017;0.0
87;8.514055521606943e+17;Mon Apr 10 12:04:36 +0000 2017;0.0
88;8.514055491786957e+17;Mon Apr 10 12:04:35 +0000 2017;0.0
89;8.514053596800287e+17;Mon Apr 10 12:03:50 +0000 2017;0.0
90;8.514053740706406e+17;Mon Apr 10 12:03:54 +0000 2017;0.0
91;8.514053825767301e+17;Mon Apr 10 12:03:56 +0000 2017;0.0
92;8.514055803297669e+17;Mon Apr 10 12:04:43 +0000 2017;0.0
93;8.514053585265951e+17;Mon Apr 10 12:03:50 +0000 2017;0.0
94;8.514061944094351e+17;Mon Apr 10 12:07:09 +0000 2017;0.0
95;8.514053912379269e+17;Mon Apr 10 12:03:58 +0000 2017;0.0
96;8.517879850706412e+17;Tue Apr 11 13:24:15 +0000 2017;0.0
97;8.514063744498934e+17;Mon Apr 10 12:07:52 +0000 2017;0.0
98;8.517879485887488e+17;Tue Apr 11 13:24:07 +0000 2017;1.0
99;8.514062942338703e+17;Mon Apr 10 12:07:33 +0000 2017;1.0
100;8.514063178058547e+17;Mon Apr 10 12:07:39 +0000 2017;0.0
101;8.517879769296282e+17;Tue Apr 11 13:24:13 +0000 2017;0.0
102;8.514063633978368e+17;Mon Apr 10 12:07:50 +0000 2017;0.0
103;8.514062637664379e+17;Mon Apr 10 12:07:26 +0000 2017;0.0
104;8.517879444321608e+17;Tue Apr 11 13:24:06 +0000 2017;0.0
105;8.514063775578194e+17;Mon Apr 10 12:07:53 +0000 2017;0.0
106;8.514063330227528e+17;Mon Apr 10 12:07:42 +0000 2017;0.0
107;8.514063247432335e+17;Mon Apr 10 12:07:40 +0000 2017;0.0
108;8.514062491869102e+17;Mon Apr 10 12:07:22 +0000 2017;0.0
109;8.517879484964905e+17;Tue Apr 11 13:24:07 +0000 2017;3.0
110;8.514064231919534e+17;Mon Apr 10 12:08:04 +0000 2017;0.0
111;8.51787980855554e+17;Tue Apr 11 13:24:14 +0000 2017;0.0
112;8.514062939444756e+17;Mon Apr 10 12:07:33 +0000 2017;0.0
113;8.514062112999014e+17;Mon Apr 10 12:07:13 +0000 2017;0.0
114;8.51406341608534e+17;Mon Apr 10 12:07:44 +0000 2017;0.0
115;8.517879520532562e+17;Tue Apr 11 13:24:07 +0000 2017;0.0
116;8.51406276185772e+17;Mon Apr 10 12:07:29 +0000 2017;0.0
117;8.514062313822331e+17;Mon Apr 10 12:07:18 +0000 2017;0.0
118;8.514062889658163e+17;Mon Apr 10 12:07:32 +0000 2017;0.0
119;8.514064025350062e+17;Mon Apr 10 12:07:59 +0000 2017;0.0
120;8.514062528360407e+17;Mon Apr 10 12:07:23 +0000 2017;0.0
121;8.514063452531753e+17;Mon Apr 10 12:07:45 +0000 2017;0.0
122;8.514064132094894e+17;Mon Apr 10 12:08:01 +0000 2017;0.0
123;8.51787982956671e+17;Tue Apr 11 13:24:15 +0000 2017;0.0
124;8.514063928418632e+17;Mon Apr 10 12:07:57 +0000 2017;0.0
125;8.514062534316892e+17;Mon Apr 10 12:07:23 +0000 2017;0.0
126;8.514063218533581e+17;Mon Apr 10 12:07:40 +0000 2017;0.0
127;8.514062585780429e+17;Mon Apr 10 12:07:25 +0000 2017;0.0
128;8.514062404670833e+17;Mon Apr 10 12:07:20 +0000 2017;0.0
129;8.514063936011346e+17;Mon Apr 10 12:07:57 +0000 2017;0.0
130;8.517879466509885e+17;Tue Apr 11 13:24:06 +0000 2017;0.0
131;8.514062168405729e+17;Mon Apr 10 12:07:15 +0000 2017;0.0
132;8.514062151880172e+17;Mon Apr 10 12:07:14 +0000 2017;0.0
133;8.514062310760407e+17;Mon Apr 10 12:07:18 +0000 2017;0.0
134;8.517879883255849e+17;Tue Apr 11 13:24:16 +0000 2017;0.0
135;8.51406310855893e+17;Mon Apr 10 12:07:37 +0000 2017;0.0
136;8.514063027942277e+17;Mon Apr 10 12:07:35 +0000 2017;0.0
137;8.514064195931341e+17;Mon Apr 10 12:08:03 +0000 2017;6.0
138;8.514063004916613e+17;Mon Apr 10 12:07:35 +0000 2017;0.0
139;8.514064206166385e+17;Mon Apr 10 12:08:03 +0000 2017;0.0
140;8.514062693029192e+17;Mon Apr 10 12:07:27 +0000 2017;0.0
141;8.514062347418747e+17;Mon Apr 10 12:07:19 +0000 2017;2.0
142;8.514062346831544e+17;Mon Apr 10 12:07:19 +0000 2017;0.0
143;8.51787936060375e+17;Tue Apr 11 13:24:04 +0000 2017;0.0
144;8.514062595888087e+17;Mon Apr 10 12:07:25 +0000 2017;0.0
145;8.51406219810046e+17;Mon Apr 10 12:07:15 +0000 2017;0.0
146;8.514062994977341e+17;Mon Apr 10 12:07:34 +0000 2017;0.0
147;8.517879626478387e+17;Tue Apr 11 13:24:10 +0000 2017;0.0
148;8.514063617244242e+17;Mon Apr 10 12:07:49 +0000 2017;0.0
149;8.514063229061489e+17;Mon Apr 10 12:07:40 +0000 2017;0.0
150;8.517879755832484e+17;Tue Apr 11 13:24:13 +0000 2017;0.0
151;8.514063458279096e+17;Mon Apr 10 12:07:45 +0000 2017;0.0
152;8.514063928041595e+17;Mon Apr 10 12:07:57 +0000 2017;0.0
153;8.514064182132982e+17;Mon Apr 10 12:08:03 +0000 2017;0.0
154;8.514062984869069e+17;Mon Apr 10 12:07:34 +0000 2017;0.0
155;8.514063146517381e+17;Mon Apr 10 12:07:38 +0000 2017;1.0
156;8.514062145169367e+17;Mon Apr 10 12:07:14 +0000 2017;0.0
157;8.514062980757586e+17;Mon Apr 10 12:07:34 +0000 2017;0.0
158;8.51787946349011e+17;Tue Apr 11 13:24:06 +0000 2017;0.0
159;8.514062208377037e+17;Mon Apr 10 12:07:16 +0000 2017;0.0
160;8.517879383252869e+17;Tue Apr 11 13:24:04 +0000 2017;0.0
161;8.514062432227533e+17;Mon Apr 10 12:07:21 +0000 2017;5.0
162;8.517879412571177e+17;Tue Apr 11 13:24:05 +0000 2017;2.0
163;8.517879480432722e+17;Tue Apr 11 13:24:06 +0000 2017;0.0
164;8.5140635011038e+17;Mon Apr 10 12:07:46 +0000 2017;0.0
165;8.514063014900122e+17;Mon Apr 10 12:07:35 +0000 2017;0.0
166;8.514062852245094e+17;Mon Apr 10 12:07:31 +0000 2017;2.0
167;8.514064127774843e+17;Mon Apr 10 12:08:01 +0000 2017;2.0
168;8.51406263795757e+17;Mon Apr 10 12:07:26 +0000 2017;0.0
169;8.514062269614408e+17;Mon Apr 10 12:07:17 +0000 2017;0.0
170;8.514063611706737e+17;Mon Apr 10 12:07:49 +0000 2017;0.0
171;8.514062609436713e+17;Mon Apr 10 12:07:25 +0000 2017;0.0
172;8.514062621642179e+17;Mon Apr 10 12:07:25 +0000 2017;0.0
173;8.514062739376456e+17;Mon Apr 10 12:07:28 +0000 2017;0.0
174;8.51406235329069e+17;Mon Apr 10 12:07:19 +0000 2017;0.0
175;8.514063440789299e+17;Mon Apr 10 12:07:45 +0000 2017;1.0
176;8.514063202805023e+17;Mon Apr 10 12:07:39 +0000 2017;0.0
177;8.514063598705254e+17;Mon Apr 10 12:07:49 +0000 2017;0.0
178;8.517879532570296e+17;Tue Apr 11 13:24:08 +0000 2017;0.0
179;8.514062549500314e+17;Mon Apr 10 12:07:24 +0000 2017;0.0
180;8.514062883618611e+17;Mon Apr 10 12:07:32 +0000 2017;0.0
181;8.514063836185887e+17;Mon Apr 10 12:07:54 +0000 2017;0.0
182;8.514063124076954e+17;Mon Apr 10 12:07:37 +0000 2017;0.0
183;8.514064001526456e+17;Mon Apr 10 12:07:58 +0000 2017;0.0
184;8.517879657938002e+17;Tue Apr 11 13:24:11 +0000 2017;0.0
185;8.514063600466002e+17;Mon Apr 10 12:07:49 +0000 2017;0.0
186;8.514064011592622e+17;Mon Apr 10 12:07:59 +0000 2017;0.0
187;8.51787983468589e+17;Tue Apr 11 13:24:15 +0000 2017;0.0
188;8.51788105602433e+17;Tue Apr 11 13:24:44 +0000 2017;0.0
189;8.517882072764252e+17;Tue Apr 11 13:25:08 +0000 2017;0.0
190;8.517882065216348e+17;Tue Apr 11 13:25:08 +0000 2017;0.0
191;8.517880423314473e+17;Tue Apr 11 13:24:29 +0000 2017;0.0
192;8.517880757264507e+17;Tue Apr 11 13:24:37 +0000 2017;0.0
193;8.517881148048425e+17;Tue Apr 11 13:24:46 +0000 2017;0.0
194;8.517881556909056e+17;Tue Apr 11 13:24:56 +0000 2017;1.0
195;8.517880523013038e+17;Tue Apr 11 13:24:31 +0000 2017;0.0
196;8.517881436658442e+17;Tue Apr 11 13:24:53 +0000 2017;0.0
197;8.517881041764639e+17;Tue Apr 11 13:24:44 +0000 2017;0.0
198;8.517881851517051e+17;Tue Apr 11 13:25:03 +0000 2017;0.0
199;8.517881121078436e+17;Tue Apr 11 13:24:46 +0000 2017;0.0
200;8.517880094103716e+17;Tue Apr 11 13:24:21 +0000 2017;1.0
201;8.517881504647086e+17;Tue Apr 11 13:24:55 +0000 2017;0.0
202;8.517880856586076e+17;Tue Apr 11 13:24:39 +0000 2017;0.0
203;8.517882048607437e+17;Tue Apr 11 13:25:08 +0000 2017;0.0
204;8.517880685877903e+17;Tue Apr 11 13:24:35 +0000 2017;0.0
205;8.51788028620288e+17;Tue Apr 11 13:24:26 +0000 2017;0.0
206;8.517882046174536e+17;Tue Apr 11 13:25:08 +0000 2017;0.0
207;8.51788051860906e+17;Tue Apr 11 13:24:31 +0000 2017;0.0
208;8.517881263097119e+17;Tue Apr 11 13:24:49 +0000 2017;0.0
209;8.517880221988004e+17;Tue Apr 11 13:24:24 +0000 2017;4.0
210;8.517880123631452e+17;Tue Apr 11 13:24:22 +0000 2017;0.0
211;8.51788167162114e+17;Tue Apr 11 13:24:59 +0000 2017;0.0
212;8.517881824967066e+17;Tue Apr 11 13:25:02 +0000 2017;0.0
213;8.51787995816616e+17;Tue Apr 11 13:24:18 +0000 2017;0.0
214;8.517880887580836e+17;Tue Apr 11 13:24:40 +0000 2017;0.0
215;8.517880340896358e+17;Tue Apr 11 13:24:27 +0000 2017;0.0
216;8.517880586598892e+17;Tue Apr 11 13:24:33 +0000 2017;0.0
217;8.517881848957338e+17;Tue Apr 11 13:25:03 +0000 2017;1.0
218;8.517881671203881e+17;Tue Apr 11 13:24:59 +0000 2017;0.0
219;8.517881890564997e+17;Tue Apr 11 13:25:04 +0000 2017;0.0
220;8.517880131265249e+17;Tue Apr 11 13:24:22 +0000 2017;0.0
221;8.517880741198684e+17;Tue Apr 11 13:24:36 +0000 2017;0.0
222;8.517881951759729e+17;Tue Apr 11 13:25:05 +0000 2017;0.0
223;8.517880962240717e+17;Tue Apr 11 13:24:42 +0000 2017;0.0
224;8.517880097375273e+17;Tue Apr 11 13:24:21 +0000 2017;0.0
225;8.51788034928513e+17;Tue Apr 11 13:24:27 +0000 2017;0.0
226;8.517880728869683e+17;Tue Apr 11 13:24:36 +0000 2017;0.0
227;8.517880114529935e+17;Tue Apr 11 13:24:22 +0000 2017;0.0
228;8.517881051747164e+17;Tue Apr 11 13:24:44 +0000 2017;0.0
229;8.517880297232794e+17;Tue Apr 11 13:24:26 +0000 2017;0.0
230;8.517880978682388e+17;Tue Apr 11 13:24:42 +0000 2017;0.0
231;8.517881274968105e+17;Tue Apr 11 13:24:49 +0000 2017;0.0
232;8.517881615251743e+17;Tue Apr 11 13:24:57 +0000 2017;0.0
233;8.517881854620344e+17;Tue Apr 11 13:25:03 +0000 2017;0.0
234;8.517881005860454e+17;Tue Apr 11 13:24:43 +0000 2017;0.0
235;8.517880451289457e+17;Tue Apr 11 13:24:30 +0000 2017;0.0
236;8.51788001499861e+17;Tue Apr 11 13:24:19 +0000 2017;0.0
237;8.51788204592255e+17;Tue Apr 11 13:25:08 +0000 2017;0.0
238;8.517879927589765e+17;Tue Apr 11 13:24:17 +0000 2017;1.0
239;8.517881860408893e+17;Tue Apr 11 13:25:03 +0000 2017;0.0
240;8.51788110979584e+17;Tue Apr 11 13:24:45 +0000 2017;0.0
241;8.517881036563743e+17;Tue Apr 11 13:24:44 +0000 2017;0.0
242;8.517881982043832e+17;Tue Apr 11 13:25:06 +0000 2017;0.0
243;8.517881258609213e+17;Tue Apr 11 13:24:49 +0000 2017;0.0
244;8.517881670994166e+17;Tue Apr 11 13:24:59 +0000 2017;0.0
245;8.517881285956526e+17;Tue Apr 11 13:24:49 +0000 2017;0.0
246;8.517881118772142e+17;Tue Apr 11 13:24:45 +0000 2017;0.0
247;8.517880833014252e+17;Tue Apr 11 13:24:39 +0000 2017;0.0
248;8.51787990724735e+17;Tue Apr 11 13:24:17 +0000 2017;0.0
249;8.517880317114696e+17;Tue Apr 11 13:24:26 +0000 2017;0.0
250;8.517881485060751e+17;Tue Apr 11 13:24:54 +0000 2017;0.0
251;8.517881732818248e+17;Tue Apr 11 13:25:00 +0000 2017;0.0
252;8.517880639530476e+17;Tue Apr 11 13:24:34 +0000 2017;0.0
253;8.517881573728338e+17;Tue Apr 11 13:24:56 +0000 2017;1.0
254;8.517882017525391e+17;Tue Apr 11 13:25:07 +0000 2017;0.0
255;8.517881792209633e+17;Tue Apr 11 13:25:02 +0000 2017;0.0
256;8.517880502125076e+17;Tue Apr 11 13:24:31 +0000 2017;0.0
257;8.517881506576056e+17;Tue Apr 11 13:24:55 +0000 2017;1.0
258;8.51788145108693e+17;Tue Apr 11 13:24:53 +0000 2017;2.0
259;8.51788208891351e+17;Tue Apr 11 13:25:09 +0000 2017;0.0
260;8.517880326551429e+17;Tue Apr 11 13:24:27 +0000 2017;0.0
261;8.517881728162447e+17;Tue Apr 11 13:25:00 +0000 2017;1.0
262;8.517881330794127e+17;Tue Apr 11 13:24:51 +0000 2017;0.0
263;8.517880931999621e+17;Tue Apr 11 13:24:41 +0000 2017;0.0
264;8.517880591464202e+17;Tue Apr 11 13:24:33 +0000 2017;0.0
265;8.517881840609649e+17;Tue Apr 11 13:25:03 +0000 2017;0.0
266;8.517880484591165e+17;Tue Apr 11 13:24:30 +0000 2017;0.0
267;8.517880762801603e+17;Tue Apr 11 13:24:37 +0000 2017;0.0
268;8.517881575909417e+17;Tue Apr 11 13:24:56 +0000 2017;1.0
269;8.517880359560602e+17;Tue Apr 11 13:24:27 +0000 2017;1.0
270;8.517880526158438e+17;Tue Apr 11 13:24:31 +0000 2017;0.0
271;8.517880870804808e+17;Tue Apr 11 13:24:40 +0000 2017;0.0
272;8.517880069441004e+17;Tue Apr 11 13:24:20 +0000 2017;1.0
273;8.517880089194168e+17;Tue Apr 11 13:24:21 +0000 2017;0.0
274;8.517881237805998e+17;Tue Apr 11 13:24:48 +0000 2017;7.0
275;8.517881073179976e+17;Tue Apr 11 13:24:44 +0000 2017;0.0
276;8.517880350500454e+17;Tue Apr 11 13:24:27 +0000 2017;0.0
277;8.517880504893809e+17;Tue Apr 11 13:24:31 +0000 2017;0.0
278;8.517881848999444e+17;Tue Apr 11 13:25:03 +0000 2017;1.0
279;8.517881580397117e+17;Tue Apr 11 13:24:56 +0000 2017;8.0
280;8.517881516307784e+17;Tue Apr 11 13:24:55 +0000 2017;0.0
281;8.517881082281697e+17;Tue Apr 11 13:24:45 +0000 2017;0.0
282;8.517881195737702e+17;Tue Apr 11 13:24:47 +0000 2017;0.0
283;8.517881901512663e+17;Tue Apr 11 13:25:04 +0000 2017;0.0
284;8.51788036450861e+17;Tue Apr 11 13:24:28 +0000 2017;0.0
285;8.517880018982666e+17;Tue Apr 11 13:24:19 +0000 2017;0.0
286;8.517882967536435e+17;Tue Apr 11 13:25:30 +0000 2017;0.0
287;8.517883392839967e+17;Tue Apr 11 13:25:40 +0000 2017;0.0
288;8.517882272121938e+17;Tue Apr 11 13:25:13 +0000 2017;0.0
289;8.517884973504799e+17;Tue Apr 11 13:26:17 +0000 2017;0.0
290;8.517882190290944e+17;Tue Apr 11 13:25:11 +0000 2017;0.0
291;8.517882443542487e+17;Tue Apr 11 13:25:17 +0000 2017;0.0
292;8.5178833395712e+17;Tue Apr 11 13:25:38 +0000 2017;0.0
293;8.517882399838249e+17;Tue Apr 11 13:25:16 +0000 2017;0.0
294;8.517885376955269e+17;Tue Apr 11 13:26:27 +0000 2017;0.0
295;8.517884092321792e+17;Tue Apr 11 13:25:56 +0000 2017;0.0
296;8.517883121761935e+17;Tue Apr 11 13:25:33 +0000 2017;0.0
297;8.517882964055163e+17;Tue Apr 11 13:25:29 +0000 2017;0.0
298;8.517884028906004e+17;Tue Apr 11 13:25:55 +0000 2017;0.0
299;8.517884378543268e+17;Tue Apr 11 13:26:03 +0000 2017;0.0
300;8.517884814414193e+17;Tue Apr 11 13:26:14 +0000 2017;0.0
301;8.517882510400225e+17;Tue Apr 11 13:25:19 +0000 2017;0.0
302;8.51788253518848e+17;Tue Apr 11 13:25:19 +0000 2017;0.0
303;8.517883437257482e+17;Tue Apr 11 13:25:41 +0000 2017;1.0
304;8.517885317311201e+17;Tue Apr 11 13:26:26 +0000 2017;0.0
305;8.517882719402353e+17;Tue Apr 11 13:25:24 +0000 2017;0.0
306;8.51788367415128e+17;Tue Apr 11 13:25:46 +0000 2017;0.0
307;8.517882431127798e+17;Tue Apr 11 13:25:17 +0000 2017;0.0
308;8.517883701037261e+17;Tue Apr 11 13:25:47 +0000 2017;2.0
309;8.517884601510298e+17;Tue Apr 11 13:26:09 +0000 2017;0.0
310;8.517884957860536e+17;Tue Apr 11 13:26:17 +0000 2017;0.0
311;8.51788536743424e+17;Tue Apr 11 13:26:27 +0000 2017;0.0
312;8.517885048247214e+17;Tue Apr 11 13:26:19 +0000 2017;0.0
313;8.517884621099868e+17;Tue Apr 11 13:26:09 +0000 2017;4.0
314;8.517883984822108e+17;Tue Apr 11 13:25:54 +0000 2017;0.0
315;8.51788236326359e+17;Tue Apr 11 13:25:15 +0000 2017;0.0
316;8.517884447789056e+17;Tue Apr 11 13:26:05 +0000 2017;0.0
317;8.517884822677094e+17;Tue Apr 11 13:26:14 +0000 2017;0.0
318;8.517884619170447e+17;Tue Apr 11 13:26:09 +0000 2017;0.0
319;8.517883660225331e+17;Tue Apr 11 13:25:46 +0000 2017;0.0
320;8.517885233384243e+17;Tue Apr 11 13:26:24 +0000 2017;0.0
321;8.517884478911693e+17;Tue Apr 11 13:26:06 +0000 2017;6.0
322;8.517883938434908e+17;Tue Apr 11 13:25:53 +0000 2017;0.0
323;8.517882601206374e+17;Tue Apr 11 13:25:21 +0000 2017;0.0
324;8.517884324392632e+17;Tue Apr 11 13:26:02 +0000 2017;0.0
325;8.517883301823488e+17;Tue Apr 11 13:25:38 +0000 2017;1.0
326;8.517884073323192e+17;Tue Apr 11 13:25:56 +0000 2017;0.0
327;8.517882464514499e+17;Tue Apr 11 13:25:18 +0000 2017;0.0
328;8.51788246216577e+17;Tue Apr 11 13:25:18 +0000 2017;0.0
329;8.517884760056586e+17;Tue Apr 11 13:26:12 +0000 2017;0.0
330;8.517882110263542e+17;Tue Apr 11 13:25:09 +0000 2017;0.0
331;8.517882976681042e+17;Tue Apr 11 13:25:30 +0000 2017;0.0
332;8.517883977525944e+17;Tue Apr 11 13:25:54 +0000 2017;0.0
333;8.517884460749373e+17;Tue Apr 11 13:26:05 +0000 2017;0.0
334;8.51788227233108e+17;Tue Apr 11 13:25:13 +0000 2017;0.0
335;8.517882345438208e+17;Tue Apr 11 13:25:15 +0000 2017;0.0
336;8.517885085577134e+17;Tue Apr 11 13:26:20 +0000 2017;0.0
337;8.517882703421563e+17;Tue Apr 11 13:25:23 +0000 2017;0.0
338;8.517885003075174e+17;Tue Apr 11 13:26:18 +0000 2017;0.0
339;8.51788249760768e+17;Tue Apr 11 13:25:18 +0000 2017;0.0
340;8.517884506971587e+17;Tue Apr 11 13:26:06 +0000 2017;0.0
341;8.517883237565727e+17;Tue Apr 11 13:25:36 +0000 2017;0.0
342;8.517884214419988e+17;Tue Apr 11 13:25:59 +0000 2017;0.0
343;8.517882931256689e+17;Tue Apr 11 13:25:29 +0000 2017;0.0
344;8.51788279720575e+17;Tue Apr 11 13:25:26 +0000 2017;1.0
345;8.517884970778993e+17;Tue Apr 11 13:26:17 +0000 2017;0.0
346;8.517882358566543e+17;Tue Apr 11 13:25:15 +0000 2017;0.0
347;8.51788356237357e+17;Tue Apr 11 13:25:44 +0000 2017;0.0
348;8.517883081077146e+17;Tue Apr 11 13:25:32 +0000 2017;0.0
349;8.517885349440184e+17;Tue Apr 11 13:26:26 +0000 2017;1.0
350;8.517882352944824e+17;Tue Apr 11 13:25:15 +0000 2017;0.0
351;8.517883632165028e+17;Tue Apr 11 13:25:45 +0000 2017;0.0
352;8.517882151493509e+17;Tue Apr 11 13:25:10 +0000 2017;0.0
353;8.517882387171451e+17;Tue Apr 11 13:25:16 +0000 2017;0.0
354;8.517883382899466e+17;Tue Apr 11 13:25:39 +0000 2017;0.0
355;8.517884959915704e+17;Tue Apr 11 13:26:17 +0000 2017;0.0
356;8.517882202789437e+17;Tue Apr 11 13:25:11 +0000 2017;0.0
357;8.517884528405258e+17;Tue Apr 11 13:26:07 +0000 2017;0.0
